time/time_elapsed,train/actor_loss,train/learning_rate,time/fps,rollout/success rate,train/n_updates,train/critic_loss,time/total timesteps,train/ent_coef_loss,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/ent_coef,train/std
17346,111.68848098754883,0.0003,61,0.39361702127659576,1060000,0.16941261610016226,1060168,0.7148860383033753,-13049.395531074466,11278.382978723404,94,0.011382007915526628,0.06293465942144394
17437,111.48917129516602,0.0003,61,0.4,1065500,1.294405723530799,1065688,0.10897710859775543,-12952.82083762105,11217.768421052631,95,0.012290910109877587,0.06315554678440094
17448,113.12776954650879,0.0003,61,0.40625,1066200,0.6422367051430047,1066332,-0.08015926361083985,-12818.9945266875,11107.625,96,0.011733138049021364,0.06322549283504486
17462,111.69018180847168,0.0003,61,0.41237113402061853,1067000,0.1783427826873958,1067172,0.2813905195891857,-12689.323574865979,11001.773195876289,97,0.01120993343181908,0.0632329210639
17531,111.55732612609863,0.0003,61,0.41836734693877553,1071200,0.08530103327706456,1071385,0.04547563038766384,-12576.481531010204,10932.5,98,0.013622305411845446,0.06380344927310944
17566,111.33823432922364,0.0003,61,0.42424242424242425,1073300,1.991280669439584,1073486,-0.4454055480659008,-12456.039945838385,10843.29292929293,99,0.011778883803635835,0.0639599859714508
17592,111.81953308105469,0.0003,61,0.43,1074900,2.01801285719499,1075083,0.2543546776473522,-12337.67852013,10750.83,100,0.011442090850323439,0.06399653106927872
17602,111.30026000976562,0.0003,61,0.44,1075500,0.2531492478400469,1075685,-0.32780093111097813,-12197.681376790002,10606.85,101,0.011331196026876569,0.06396365910768509
17659,111.23138061523437,0.0003,61,0.45,1079000,1.4508731630817056,1079101,-0.5166122794896364,-12037.10522876,10491.01,102,0.010820433441549539,0.0640762597322464
17905,112.04352935791016,0.0003,61,0.45,1094000,0.8787091981619597,1094101,0.041568603962659836,-12171.968627689997,10491.01,103,0.013717974582687021,0.06386249512434006
18029,111.32371650695801,0.0003,61,0.46,1101500,0.041063178516924384,1101694,-0.035027613937854765,-11887.68067077,10416.94,104,0.013234134837985039,0.06408803910017014
18050,111.05750053405762,0.0003,61,0.47,1102800,6.8130101569741965,1102942,-0.20656440511345864,-11813.29087049,10279.42,105,0.013439653404057027,0.06425072997808456
18207,109.39477592468262,0.0003,61,0.48,1112400,0.7065772397257387,1112573,0.5476167704164981,-11755.836220040002,10225.73,106,0.014019396621733904,0.06514081358909607
18278,108.57634574890136,0.0003,61,0.49,1116700,0.6297494675405324,1116860,-0.3892590886354446,-11418.860659940001,10118.6,107,0.013706400338560343,0.06542482227087021
18525,105.79678977966309,0.0003,61,0.48,1131700,0.04382220383733511,1131860,-0.14815370850265025,-11428.55921715,10232.63,108,0.012627444704994559,0.06409823149442673
18771,105.4262538909912,0.0003,61,0.48,1146700,0.3825938875041902,1146860,0.11138640783727169,-11181.204364259997,10232.63,109,0.01137926652096212,0.06369343400001526
18786,106.21746368408203,0.0003,61,0.49,1147700,1.3978833482973279,1147827,0.03237250335514545,-11143.905777689999,10092.3,110,0.011763718789443373,0.06366503983736038
19033,108.18989814758301,0.0003,61,0.49,1162700,4.0767570840939875,1162827,0.6111633622646332,-11299.496942629998,10092.3,111,0.01321861588396132,0.0641501247882843
19057,108.2079320526123,0.0003,61,0.5,1164100,2.698926394432783,1164287,-0.7139843975752592,-11218.554979890001,9956.9,112,0.013771586073562502,0.06425495445728302
19146,107.69478538513184,0.0003,61,0.51,1169600,1.1325264450162649,1169758,0.2703626457229257,-11161.80399606,9861.61,113,0.014250943232327699,0.06439532339572906
19169,107.8390625,0.0003,61,0.52,1171000,5.307799555491656,1171195,0.10523631848394871,-11024.959522140001,9725.98,114,0.013015572661533952,0.06441176682710648
19176,108.54383071899414,0.0003,61,0.53,1171400,2.189936342202127,1171532,-0.09802430540323258,-10921.62837151,9579.35,115,0.012874077763408423,0.06439603865146637
19422,108.92567443847656,0.0003,61,0.53,1186400,1.5831118981167673,1186532,-0.38608279824256897,-10765.561143739998,9579.35,116,0.01294623794965446,0.06435084342956543
19598,107.9267951965332,0.0003,61,0.54,1197100,6.06842760656029,1197241,-0.03673239707946777,-10558.579100720002,9536.44,117,0.012808278845623135,0.06436242908239365
19845,109.54916389465332,0.0003,61,0.54,1212100,2.3025453787855805,1212241,1.189480433613062,-10579.94513605,9536.44,118,0.011730659184977413,0.06401427835226059
20063,108.3642259979248,0.0003,61,0.55,1225400,0.8906201327964663,1225556,0.14448623329401017,-10215.269156370001,9519.59,119,0.010295112989842892,0.0645873099565506
20126,107.8942970275879,0.0003,61,0.55,1229300,3.8864926488883795,1229441,0.6425839646160603,-10221.84276712,9465.78,120,0.012459697583690286,0.06468687951564789
20373,110.06050086975098,0.0003,61,0.55,1244300,3.384379530120641,1244441,0.4442228254675865,-10587.874825680003,9465.78,121,0.012049611797556281,0.06515207886695862
20603,109.50385627746581,0.0003,61,0.56,1258300,0.5346545097418129,1258457,-1.0677644623816014,-10545.54868247,9455.94,122,0.012916818922385574,0.06539585441350937
20628,109.44514617919921,0.0003,61,0.57,1259800,0.9186797823384404,1259979,-0.8325577491521835,-10203.2069057,9321.16,123,0.011356638455763459,0.06526631116867065
20638,109.74960777282715,0.0003,61,0.58,1260400,0.33198619747534397,1260589,0.2437340372800827,-10078.24926311,9177.26,124,0.011231537349522114,0.0652020275592804
20672,109.06226554870605,0.0003,61,0.58,1262500,4.414523076973856,1262605,-1.2211890673637391,-10084.408745319999,9142.12,125,0.010509478943422437,0.06499817967414856
20696,109.1049267578125,0.0003,61,0.59,1263900,8.159250221308321,1264061,-0.579464144334197,-9977.88810347,9006.68,126,0.009702925905585288,0.0650128498673439
20868,106.1522045135498,0.0003,61,0.6,1274400,2.2213663758710025,1274514,-0.04745051898062229,-9909.99409769,8961.21,127,0.008650762168690563,0.06473895162343979
20926,105.98206657409668,0.0003,61,0.61,1277900,0.6786147031188011,1278054,-1.305439767241478,-9826.93375788,8846.61,128,0.009930071886628866,0.06500793248414993
21002,106.72123481750488,0.0003,61,0.62,1282500,0.9853695037774741,1282624,0.036160525530576706,-9790.10945363,8742.31,129,0.00833278788253665,0.06509082764387131
21118,105.83528533935547,0.0003,61,0.63,1289600,0.40978504694998263,1289701,-0.14747027836740018,-9815.516866099999,8663.08,130,0.008629418639466167,0.06540237367153168
21177,105.48267028808594,0.0003,61,0.64,1293200,1.6226052828878164,1293384,-0.3254608803242445,-9572.4324813,8549.91,131,0.010047963401302696,0.06547480076551437
21199,105.95768371582031,0.0003,61,0.65,1294500,0.9441932284832001,1294689,0.30294587787240745,-9408.821836420002,8412.96,132,0.01030424002557993,0.06545254588127136
21250,105.0429987335205,0.0003,61,0.66,1297600,0.6634529583901166,1297778,-0.17190973170101642,-9184.100468110002,8293.85,133,0.009953387640416622,0.065660260617733
21266,105.66051643371583,0.0003,61,0.67,1298600,0.3513853452913463,1298766,-0.07309993132948875,-9060.091577220002,8153.73,134,0.010080496342852711,0.06572752445936203
21283,104.98287452697754,0.0003,61,0.68,1299600,2.539435772970319,1299787,-1.0737446357309819,-8952.538466240001,8013.94,135,0.009539016922935843,0.06579809635877609
21292,105.6564956665039,0.0003,61,0.69,1300200,0.3896108804643154,1300317,-0.15215318843722345,-8791.35486766,7869.24,136,0.009306579139083624,0.06574873626232147
21329,105.0676316833496,0.0003,61,0.7,1302400,3.2823675264418126,1302561,-0.9624963244795799,-8674.453157560001,7741.68,137,0.008539033075794577,0.06563053280115128
21385,105.23611419677735,0.0003,61,0.7,1305800,3.0040859409980474,1305995,-0.1614123760163784,-8639.46621373,7664.82,138,0.008074432564899325,0.06569016724824905
21411,104.89516311645508,0.0003,61,0.71,1307400,2.915832566656172,1307583,0.1485043802857399,-8400.225349980003,7530.7,139,0.008247791035100817,0.06574468314647675
21426,105.46196228027344,0.0003,61,0.72,1308300,1.183887103293091,1308465,0.17824504882097245,-8265.907806070003,7389.52,140,0.008676595604047179,0.06570654362440109
21446,104.80371086120606,0.0003,61,0.73,1309500,1.6095589270442725,1309651,0.2589076832681894,-8129.556568560002,7251.38,141,0.00928589372895658,0.06568162143230438
21470,104.35087135314942,0.0003,61,0.73,1311000,0.7764612998999655,1311135,0.17141393043100833,-8102.98801542,7186.23,142,0.009968960592523217,0.06573934108018875
21530,104.21296516418457,0.0003,61,0.73,1314600,0.8981238558515906,1314749,-0.17899281673133374,-8108.74461442,7125.65,143,0.011866957060992717,0.06592297554016113
21545,103.73208953857421,0.0003,61,0.73,1315500,4.039231004007161,1315638,-0.9879998543858528,-8110.11564631,7119.43,144,0.011358064254745842,0.06597597897052765
21673,104.2351498413086,0.0003,61,0.74,1323300,0.728236500993371,1323401,-0.20052866280078888,-7949.16794542,7047.06,145,0.011504053976386786,0.06634645909070969
21721,103.45119529724121,0.0003,61,0.75,1326200,2.7787987840920687,1326358,-0.8778670372068882,-7703.23617414,6926.63,146,0.009709821809083223,0.06643678992986679
21775,103.94171112060548,0.0003,61,0.75,1329500,1.1174064767546952,1329653,-1.137929119206965,-7733.770548200001,6932.88,147,0.006364321024157107,0.06675031781196594
21932,104.46069046020507,0.0003,61,0.76,1339000,2.944679034948349,1339141,0.05127378940582275,-7632.496482000001,6877.76,148,0.008763951836153866,0.0666513592004776
21951,103.92759162902831,0.0003,61,0.76,1340200,0.3331622203998268,1340316,-1.3789707084745169,-7558.790576850001,6780.66,149,0.008486138358712196,0.06680703908205032
22112,105.26856819152832,0.0003,61,0.77,1350000,3.2967528784275055,1350163,0.15321424439549447,-7511.737024560001,6729.13,150,0.006982900970615447,0.06680786609649658
22133,104.3351505279541,0.0003,61,0.77,1351300,0.7733645585924387,1351468,0.15878273129463197,-7513.87435525,6714.22,151,0.007040789439342916,0.06678760796785355
22192,104.34375930786133,0.0003,61,0.78,1354900,3.0748965396545827,1355008,0.5106054502725601,-7431.12323409,6599.62,152,0.008286960255354643,0.06687187403440475
22297,104.33614723205567,0.0003,61,0.79,1361300,0.10457654679194092,1361408,-0.03705978006124497,-7355.5427301,6513.62,153,0.007353527159430087,0.06670625507831573
22543,105.54186264038086,0.0003,61,0.78,1376300,0.23240442160516978,1376408,-1.1930396355688573,-7570.13816624,6656.7,154,0.009020226020365953,0.06692258268594742
22592,106.49854095458984,0.0003,61,0.78,1379300,1.7085888461768628,1379401,0.556531376838684,-7578.266195699998,6684.73,155,0.008350518709048628,0.06698370724916458
22771,106.63114227294922,0.0003,61,0.79,1390200,3.1025114114396275,1390339,0.09488080859184266,-7583.8312799,6644.11,156,0.010227518016472458,0.0676831379532814
22887,107.06239814758301,0.0003,61,0.8,1397200,1.270648437347263,1397358,-0.0258888291195035,-7417.628171110001,6564.3,157,0.007914375793188811,0.06851539760828018
