train/n_updates,rollout/ep_len_mean,train/actor_loss,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total timesteps,time/episodes,train/learning_rate,rollout/success rate,train/critic_loss
532220,54.65,335.2993194580078,57,9214,-101.37025645999998,532322,9239,0.001,0.56,3802.9655792236326
532320,55.05,332.1255157470703,57,9234,-101.15100627,532422,9240,0.001,0.55,4883.60686340332
532340,55.24,330.0671081542969,57,9241,-101.96535420000001,532446,9241,0.001,0.55,5124.514726257325
,55.21,,57,9243,-101.96063722999999,532448,9242,,0.55,
,54.28,,57,9246,-101.37360265000001,532455,9243,,0.56,
532360,53.35,332.5847686767578,57,9249,-100.41845101000001,532462,9244,0.001,0.57,4217.288540649414
532460,54.31,326.83092041015624,57,9273,-101.05586976999999,532562,9245,0.001,0.56,6031.6583801269535
,54.31,,57,9279,-101.40421852000001,532578,9246,,0.56,
532560,54.8,331.76588439941406,57,9303,-101.76959930999999,532678,9247,0.001,0.55,5633.14136352539
532580,53.99,334.3666931152344,57,9308,-100.94216374000003,532697,9248,0.001,0.56,3777.4829071044924
532680,53.99,335.96722717285155,57,9338,-96.59251311000001,532797,9249,0.001,0.56,4120.5750732421875
532700,53.07,332.26365356445314,57,9341,-95.48369225000002,532805,9250,0.001,0.57,4006.950344848633
532720,52.33,332.6408416748047,56,9348,-93.85228294000001,532831,9251,0.001,0.58,3890.09716796875
532740,52.4,335.32448120117186,56,9354,-93.83508573,532847,9252,0.001,0.58,4684.031256103515
,51.53,,56,9359,-93.20695967,532860,9253,,0.59,
532760,50.59,329.4246124267578,56,9362,-89.64055297999998,532866,9254,0.001,0.6,4715.665032958985
,49.66,,56,9370,-86.82857733999998,532873,9255,,0.61,
532780,48.88,330.20607299804686,56,9378,-85.28107576999999,532895,9256,0.001,0.62,5185.0948486328125
532800,48.88,330.5211212158203,56,9382,-85.48892307999999,532911,9257,0.001,0.62,4723.956225585937
532820,48.15,332.62706604003904,56,9399,-85.45339624999998,532938,9258,0.001,0.63,5883.604217529297
532920,49.01,330.28570556640625,56,9421,-85.76696821999998,533038,9259,0.001,0.62,5481.985012817383
532940,48.18,329.0835357666016,56,9437,-80.32132541000001,533055,9260,0.001,0.63,5491.537036132812
532960,48.24,329.20228576660156,56,9440,-80.48357851,533062,9261,0.001,0.63,4834.185870361328
533060,48.97,334.40171813964844,56,9458,-81.17615866,533162,9262,0.001,0.62,5395.829895019531
533080,48.18,329.2823852539062,56,9470,-80.96767847,533183,9263,0.001,0.63,4148.397836303711
,48.09,,56,9473,-80.88537232,533193,9264,,0.63,
533180,49.0,329.76324157714845,56,9498,-81.30513177,533293,9265,0.001,0.62,4927.476672363281
533280,49.0,332.8300537109375,56,9518,-83.23934333999999,533393,9266,0.001,0.62,4542.980407714844
533300,48.15,331.8059020996094,56,9524,-81.91692708,533408,9267,0.001,0.63,5050.84782409668
,47.22,,55,9527,-79.21144371999999,533415,9268,,0.64,
,47.15,,55,9529,-78.77942102,533420,9269,,0.64,
533320,46.96,329.91460876464845,55,9532,-78.66108847,533427,9270,0.001,0.64,4202.625523376465
533420,46.96,331.4816864013672,55,9550,-74.42074140999999,533527,9271,0.001,0.64,5070.814254760742
533440,46.14,332.62633056640624,55,9566,-74.06365833,533545,9272,0.001,0.65,5569.909103393555
,46.1,,55,9568,-73.97912025,533549,9273,,0.65,
,46.13,,55,9572,-73.95443315,533560,9274,,0.65,
533460,45.23,339.22544250488284,55,9575,-72.55654679999999,533570,9275,0.001,0.66,4567.692553710937
533560,46.12,335.18287353515626,55,9603,-73.53919393,533670,9276,0.001,0.65,4995.336285400391
533660,46.95,333.9275848388672,55,9629,-73.91692287,533770,9277,0.001,0.64,4141.225869750977
,46.05,,55,9633,-72.96758331999999,533780,9278,,0.65,
533680,46.0,332.1005889892578,55,9640,-72.93711512,533786,9279,0.001,0.65,6098.75244140625
533780,46.0,327.45423583984376,55,9668,-72.91959348999998,533886,9280,0.001,0.65,5389.9988464355465
,45.73,,55,9671,-72.64916231999999,533893,9281,,0.65,
533880,45.73,334.18979797363284,55,9693,-71.48150039000001,533993,9282,0.001,0.65,3990.083880615234
533980,46.68,335.15171813964844,54,9717,-72.0227261,534093,9283,0.001,0.64,4303.234677124024
534020,46.65,333.705712890625,54,9725,-71.45862600999999,534123,9284,0.001,0.64,4941.573526000977
534120,47.52,332.2065948486328,54,9750,-71.80230868999999,534223,9285,0.001,0.63,5149.997302246094
534220,47.52,334.73598022460936,54,9771,-72.46722142,534323,9286,0.001,0.63,4385.15405883789
534260,47.01,334.7140258789062,54,9781,-70.28719987000001,534370,9287,0.001,0.63,5132.332501220703
534300,47.19,336.1651153564453,54,9793,-70.83353766,534410,9288,0.001,0.63,4105.094427490234
534400,47.19,331.3987976074219,54,9826,-70.96640941000001,534510,9289,0.001,0.63,4114.616369628906
,47.15,,54,9831,-70.91187443000001,534520,9290,,0.63,
534440,47.26,329.19216003417966,54,9840,-71.38705733,534543,9291,0.001,0.63,3964.0047241210937
534540,47.26,328.44537963867185,54,9874,-71.01466085000001,534643,9292,0.001,0.63,4130.590612792968
,47.11,,54,9877,-70.879253,534648,9293,,0.63,
,46.86,,54,9880,-70.83764521,534657,9294,,0.63,
534560,45.97,332.4090240478516,54,9889,-69.48312046,534668,9295,0.001,0.64,4561.465707397461
534660,46.88,330.1485290527344,53,9918,-69.90060442999999,534768,9296,0.001,0.63,5041.497073364258
534760,47.79,334.91368103027344,53,9937,-70.63037025,534868,9297,0.001,0.62,4387.86332244873
534860,47.79,335.54123840332034,53,9963,-70.915409,534968,9298,0.001,0.62,3248.15166015625
,47.81,,53,9965,-70.91696933999998,534971,9299,,0.62,
,46.89,,53,9973,-65.27291543999999,534979,9300,,0.63,
534880,46.88,331.1909576416016,53,9976,-65.32097954,534986,9301,0.001,0.63,6608.721899414062
534980,46.88,335.40167846679685,53,9998,-66.24477583000001,535086,9302,0.001,0.63,3505.448440551758
535080,46.88,328.7033660888672,53,10021,-62.4213091,535186,9303,0.001,0.63,3384.0866943359374
,46.7,,53,10026,-62.57298516,535197,9304,,0.63,
535180,46.7,337.8101501464844,53,10052,-62.408921709999994,535297,9305,0.001,0.63,4509.411532592773
535200,46.82,331.36602478027345,53,10056,-62.99785868,535312,9306,0.001,0.63,4636.494473266602
535300,47.71,334.6880401611328,53,10075,-63.38680022999998,535412,9307,0.001,0.62,4689.998181152344
535320,47.51,337.4330230712891,53,10077,-63.33916864999999,535421,9308,0.001,0.62,5016.492791748047
535420,48.44,332.8672302246094,52,10106,-64.15983372999999,535521,9309,0.001,0.61,5548.480090332031
,47.52,,52,10109,-63.665117229999986,535529,9310,,0.62,
535520,48.07,333.2287170410156,52,10142,-62.864474799999996,535629,9311,0.001,0.61,4059.961779785156
,48.05,,52,10143,-62.861315899999994,535631,9312,,0.61,
,48.07,,52,10146,-62.87132411,535638,9313,,0.61,
535540,48.01,331.05743713378905,52,10150,-62.52689962,535650,9314,0.001,0.61,4324.003500366211
535560,47.27,338.0385986328125,52,10157,-57.63992855000001,535676,9315,0.001,0.62,5391.824438476562
535580,47.03,326.54697265625,52,10161,-57.67417907,535684,9316,0.001,0.62,5374.163580322265
,46.92,,52,10166,-57.53333889,535693,9317,,0.62,
535620,46.34,333.31541442871094,52,10177,-54.04143784,535735,9318,0.001,0.63,6727.880401611328
535640,45.4,337.5416564941406,52,10189,-53.15160319,535741,9319,0.001,0.64,4770.169570922852
535740,45.4,332.1020080566406,52,10212,-50.10656347,535841,9320,0.001,0.64,5752.104760742188
,45.42,,52,10217,-49.897186090000005,535856,9321,,0.64,
535840,45.42,336.1299224853516,52,10239,-46.750507199999994,535956,9322,0.001,0.64,5304.492094421386
535860,45.46,333.865966796875,52,10248,-46.87822703,535969,9323,0.001,0.64,5193.154595947266
,44.51,,52,10251,-46.381719399999994,535974,9324,,0.65,
535960,44.51,332.6243377685547,52,10269,-46.14598026000001,536074,9325,0.001,0.65,5268.9340194702145
535980,43.66,334.7596099853516,52,10274,-45.507430060000004,536089,9326,0.001,0.66,5842.479516601563
,42.73,,52,10282,-44.76991415,536096,9327,,0.67,
536080,43.69,332.5220520019531,51,10331,-45.49599109999999,536196,9328,0.001,0.66,5108.836614990234
536100,43.69,329.01958923339845,51,10338,-45.57036582,536203,9329,0.001,0.66,3864.5038818359376
,43.67,,51,10339,-45.568868789999996,536207,9330,,0.66,
536200,44.59,327.6064178466797,51,10367,-45.9962998,536307,9331,0.001,0.65,4730.485675048828
536300,45.3,335.8295379638672,51,10392,-46.10130474,536407,9332,0.001,0.64,3925.242156982422
,44.35,,51,10394,-41.029894889999994,536412,9333,,0.65,
536400,45.25,336.0891143798828,51,10422,-42.088637629999994,536512,9334,0.001,0.64,2947.1745025634764
536440,45.22,333.86065979003905,51,10433,-40.20226767,536559,9335,0.001,0.64,5165.689770507813
536460,44.25,330.08958740234374,51,10440,-39.72031432,536562,9336,0.001,0.65,5779.08882446289
536560,45.07,330.6140930175781,51,10465,-39.905451369999994,536662,9337,0.001,0.64,5535.388107299805
,44.51,,51,10469,-39.10918506,536673,9338,,0.64,
,43.57,,51,10478,-37.957944219999995,536679,9339,,0.65,
536660,43.44,335.98740539550784,51,10505,-38.95770019,536766,9340,0.001,0.66,5007.434463500977
536680,43.35,328.89744262695314,51,10510,-38.20089431,536781,9341,0.001,0.66,5402.160284423828
536780,44.33,333.4296508789063,50,10539,-42.72239692000001,536881,9342,0.001,0.65,3979.482746887207
,44.35,,50,10542,-42.6342081,536890,9343,,0.65,
536800,44.41,333.7961029052734,50,10547,-42.38954625000001,536903,9344,0.001,0.65,5205.737506103515
536900,44.41,335.9163391113281,50,10567,-42.46819955000001,537003,9345,0.001,0.65,5520.957080078125
,44.31,,50,10569,-42.04747349000001,537009,9346,,0.65,
537000,44.31,331.7577362060547,50,10615,-44.86660013000001,537109,9347,0.001,0.65,5048.7050109863285
537100,45.12,330.7821014404297,50,10642,-49.78454035,537209,9348,0.001,0.64,5419.537713623047
,44.15,,50,10644,-48.83103863,537212,9349,,0.65,
537200,45.07,334.3039978027344,50,10670,-49.58366485999999,537312,9350,0.001,0.64,4493.559439086914
537220,45.0,335.55870056152344,50,10680,-49.51037888999999,537331,9351,0.001,0.64,4581.244061279297
537320,45.84,335.7152465820312,50,10712,-50.319835839999996,537431,9352,0.001,0.63,4050.7405349731443
537420,46.71,327.67144165039065,50,10739,-50.85671699999999,537531,9353,0.001,0.62,7338.103649902344
,46.7,,50,10741,-50.79784789,537536,9354,,0.62,
537440,46.71,333.7251403808594,50,10745,-51.009949399999996,537544,9355,0.001,0.62,4369.187756347656
537540,47.49,329.8016021728516,49,10768,-52.86014478999999,537644,9356,0.001,0.61,6859.3153076171875
,47.4,,49,10771,-52.368878479999985,537651,9357,,0.61,
537640,48.13,334.3171051025391,49,10809,-52.63082115,537751,9358,0.001,0.6,5765.096539306641
,47.22,,49,10816,-51.807743069999994,537760,9359,,0.61,
537740,48.05,330.1029052734375,49,10838,-52.67696848,537860,9360,0.001,0.6,5222.6967498779295
537840,48.98,333.473779296875,49,10863,-53.20235544,537960,9361,0.001,0.59,3945.709457397461
537880,48.2,332.2283660888672,49,10874,-52.454960629999995,537982,9362,0.001,0.6,5183.727742004395
,48.06,,49,10877,-51.86198656000001,537989,9363,,0.6,
537980,48.96,336.5575866699219,49,10911,-53.64938819000001,538089,9364,0.001,0.59,4320.83373413086
538080,48.96,333.4233764648437,49,10934,-53.68003345000001,538189,9365,0.001,0.59,5125.512335205078
,48.03,,49,10937,-51.218352750000015,538196,9366,,0.6,
538100,47.95,332.1900299072266,49,10945,-51.12685714,538203,9367,0.001,0.6,5488.449209594726
538200,48.88,338.0159149169922,49,10971,-53.715340210000015,538303,9368,0.001,0.59,3330.7460388183595
538300,49.83,332.1100738525391,48,10993,-54.21515301,538403,9369,0.001,0.58,4750.960696411133
538320,50.09,334.8302276611328,48,11002,-54.3779485,538436,9370,0.001,0.58,3828.2340545654297
538420,50.09,336.2341064453125,48,11019,-58.553004179999995,538536,9371,0.001,0.58,4052.6242614746093
538520,50.91,336.4074401855469,48,11044,-59.86417718000001,538636,9372,0.001,0.57,3405.357405090332
538620,51.87,331.0294250488281,48,11079,-62.80565767,538736,9373,0.001,0.56,7536.095294189453
538720,52.76,329.21649475097655,48,11107,-63.30494197000001,538836,9374,0.001,0.55,5584.022912597657
538820,53.66,331.78912963867185,48,11140,-63.876897060000005,538936,9375,0.001,0.54,4117.724649047852
538840,52.74,331.84978637695315,48,11142,-63.06254519,538944,9376,0.001,0.55,6016.270785522461
538900,52.36,326.99835205078125,48,11163,-64.72069691,539006,9377,0.001,0.56,5793.532415771484
539000,53.26,332.6937591552734,48,11196,-65.40363653000001,539106,9378,0.001,0.55,3621.8842224121095
539100,54.2,330.50266418457034,48,11223,-67.18036542,539206,9379,0.001,0.54,6106.160144042969
,53.23,,48,11225,-66.2472608,539209,9380,,0.55,
,53.23,,48,11232,-66.19077786000001,539216,9381,,0.55,
539120,52.32,332.4233703613281,47,11236,-65.41736420000001,539225,9382,0.001,0.56,5394.032849121094
,51.43,,47,11239,-65.15433839,539236,9383,,0.57,
539140,51.24,335.8805633544922,47,11253,-65.24480694,539247,9384,0.001,0.57,4440.217303466797
,50.34,,47,11257,-64.80192438,539257,9385,,0.58,
539240,50.34,335.4215789794922,47,11276,-63.91628918000001,539357,9386,0.001,0.58,4517.04995880127
539340,50.87,331.7896392822266,47,11300,-69.01108493,539457,9387,0.001,0.57,4024.9906158447266
539360,50.58,333.07542114257814,47,11305,-68.29580619,539468,9388,0.001,0.57,4767.807202148438
539440,50.46,333.1321960449219,47,11323,-67.99815319999999,539556,9389,0.001,0.58,4715.462182617188
539460,50.47,333.3477783203125,47,11327,-68.1547193,539567,9390,0.001,0.58,4643.748565673828
539480,50.39,334.81553039550784,47,11333,-67.83075543999999,539582,9391,0.001,0.58,5018.031015014649
539580,50.39,333.04872131347656,47,11353,-69.14016737000001,539682,9392,0.001,0.58,4374.425897216797
,50.41,,47,11356,-68.99884361000001,539689,9393,,0.58,
539600,50.5,337.20750122070314,47,11363,-69.12172009999999,539707,9394,0.001,0.58,4096.177197265625
539700,51.39,334.20966796875,47,11386,-69.25503535,539807,9395,0.001,0.57,4619.016247558594
539800,51.39,336.75550231933596,47,11413,-69.34611555,539907,9396,0.001,0.57,4485.1726547241215
,50.47,,47,11417,-68.7312873,539915,9397,,0.58,
539820,49.55,338.51589050292966,47,11422,-67.90157909999999,539923,9398,0.001,0.59,5164.46265258789
539920,50.52,331.7812072753906,47,11457,-70.30988027000001,540023,9399,0.001,0.58,4434.387127685547
540020,51.44,333.3212921142578,46,11496,-71.31683568,540123,9400,0.001,0.57,5401.87565612793
540040,51.59,329.0310424804687,46,11504,-71.75890919000001,540145,9401,0.001,0.57,4903.402392578125
540140,51.59,338.56206665039065,46,11531,-69.63263384,540245,9402,0.001,0.57,4831.875509643554
,50.63,,46,11533,-68.88596898,540249,9403,,0.58,
540240,51.52,331.1556335449219,46,11560,-69.91272410999998,540349,9404,0.001,0.57,4655.587547302246
,50.54,,46,11562,-69.27347463,540351,9405,,0.58,
,50.44,,46,11564,-68.74084228,540356,9406,,0.58,
540300,50.01,332.5486297607422,46,11584,-69.43307994,540413,9407,0.001,0.59,4966.893460083008
540400,50.92,337.1701934814453,46,11614,-70.75563843,540513,9408,0.001,0.58,5514.743243408203
540420,50.15,335.1051818847656,46,11619,-70.76543336,540536,9409,0.001,0.59,3530.010203552246
540520,51.07,328.9116180419922,46,11649,-71.43953534999999,540636,9410,0.001,0.58,4513.712786865234
540540,50.21,329.18592834472656,46,11659,-71.05654361,540650,9411,0.001,0.59,7204.046826171875
540560,50.38,330.2237609863281,46,11665,-71.40806167,540669,9412,0.001,0.59,6682.361511230469
540660,51.31,333.25409240722655,46,11688,-71.63133210000001,540769,9413,0.001,0.58,4545.316613769532
,51.29,,46,11698,-71.62967655000001,540779,9414,,0.58,
540760,52.03,332.68824462890626,46,11717,-71.66329047000002,540879,9415,0.001,0.57,4872.875239562988
540800,52.34,332.4070526123047,46,11740,-71.80150800000001,540918,9416,0.001,0.57,4765.20617980957
540900,53.25,334.13823852539065,45,11766,-72.36625909000001,541018,9417,0.001,0.56,4838.642904663086
540920,52.93,335.28480529785156,45,11769,-72.37584661000001,541028,9418,0.001,0.56,5836.894277954101
540940,53.12,337.3662506103516,45,11777,-72.86492140000001,541053,9419,0.001,0.56,3571.2685150146485
541040,53.12,332.57672729492185,45,11808,-73.11663241000001,541153,9420,0.001,0.56,4124.935720825195
,52.98,,45,11810,-72.83654379000001,541154,9421,,0.56,
541140,52.98,330.1213348388672,45,11838,-72.18033116,541254,9422,0.001,0.56,4907.480140686035
541240,53.85,339.1495880126953,45,11875,-75.72844320000002,541354,9423,0.001,0.55,3442.5784454345703
541260,53.87,335.5079010009766,45,11878,-75.74275916,541361,9424,0.001,0.55,5215.627987670899
541360,53.87,334.09625244140625,45,11898,-77.04373682,541461,9425,0.001,0.55,4758.574035644531
,53.74,,45,11900,-76.7445934,541463,9426,,0.55,
,53.73,,45,11902,-76.78708232000001,541469,9427,,0.55,
,52.84,,45,11908,-76.5359258,541480,9428,,0.56,
541460,53.77,336.13385620117185,45,11940,-77.35134721000001,541580,9429,0.001,0.55,5523.231893920898
541560,54.73,337.5382019042969,45,11966,-78.85644691000002,541680,9430,0.001,0.54,4498.842779541015
541620,54.18,335.05768127441405,45,11981,-78.78944895000001,541725,9431,0.001,0.55,3874.630828857422
541720,54.18,335.2919189453125,45,12008,-79.00605876000002,541825,9432,0.001,0.55,6436.735391235352
,54.27,,45,12016,-79.63569425,541839,9433,,0.55,
541740,53.35,336.2790283203125,45,12019,-78.29535184000001,541847,9434,0.001,0.56,3855.907081604004
541840,53.88,335.5769073486328,44,12044,-78.43687292999999,541947,9435,0.001,0.55,6022.917822265625
541940,54.85,325.87853088378904,44,12068,-84.0121613,542047,9436,0.001,0.54,4157.486102294922
542040,54.85,335.79859313964846,44,12095,-83.83079655,542147,9437,0.001,0.54,4275.68952331543
542140,55.74,329.6153839111328,44,12122,-87.84345088,542247,9438,0.001,0.53,6149.6086700439455
542180,56.03,335.0035125732422,44,12131,-88.59812284,542282,9439,0.001,0.53,4568.087817382812
542200,55.42,336.7846740722656,44,12141,-86.59695001,542308,9440,0.001,0.53,3213.56711730957
542300,56.27,327.0207885742187,44,12170,-87.34796008000001,542408,9441,0.001,0.52,5607.272277832031
542400,56.27,325.3540069580078,44,12191,-88.14143188,542508,9442,0.001,0.52,5165.167077636719
542500,57.18,332.2995239257813,44,12213,-89.47190483,542608,9443,0.001,0.51,4450.154257202148
542520,57.25,333.7045837402344,44,12220,-90.11110208,542628,9444,0.001,0.51,6551.420816040039
542620,57.25,325.6328979492188,44,12240,-90.10001969999999,542728,9445,0.001,0.51,5932.282067871094
542720,58.19,327.0900482177734,44,12274,-92.14132312,542828,9446,0.001,0.5,4658.987286376953
542820,58.19,333.6164245605469,44,12311,-89.83951764,542928,9447,0.001,0.5,4061.2056396484377
542920,58.19,328.4949615478516,43,12359,-87.28614846,543028,9448,0.001,0.5,5583.069885253906
542980,58.73,332.0263946533203,43,12379,-87.66970090999999,543085,9449,0.001,0.5,5389.803161621094
543080,58.73,337.1645874023437,43,12418,-87.82964364000001,543185,9450,0.001,0.5,4159.678407287598
543180,59.54,328.1915252685547,43,12440,-88.13458763999999,543285,9451,0.001,0.49,4218.677703857422
543280,59.54,328.03252868652345,43,12455,-92.88379389000002,543385,9452,0.001,0.49,5386.787332153321
543380,59.54,333.27634887695314,43,12487,-93.05306707000001,543485,9453,0.001,0.49,4845.370309448243
,59.59,,43,12501,-93.00551005000001,543495,9454,,0.49,
543480,60.51,332.9739715576172,43,12517,-97.62068625,543595,9455,0.001,0.48,4657.881500244141
543500,59.59,327.4849609375,43,12521,-95.00223203,543603,9456,0.001,0.49,4883.97541809082
543600,60.52,330.3262878417969,43,12544,-95.38274193999997,543703,9457,0.001,0.48,4528.763844299317
543700,60.52,325.6382110595703,43,12572,-99.11305001000001,543803,9458,0.001,0.48,4938.50263671875
543800,61.43,330.3553497314453,43,12600,-99.61217218,543903,9459,0.001,0.47,5395.394940185547
543900,61.43,332.46996154785154,43,12620,-101.54665271,544003,9460,0.001,0.47,4014.5294799804688
,60.48,,43,12622,-100.87421164,544008,9461,,0.48,
,60.34,,43,12626,-100.78752877000001,544016,9462,,0.48,
543920,60.41,335.84320678710935,43,12630,-101.17104464,544030,9463,0.001,0.48,5606.190838623047
544020,60.41,324.71826171875,42,12666,-100.20379121,544130,9464,0.001,0.48,6302.404467773437
544060,59.87,327.1854705810547,42,12680,-100.28776746999998,544176,9465,0.001,0.49,5229.4660369873045
544080,59.87,337.47742919921876,42,12684,-100.04398053999999,544183,9466,0.001,0.49,4684.676329040527
544180,60.8,337.418310546875,42,12708,-100.79670632999998,544283,9467,0.001,0.48,2960.145132446289
,59.88,,42,12711,-98.21636944,544291,9468,,0.49,
544200,59.0,333.2218505859375,42,12713,-97.57709095000001,544303,9469,0.001,0.5,4897.273974609375
544300,59.67,329.304833984375,42,12734,-97.87016566,544403,9470,0.001,0.49,5166.432424926757
544400,59.67,328.1587249755859,42,12758,-96.34319660000001,544503,9471,0.001,0.49,4099.444674682617
544480,59.46,333.7858093261719,42,12780,-95.68954287000001,544582,9472,0.001,0.5,5443.943165588379
544580,59.46,330.85133972167966,42,12806,-93.23090771000001,544682,9473,0.001,0.5,4295.244757080078
,58.62,,42,12811,-92.84155566999999,544698,9474,,0.51,
544680,58.62,334.04534606933595,42,12832,-95.72534354000001,544798,9475,0.001,0.51,4115.013952636718
544700,58.59,331.22767639160156,42,12835,-95.56371264,544803,9476,0.001,0.51,6345.464001464844
544800,58.97,336.7282012939453,42,12861,-93.69747008,544903,9477,0.001,0.5,4504.110873413086
544900,58.97,333.45933227539064,42,12894,-93.70178166,545003,9478,0.001,0.5,4644.255093383789
,58.03,,42,12896,-91.92524472999999,545009,9479,,0.51,
545000,59.0,330.91551513671874,42,12924,-92.42081208999998,545109,9480,0.001,0.5,3787.8019927978517
545100,59.93,334.9987548828125,42,12953,-93.34193862999999,545209,9481,0.001,0.49,4691.148094177246
,59.89,,42,12965,-93.3177201,545214,9482,,0.49,
545120,59.87,332.35118103027344,42,12969,-93.0964309,545223,9483,0.001,0.49,5223.567248535156
,59.8,,42,12970,-92.87751328,545227,9484,,0.49,
545220,60.7,333.2023590087891,41,12993,-93.27873301000001,545327,9485,0.001,0.48,3438.035711669922
,59.8,,41,12997,-92.84352272000002,545337,9486,,0.49,
545240,58.94,333.3153839111328,41,13011,-87.99903857000001,545351,9487,0.001,0.5,5012.449298095703
545260,58.96,332.0201751708984,41,13016,-87.79989059000002,545364,9488,0.001,0.5,5328.898384094238
,58.11,,41,13020,-87.16410606000001,545367,9489,,0.5,
545300,58.42,326.25083923339844,41,13035,-87.25388054000001,545409,9490,0.001,0.5,4591.71086730957
545320,58.49,331.38023071289064,41,13041,-87.25413033999999,545431,9491,0.001,0.5,6232.681567382812
,57.52,,41,13049,-85.43875889,545434,9492,,0.51,
545420,58.45,336.4910003662109,41,13073,-86.00334183000001,545534,9493,0.001,0.5,4746.006112670899
545520,59.27,330.73419189453125,41,13100,-86.36771266,545634,9494,0.001,0.49,6297.100482177734
545620,59.27,334.22142333984374,41,13123,-88.03563651999998,545734,9495,0.001,0.49,5269.6916229248045
545640,58.34,328.75743713378904,41,13126,-87.37171067999998,545741,9496,0.001,0.5,4466.9485534667965
,58.31,,41,13138,-87.39504671999997,545746,9497,,0.5,
545740,59.23,331.68918762207034,41,13163,-87.91853471,545846,9498,0.001,0.49,4900.339573669434
545840,59.23,331.67340698242185,41,13198,-86.79186899,545946,9499,0.001,0.49,5802.38109741211
545940,59.23,336.4713836669922,41,13226,-87.23884383000001,546046,9500,0.001,0.49,4302.632098388672
546040,60.01,330.111865234375,41,13250,-87.41684584000002,546146,9501,0.001,0.48,4450.76872253418
546080,59.47,335.28855895996094,41,13275,-86.93992548,546192,9502,0.001,0.49,5419.833828735352
546100,59.56,334.6225952148437,41,13281,-86.96691003,546205,9503,0.001,0.49,3335.2709075927733
546200,59.56,333.0193267822266,41,13316,-87.419696,546305,9504,0.001,0.49,4755.151861572265
546300,60.54,322.09218139648436,40,13337,-88.12989320000001,546405,9505,0.001,0.48,4939.418658447265
,60.57,,40,13340,-88.14811071000003,546413,9506,,0.48,
,60.05,,40,13342,-87.04363471,546418,9507,,0.48,
546320,59.18,335.7905212402344,40,13346,-86.00791254000004,546431,9508,0.001,0.49,5163.214834594726
,59.01,,40,13349,-84.95597001000002,546437,9509,,0.49,
546420,59.01,336.19335021972654,40,13372,-88.36141305000001,546537,9510,0.001,0.49,3852.184851074219
,58.89,,40,13374,-88.22562645,546539,9511,,0.49,
546440,58.77,329.85643615722654,40,13376,-88.05590029999998,546546,9512,0.001,0.49,4167.786596679687
546540,58.77,326.56016845703124,40,13404,-88.62859237999997,546646,9513,0.001,0.49,3862.8082946777345
546640,59.67,327.43018493652346,40,13447,-89.65086364999999,546746,9514,0.001,0.48,4998.760180664062
,58.69,,40,13449,-89.08890056999999,546748,9515,,0.49,
546740,59.3,327.8190002441406,40,13471,-90.22505570999999,546848,9516,0.001,0.48,5625.852032470703
546840,59.3,333.6916229248047,40,13497,-90.19257145999998,546948,9517,0.001,0.48,4790.2611083984375
546940,60.2,334.24842224121096,40,13529,-92.39522276,547048,9518,0.001,0.47,5078.5009140014645
547040,60.95,329.9167999267578,40,13560,-93.72220121999999,547148,9519,0.001,0.46,5761.417016601563
547140,60.95,332.46983947753904,40,13580,-94.37930869,547248,9520,0.001,0.46,4495.8890975952145
547240,61.94,326.49827270507814,40,13603,-95.04040594999998,547348,9521,0.001,0.45,5857.050256347657
,60.98,,40,13604,-94.18389429000001,547352,9522,,0.46,
547260,60.1,331.1384613037109,40,13610,-90.62350233000001,547364,9523,0.001,0.47,5108.141244506836
547280,60.21,326.77137451171876,40,13620,-90.94081017999999,547382,9524,0.001,0.47,4638.9963653564455
547380,60.21,336.1351287841797,40,13648,-89.99949803999999,547482,9525,0.001,0.47,3274.984515380859
,60.3,,40,13652,-90.0163081,547493,9526,,0.47,
,60.26,,40,13654,-89.91243832,547495,9527,,0.47,
547480,61.15,330.8751983642578,40,13679,-91.01200983000003,547595,9528,0.001,0.46,5208.489935302734
547580,61.15,330.80567321777346,39,13701,-93.82185688000001,547695,9529,0.001,0.46,4550.729357910156
547680,61.15,335.0655975341797,39,13729,-93.18142685000001,547795,9530,0.001,0.46,5873.846176147461
547700,60.77,337.6517761230469,39,13732,-92.64847811,547802,9531,0.001,0.46,4194.85510559082
547800,60.77,330.48862609863284,39,13768,-92.80028779999999,547902,9532,0.001,0.46,4066.7873779296874
,60.81,,39,13776,-92.37793665999999,547920,9533,,0.46,
547820,60.84,329.66599731445314,39,13781,-92.65654144999999,547931,9534,0.001,0.46,5763.281246948242
547920,60.84,324.18321838378904,39,13811,-93.24197316,548031,9535,0.001,0.46,5246.205191040039
,59.92,,39,13819,-87.84866724,548039,9536,,0.47,
547940,59.06,332.2494812011719,39,13823,-87.56377456,548053,9537,0.001,0.48,5727.993933105468
548000,58.55,329.53211669921876,39,13836,-83.67977509999999,548102,9538,0.001,0.49,5245.702639770508
548100,59.2,329.63316345214844,39,13865,-83.45727491,548202,9539,0.001,0.48,4579.461856079101
548200,59.94,330.0020233154297,39,13894,-84.43337267000001,548302,9540,0.001,0.47,4766.675341796875
,59.03,,39,13897,-83.63804284,548311,9541,,0.48,
548220,58.18,335.7788452148437,39,13901,-78.53345946999998,548326,9542,0.001,0.49,6341.896774291992
,57.27,,39,13904,-77.20912041999999,548335,9543,,0.5,
