time/total timesteps,time/episodes,rollout/ep_len_mean,rollout/success rate,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/n_updates,train/critic_loss,train/actor_loss
447516,13760,14.22,0.94,7,-933.8131845900002,60821,,,,
447525,13761,14.28,0.94,7,-934.3478335100002,60835,0.001,447420,13844768.0,14113.7818359375
447528,13762,14.28,0.94,7,-934.5171377600001,60867,,,,
447534,13763,14.25,0.94,7,-941.3004357,60890,,,,
447547,13764,13.38,0.95,7,-846.4928414299998,60909,0.001,447440,12018019.7375,14129.68779296875
447552,13765,12.43,0.96,7,-835.7372091799999,60912,,,,
447554,13766,12.41,0.96,7,-834.96284309,60919,,,,
447568,13767,12.51,0.96,7,-936.21441549,60939,0.001,447460,10635827.0375,14360.57431640625
447668,13768,13.44,0.95,7,-980.61388868,60985,0.001,447560,12538174.55,14056.0103515625
447672,13769,13.43,0.95,7,-980.2292745200002,60988,,,,
447681,13770,13.48,0.95,7,-983.459583,61016,0.001,447580,15386733.55,13744.13466796875
447684,13771,13.49,0.95,7,-983.4031997200001,61018,,,,
447686,13772,13.46,0.95,7,-982.51350632,61025,,,,
447688,13773,13.45,0.95,7,-982.0460568400001,61056,,,,
447710,13774,13.64,0.95,7,-1015.80153691,61074,0.001,447600,14899279.9125,14181.37880859375
447714,13775,13.64,0.95,7,-985.2198021199999,61096,,,,
447721,13776,13.69,0.95,7,-997.2622861399998,61099,0.001,447620,15786699.175,13964.18583984375
447725,13777,13.68,0.95,7,-976.4769066699997,61101,,,,
447739,13778,13.73,0.95,7,-1006.7584528399998,61107,,,,
447839,13779,14.69,0.94,7,-1070.17177531,61165,0.001,447720,12569357.325,14111.05185546875
447939,13780,15.63,0.93,7,-1112.13288465,61219,0.001,447820,14507112.075,13908.19033203125
447950,13781,15.71,0.93,7,-1104.4027823,61283,0.001,447840,16322704.35,13996.2607421875
447971,13782,15.03,0.93,7,-1099.2645442799999,61306,0.001,447860,15467926.7,13872.77646484375
447977,13783,14.96,0.93,7,-1086.61073029,61324,,,,
447983,13784,14.99,0.93,7,-1097.0776859,61332,0.001,447880,12941155.625,14206.37783203125
447991,13785,14.07,0.94,7,-1031.2933633700002,61335,,,,
447998,13786,14.11,0.94,7,-1034.16417967,61350,,,,
448001,13787,13.49,0.94,7,-1016.79400354,61372,0.001,447900,12212988.575,13990.43037109375
448016,13788,13.61,0.94,7,-1020.3258098600002,61427,,,,
448023,13789,13.62,0.94,7,-1019.9141807,61435,0.001,447920,11708113.5875,14181.84775390625
448028,13790,13.54,0.94,7,-1007.40794182,61438,,,,
448033,13791,13.54,0.94,7,-1007.39335117,61451,,,,
448037,13792,13.5,0.94,7,-1005.3910920200002,61453,,,,
448040,13793,13.47,0.94,7,-993.8754074500002,61490,,,,
448046,13794,13.49,0.94,7,-994.85278296,61498,0.001,447940,13901942.725,14034.698046875
448051,13795,13.51,0.94,7,-994.51276946,61521,,,,
448072,13796,13.66,0.94,7,-1018.7135412299999,61529,0.001,447960,13425894.1,14181.3103515625
448079,13797,13.64,0.94,7,-1017.8257564099999,61532,,,,
448083,13798,13.65,0.94,7,-1018.5897432099998,61554,0.001,447980,15086345.825,13938.115234375
448088,13799,13.66,0.94,7,-1029.43701188,61557,,,,
448090,13800,13.65,0.94,7,-1038.8417760500001,61579,,,,
448094,13801,13.62,0.94,7,-1046.98047705,61582,,,,
448099,13802,13.54,0.94,7,-1065.4158905300003,61589,,,,
448101,13803,13.48,0.94,7,-1061.8781382800003,61596,0.001,448000,14808476.825,14004.4486328125
448201,13804,14.44,0.93,7,-1091.9669462900001,61623,0.001,448100,13494281.25,13915.66875
448205,13805,14.44,0.93,7,-1103.10831282,61641,,,,
448208,13806,14.44,0.93,7,-1102.83551084,61658,,,,
448213,13807,14.41,0.93,7,-1122.4781588600001,61666,,,,
448218,13808,14.41,0.93,7,-1122.6567751300001,61678,,,,
448220,13809,14.41,0.93,7,-1122.5291131,61686,,,,
448224,13810,14.41,0.93,7,-1132.36822759,61693,0.001,448120,15856159.2625,14204.20576171875
448228,13811,14.3,0.93,7,-1119.66191097,61695,,,,
448232,13812,14.27,0.93,7,-1119.3511227499998,61713,,,,
448236,13813,14.25,0.93,7,-1118.2167616899999,61785,,,,
448336,13814,15.2,0.92,7,-1594.1347822799999,61807,0.001,448220,15119172.7,14137.2396484375
448340,13815,15.18,0.92,7,-1592.83409437,61825,,,,
448348,13816,15.23,0.92,7,-1605.48028123,61833,0.001,448240,12402934.325,14165.3298828125
448358,13817,15.3,0.92,7,-1607.9676343799997,61837,,,,
448364,13818,15.3,0.92,7,-1609.0328968699998,61850,0.001,448260,13887822.25,13899.30322265625
448368,13819,15.24,0.92,7,-1608.19271353,61857,,,,
448373,13820,15.23,0.92,7,-1618.994572,61921,,,,
448376,13821,15.23,0.92,7,-1628.9961360000002,61933,,,,
448381,13822,15.16,0.92,7,-1635.68581466,61941,0.001,448280,12727784.025,13793.169140625
448385,13823,15.14,0.92,7,-1634.5896988200004,61943,,,,
448389,13824,14.18,0.93,7,-1611.8848357600002,61946,,,,
448395,13825,14.2,0.93,7,-1612.26904377,61959,,,,
448400,13826,14.23,0.93,7,-1623.3530331500006,61962,,,,
448403,13827,14.19,0.93,7,-1621.1715515,61964,0.001,448300,15793285.225,13829.2357421875
448413,13828,14.24,0.93,7,-1613.2191742300004,61972,,,,
448423,13829,14.29,0.93,7,-1613.6475243300001,61976,0.001,448320,16297719.925,13828.88447265625
448427,13830,14.3,0.93,7,-1613.8689397200003,61978,,,,
448432,13831,14.26,0.93,7,-1583.1364201700003,61981,,,,
448436,13832,14.24,0.93,7,-1572.5894504900002,61999,,,,
448440,13833,14.22,0.93,7,-1572.2157158300004,62006,,,,
448540,13834,15.12,0.92,7,-1639.9217325400002,62053,0.001,448420,12550479.2625,14050.68037109375
448548,13835,15.16,0.92,7,-1630.5794120400003,62076,0.001,448440,17526194.375,13683.7755859375
448562,13836,15.27,0.92,7,-1642.09107487,62087,0.001,448460,12074897.7,14026.27822265625
448567,13837,15.26,0.92,7,-1672.11113785,62094,,,,
448577,13838,15.25,0.92,7,-1671.4634450900003,62119,,,,
448580,13839,15.24,0.92,7,-1670.5928548900004,62166,,,,
448592,13840,14.36,0.93,7,-1630.0344403400002,62176,0.001,448480,12120251.35,13971.15927734375
448597,13841,13.71,0.93,7,-1550.3041607400003,62183,,,,
448635,13842,14.02,0.93,7,-1622.9713624600004,62196,0.001,448520,11318374.525,13913.4935546875
448639,13843,14.03,0.93,7,-1622.7394307300005,62214,,,,
448665,13844,14.24,0.93,7,-1626.9942436300003,62227,0.001,448560,11549577.15,14000.3349609375
448670,13845,14.11,0.93,7,-1623.4400263900002,62229,,,,
448676,13846,13.62,0.93,7,-1602.9525673800003,62242,,,,
448684,13847,13.67,0.93,7,-1607.0506822000002,62256,0.001,448580,16174534.4,13801.0291015625
448695,13848,12.78,0.94,7,-1567.5622590799999,62261,,,,
448698,13849,12.47,0.94,7,-1581.26738903,62268,,,,
448701,13850,12.45,0.94,7,-1581.9714342799998,62291,0.001,448600,12348138.85,14313.64990234375
448716,13851,12.55,0.94,7,-1607.28896557,62306,,,,
448731,13852,12.68,0.94,7,-1611.1388472400001,62322,0.001,448620,14745785.5,14165.1837890625
448736,13853,12.7,0.94,7,-1612.5962963499999,62335,,,,
448772,13854,13.03,0.94,7,-1623.75704333,62355,0.001,448660,13113524.025,13737.26181640625
448776,13855,13.03,0.94,7,-1652.7856014300005,62388,,,,
448779,13856,13.04,0.94,7,-1643.5924888199997,62390,,,,
448782,13857,13.03,0.94,7,-1641.8652332600002,62412,0.001,448680,12744622.825,13897.82158203125
448792,13858,13.1,0.94,7,-1634.38033945,62416,,,,
448796,13859,12.83,0.94,7,-1613.1832764199999,62418,,,,
448801,13860,12.85,0.94,7,-1644.0771301999996,62431,0.001,448700,11685444.9875,14134.34345703125
448810,13861,12.85,0.94,7,-1646.0089313899998,62455,,,,
448815,13862,12.87,0.94,7,-1647.45817809,62479,,,,
448915,13863,13.81,0.93,7,-1684.88684699,62511,0.001,448800,13923304.275,13697.5189453125
448918,13864,13.71,0.93,7,-1691.34315905,62514,,,,
448923,13865,13.71,0.93,7,-1712.5049878700001,62526,0.001,448820,11708254.175,14005.728125
448925,13866,13.71,0.93,7,-1712.5105346999999,62528,,,,
449025,13867,14.57,0.92,7,-1667.2998593,62582,0.001,448920,13329659.9375,14180.02880859375
449125,13868,14.57,0.92,7,-1656.09306321,62614,0.001,449020,13958557.1,14350.88857421875
449130,13869,14.58,0.92,7,-1675.7805295,62641,,,,
449136,13870,14.55,0.92,7,-1672.5862207799998,62675,,,,
449181,13871,14.97,0.92,7,-1682.08957361,62720,0.001,449080,15841978.2,14028.20244140625
449187,13872,15.01,0.92,7,-1673.7139033799997,62743,,,,
449190,13873,15.02,0.92,7,-1674.1659952,62755,,,,
449193,13874,14.83,0.92,7,-1640.27338934,62757,,,,
449213,13875,14.99,0.92,7,-1716.74802388,62764,0.001,449100,16588625.8,13703.95380859375
449313,13876,15.92,0.91,7,-1970.53116408,62812,0.001,449200,14856267.7625,13990.52900390625
449340,13877,16.15,0.91,7,-1987.9744265199997,62820,0.001,449220,13539144.0125,13889.6826171875
449440,13878,17.01,0.9,7,-2014.1103352800003,62875,0.001,449320,13581066.25,14123.278125
449445,13879,16.06,0.91,7,-1951.0794902899997,62904,0.001,449340,11246319.15,14182.59775390625
449450,13880,15.11,0.92,7,-1908.83395906,62981,,,,
449460,13881,15.1,0.92,7,-1899.9600404199998,63000,,,,
449560,13882,15.89,0.91,7,-2779.4660677899997,63081,0.001,449440,12285465.95,14106.0375
449565,13883,15.88,0.91,7,-2770.7316487599996,63099,0.001,449460,14132249.6,14028.70361328125
449568,13884,15.85,0.91,7,-2750.4287331699998,63106,,,,
449576,13885,15.85,0.91,7,-2750.6705364,63115,,,,
449581,13886,15.83,0.91,7,-2770.1371093400003,63118,0.001,449480,12283122.6875,13980.16357421875
449587,13887,15.86,0.91,7,-2771.33900686,63126,,,,
449594,13888,15.78,0.91,7,-2769.69353742,63154,,,,
449604,13889,15.81,0.91,7,-2770.3722314799998,63158,0.001,449500,16179644.575,13850.61806640625
449704,13890,16.76,0.9,7,-3104.6849214699996,63201,0.001,449600,12511682.775,14038.26572265625
449708,13891,16.75,0.9,7,-3124.68122474,63203,,,,
449713,13892,16.76,0.9,7,-3134.2662459599997,63206,,,,
449717,13893,16.77,0.9,7,-3145.40721452,63213,,,,
449725,13894,16.79,0.9,7,-3167.77312635,63227,0.001,449620,13148041.225,14179.08759765625
449731,13895,16.8,0.9,7,-3178.50189915,63230,,,,
449741,13896,16.69,0.9,7,-3156.6442291099997,63304,0.001,449640,16595466.1,13889.63173828125
449753,13897,16.74,0.9,7,-3168.8508881599996,63308,,,,
449760,13898,16.77,0.9,7,-3169.623465019999,63311,,,,
449764,13899,16.76,0.9,7,-3178.4081507399997,63329,0.001,449660,14083013.5125,14206.77265625
449769,13900,16.79,0.9,7,-3169.2107286299993,63352,,,,
449771,13901,16.77,0.9,7,-3159.0782949699997,63368,,,,
449774,13902,16.75,0.9,7,-3138.45071208,63420,,,,
449777,13903,16.76,0.9,7,-3139.18758206,63427,,,,
449781,13904,15.8,0.91,7,-3119.51329647,63475,0.001,449680,14753283.9375,13972.99541015625
449785,13905,15.8,0.91,7,-3108.71386198,63477,,,,
449788,13906,15.8,0.91,7,-3109.5119048899996,63529,,,,
449791,13907,15.78,0.91,7,-3109.0099333499993,63537,,,,
449795,13908,15.77,0.91,7,-3118.3233500700003,63539,,,,
449799,13909,15.79,0.91,7,-3119.0151937700007,63551,,,,
449802,13910,15.78,0.91,7,-3108.7971541800007,63583,0.001,449700,14528654.025,13990.37314453125
449807,13911,15.79,0.91,7,-3109.3583370100005,63586,,,,
449817,13912,15.85,0.91,7,-3110.060186050001,63590,,,,
449822,13913,15.86,0.91,7,-3110.2658160900005,63608,0.001,449720,15632123.325,14001.3884765625
449863,13914,15.27,0.92,7,-2632.2628244599996,63631,0.001,449760,12797338.25,14208.50869140625
449868,13915,15.28,0.92,7,-2632.98851773,63634,,,,
449872,13916,15.24,0.92,7,-2641.69892987,63646,,,,
449875,13917,15.17,0.92,7,-2639.2351898499996,63683,,,,
449876,13918,15.12,0.92,7,-2636.65561361,63715,,,,
449880,13919,15.12,0.92,7,-2638.09911258,63767,,,,
449885,13920,15.12,0.92,7,-2626.67736436,63775,0.001,449780,11452980.0125,14251.096875
449889,13921,15.13,0.92,7,-2617.4247468699996,63802,,,,
449893,13922,15.12,0.92,7,-2606.47626766,63854,,,,
449897,13923,15.12,0.92,7,-2627.70172372,63857,,,,
449899,13924,15.1,0.92,7,-2607.22863371,63868,,,,
449911,13925,15.16,0.92,7,-2618.67571976,63898,0.001,449800,14320548.775,14013.042578125
449916,13926,15.16,0.92,7,-2608.01834228,63911,,,,
449934,13927,15.31,0.92,7,-2622.22998097,63927,0.001,449820,12556627.025,13884.6384765625
449937,13928,15.24,0.92,7,-2619.40948014,63934,,,,
450037,13929,16.14,0.91,7,-3335.5090351199997,63972,0.001,449920,14672371.775,13875.93544921875
450046,13930,16.19,0.91,7,-3336.16291416,63991,0.001,449940,18105245.225,13911.67509765625
450059,13931,16.27,0.91,7,-3337.5468025699997,64001,,,,
450063,13932,16.27,0.91,7,-3338.87165073,64023,0.001,449960,14396138.3,13913.08466796875
450079,13933,16.39,0.91,7,-3342.5516982,64049,,,,
450084,13934,15.44,0.92,7,-3293.70763097,64056,0.001,449980,11319486.925,14068.141015625
450089,13935,15.41,0.92,7,-3303.31154932,64069,,,,
450094,13936,15.32,0.92,7,-3281.08196308,64091,,,,
450098,13937,15.31,0.92,7,-3260.6119037200006,64139,,,,
450101,13938,15.24,0.92,7,-3279.28421719,64151,0.001,450000,11168494.825,14529.03818359375
450104,13939,15.24,0.92,7,-3278.56615499,64168,,,,
450204,13940,16.12,0.91,7,-3345.7338047,64227,0.001,450100,14171435.65,14011.57724609375
450209,13941,16.12,0.91,7,-3344.5893040099995,64254,,,,
450222,13942,15.87,0.91,7,-3270.0978733599995,64258,0.001,450120,13746948.825,13983.8103515625
450228,13943,15.89,0.91,7,-3271.3125059899994,64262,,,,
450232,13944,15.67,0.91,7,-3285.99485112,64264,,,,
450236,13945,15.66,0.91,7,-3285.2970034,64266,,,,
450252,13946,15.76,0.91,7,-3298.5274745499996,64297,0.001,450140,13425688.225,14007.50556640625
450260,13947,15.76,0.91,7,-3296.8098780299983,64321,,,,
450264,13948,15.69,0.91,6,-3273.4759379399993,64334,0.001,450160,12326966.2,14127.15791015625
450268,13949,15.7,0.91,6,-3254.9257824099996,64346,,,,
450273,13950,15.72,0.91,6,-3243.8828928399994,64369,,,,
450278,13951,15.62,0.91,6,-3218.465668459999,64382,,,,
450281,13952,15.5,0.91,6,-3235.0803209299997,64385,0.001,450180,17248252.625,14209.60205078125
450296,13953,15.6,0.91,6,-3237.09978215,64394,,,,
450300,13954,15.28,0.91,6,-3225.8391448100006,64397,,,,
450307,13955,15.31,0.91,6,-3197.24950819,64420,0.001,450200,16823027.45,14112.99794921875
450363,13956,15.84,0.91,6,-3271.15612526,64499,0.001,450260,13676767.2375,14195.5080078125
450364,13957,15.82,0.91,6,-3270.45825793,64500,,,,
450464,13958,16.72,0.9,6,-3324.82241005,64526,0.001,450360,12405193.575,14343.14609375
450466,13959,16.7,0.9,6,-3323.8749264300004,64558,,,,
450566,13960,17.65,0.89,6,-3325.68930011,64578,0.001,450460,15379090.225,14185.24404296875
450569,13961,17.59,0.89,6,-3312.38132708,64586,,,,
450669,13962,18.54,0.88,6,-3552.58866415,64637,0.001,450560,13051292.35,14273.8908203125
450769,13963,18.54,0.88,6,-3744.4953503099996,64711,0.001,450660,12526203.825,14244.48525390625
450772,13964,18.54,0.88,6,-3745.2006793099995,64744,,,,
450777,13965,18.54,0.88,6,-3724.9188924600003,64751,,,,
450782,13966,18.57,0.88,6,-3726.31135489,64759,0.001,450680,16785883.25,13941.92919921875
450789,13967,17.64,0.89,6,-3662.5791054699994,64768,,,,
450793,13968,16.68,0.9,6,-3618.8907418899994,64770,,,,
450893,13969,17.63,0.89,6,-3629.0118869399994,64802,0.001,450780,12782753.675,14057.220703125
450903,13970,17.67,0.89,6,-3631.11407595,64807,0.001,450800,15724015.0,14152.05361328125
450908,13971,17.27,0.89,6,-3633.589401719999,64835,,,,
450913,13972,17.26,0.89,6,-3643.18432234,64857,,,,
450924,13973,17.34,0.89,6,-3645.7150795400003,64861,0.001,450820,16056291.4,13975.796484375
450926,13974,17.33,0.89,6,-3645.2153060299997,64863,,,,
450930,13975,17.17,0.89,6,-3569.1548726200003,64865,,,,
450937,13976,16.24,0.9,6,-3306.1947862000006,64899,,,,
450942,13977,16.02,0.9,6,-3289.9199911100004,64912,0.001,450840,13946176.1125,13649.1486328125
450950,13978,15.1,0.91,6,-3231.63637783,64940,,,,
450954,13979,15.09,0.91,6,-3231.19263477,64942,,,,
450956,13980,15.06,0.91,6,-3229.426833820001,64954,,,,
450960,13981,15.0,0.91,6,-3236.1278918200005,64991,,,,
450965,13982,14.05,0.92,6,-2340.7793495600004,65004,0.001,450860,12049515.1875,14080.97607421875
450968,13983,14.03,0.92,6,-2329.3224956800004,65006,,,,
450971,13984,14.03,0.92,6,-2329.0375153800005,65018,,,,
450976,13985,14.0,0.92,6,-2329.30358827,65046,,,,
450980,13986,13.99,0.92,6,-2317.8519298600004,65053,,,,
450995,13987,14.08,0.92,6,-2330.5987284800003,65089,0.001,450880,13619673.4875,14143.18359375
451001,13988,14.07,0.92,6,-2330.4308387600004,65117,0.001,450900,13247569.4875,14256.61337890625
451004,13989,14.0,0.92,6,-2328.84829627,65119,,,,
451008,13990,13.04,0.93,6,-2004.3794742300001,65122,,,,
451013,13991,13.05,0.93,6,-1984.7557729900002,65130,,,,
451017,13992,13.04,0.93,6,-1974.6580327000004,65142,,,,
451021,13993,13.04,0.93,6,-1963.3472915100003,65150,0.001,450920,12420664.45,13871.764453125
451028,13994,13.03,0.93,6,-1940.76444185,65167,,,,
451033,13995,13.02,0.93,6,-1949.9313863200005,65175,,,,
451039,13996,12.98,0.93,6,-1947.6134733200004,65218,,,,
451042,13997,12.89,0.93,6,-1934.88727307,65240,0.001,450940,13464566.25,14097.499609375
451050,13998,12.9,0.93,6,-1947.5195857100002,65278,,,,
451085,13999,13.21,0.93,6,-1936.42569387,65288,0.001,450980,14381019.875,14116.92763671875
451090,14000,13.21,0.93,6,-1937.7883216000002,65321,,,,
451095,14001,13.24,0.93,6,-1950.1972428000001,65349,,,,
451108,14002,13.34,0.93,6,-1953.2243637400004,65384,0.001,451000,15714336.0,13812.9587890625
451180,14003,14.03,0.93,6,-2377.65259078,65404,0.001,451060,13008569.55,14136.8779296875
451186,14004,14.05,0.93,6,-2369.4823997400003,65426,0.001,451080,13834868.5,14318.6748046875
451199,14005,14.14,0.93,6,-2422.5957303700006,65431,,,,
451209,14006,14.21,0.93,6,-2427.7798395100003,65475,0.001,451100,14495552.2375,14023.7923828125
451212,14007,14.21,0.93,6,-2407.56371447,65482,,,,
451221,14008,14.26,0.93,6,-2399.87548448,65511,0.001,451120,16600289.85,13749.50751953125
451224,14009,14.25,0.93,6,-2389.3996190400003,65543,,,,
451228,14010,14.26,0.93,6,-2389.75520063,65556,,,,
451240,14011,14.33,0.93,6,-2411.66162113,65565,,,,
451249,14012,14.32,0.93,6,-2412.31980301,65584,0.001,451140,13867737.025,14295.83212890625
451252,14013,14.3,0.93,6,-2441.1454938600004,65601,,,,
451258,14014,13.95,0.93,6,-2422.86502797,65624,,,,
451262,14015,13.94,0.93,6,-2421.10299958,65632,0.001,451160,12263944.15,13957.96083984375
451265,14016,13.93,0.93,6,-2410.3067498,65639,,,,
451269,14017,13.94,0.93,6,-2410.55057567,65646,,,,
451276,14018,14.0,0.93,6,-2411.95764175,65679,,,,
451285,14019,14.05,0.93,6,-2452.5304668300005,65693,0.001,451180,15556405.275,14014.64716796875
451291,14020,14.06,0.93,6,-2453.53868895,65701,,,,
451294,14021,14.05,0.93,6,-2452.5589367000002,65713,,,,
451300,14022,14.07,0.93,6,-2463.8198681800004,65721,,,,
451304,14023,14.07,0.93,6,-2443.73232309,65734,0.001,451200,14523768.9,14110.07060546875
451307,14024,14.08,0.93,6,-2444.0234176000004,65741,,,,
451407,14025,14.96,0.92,6,-2480.70885442,65759,0.001,451300,15078447.6125,14197.126171875
451410,14026,14.94,0.92,6,-2490.6888170600005,65761,,,,
451429,14027,14.95,0.92,6,-2493.0622473800004,65776,0.001,451320,15321783.075,14153.72119140625
451437,14028,15.0,0.92,6,-2496.0687647000004,65785,,,,
451439,14029,14.02,0.93,6,-1778.5729826200002,65787,,,,
451446,14030,14.0,0.93,6,-1779.2960074700002,65795,0.001,451340,13059829.625,14116.96953125
451452,14031,13.93,0.93,6,-1778.49706439,65803,,,,
451529,14032,14.66,0.93,6,-1791.21962884,65822,0.001,451420,13769581.9625,14095.64619140625
451534,14033,14.55,0.93,6,-1807.7777538199998,65865,,,,
451541,14034,14.57,0.93,6,-1787.8874740599997,65873,0.001,451440,16998114.0375,13942.13212890625
451544,14035,14.55,0.93,6,-1776.5905661999998,65905,,,,
451563,14036,14.69,0.93,6,-1779.77085152,65982,0.001,451460,12870173.425,14012.1701171875
451592,14037,14.94,0.93,6,-1799.3029712999999,66022,0.001,451480,12335796.9125,14426.61533203125
451594,14038,14.93,0.93,6,-1779.24995576,66024,,,,
451600,14039,14.96,0.93,6,-1820.5732014699997,66092,,,,
451603,14040,13.99,0.94,6,-1751.3154354999997,66094,0.001,451500,14855275.8,14053.17568359375
451605,14041,13.96,0.94,6,-1760.15237299,66095,,,,
451608,14042,13.86,0.94,6,-1750.84907119,66132,,,,
451612,14043,13.84,0.94,6,-1770.61252698,66150,,,,
451615,14044,13.83,0.94,6,-1750.3944149300003,66153,,,,
451620,14045,13.84,0.94,6,-1760.7461250400004,66160,,,,
451623,14046,13.71,0.94,6,-1747.2947947500004,66163,0.001,451520,14362399.3125,14307.48505859375
451648,14047,13.88,0.94,6,-1772.4922428500004,66211,0.001,451540,15754867.175,14105.63955078125
451658,14048,13.94,0.94,6,-1763.9997826300003,66225,,,,
451661,14049,13.93,0.94,6,-1762.8511485400004,66232,0.001,451560,15772711.2,14068.67919921875
451662,14050,13.89,0.94,6,-1762.0430937400004,66243,,,,
451666,14051,13.88,0.94,6,-1761.66224534,66260,,,,
451683,14052,14.02,0.94,6,-1755.0275293000004,66266,0.001,451580,17336149.0875,14031.95966796875
451689,14053,13.93,0.94,6,-1763.3502142600003,66275,,,,
451695,14054,13.95,0.94,6,-1763.8489974600002,66293,,,,
451698,14055,13.91,0.94,6,-1772.51272656,66300,,,,
451705,14056,13.42,0.94,6,-1699.23103551,66304,0.001,451600,14295220.7875,13981.4578125
451708,14057,13.44,0.94,6,-1699.9985880499999,66306,,,,
451713,14058,12.49,0.95,6,-1643.7715078200001,66349,,,,
451717,14059,12.51,0.95,6,-1654.4493196800001,66351,,,,
451723,14060,11.57,0.96,6,-1623.58566636,66364,0.001,451620,12196267.5,14073.378515625
451731,14061,11.62,0.96,6,-1646.2805598100003,66402,,,,
451734,14062,10.65,0.97,6,-1404.4028796200002,66419,,,,
451762,14063,9.93,0.98,6,-1160.51721952,66427,0.001,451660,14299434.875,14052.2060546875
451764,14064,9.92,0.98,6,-1149.66671492,66464,,,,
451774,14065,9.97,0.98,6,-1131.5700311800001,66484,,,,
451777,14066,9.95,0.98,6,-1131.46199653,66486,,,,
451789,14067,10.0,0.98,6,-1131.96951511,66496,0.001,451680,14207690.55,14338.99423828125
451792,14068,9.99,0.98,6,-1142.22442481,66498,,,,
451796,14069,9.03,0.99,6,-1112.87011897,66501,,,,
451804,14070,9.01,0.99,6,-1121.63884773,66535,0.001,451700,12660097.8,14383.6861328125
451822,14071,9.14,0.99,6,-1272.42296011,66585,0.001,451720,14130284.075,13920.0322265625
451825,14072,9.12,0.99,6,-1281.20171806,66588,,,,
451829,14073,9.05,0.99,6,-1280.34029341,66615,,,,
451831,14074,9.05,0.99,6,-1280.17576338,66677,,,,
451841,14075,9.11,0.99,6,-1281.50085024,66691,0.001,451740,15265216.8,14330.3775390625
451870,14076,9.33,0.99,6,-1314.45448186,66711,0.001,451760,15368737.8875,14249.1
451875,14077,9.33,0.99,6,-1334.45002463,66713,,,,
451878,14078,9.28,0.99,6,-1333.66451745,66731,,,,
451886,14079,9.32,0.99,6,-1334.33854531,66759,0.001,451780,13917530.025,14132.84794921875
451889,14080,9.33,0.99,6,-1336.18696149,66762,,,,
451895,14081,9.35,0.99,6,-1327.33041332,66774,,,,
451904,14082,9.39,0.99,6,-1329.63752634,66818,0.001,451800,13002087.375,13992.4439453125
451909,14083,9.41,0.99,6,-1340.4206541500002,66820,,,,
451914,14084,9.43,0.99,6,-1371.7128033400004,66823,,,,
451917,14085,9.41,0.99,6,-1370.0820749,66830,,,,
451923,14086,9.43,0.99,6,-1360.48193406,66848,0.001,451820,14896749.9375,14108.23349609375
451929,14087,9.34,0.99,6,-1357.1329574899999,66851,,,,
451951,14088,9.5,0.99,6,-1349.47374296,66862,0.001,451840,16630048.25,14055.05703125
451956,14089,9.52,0.99,6,-1360.5978295399996,66865,,,,
451959,14090,9.51,0.99,6,-1350.28715316,66867,,,,
451962,14091,9.49,0.99,6,-1348.8971876599999,66919,0.001,451860,14452055.75,13971.9681640625
451968,14092,9.51,0.99,6,-1350.7654075299997,66922,,,,
451972,14093,9.51,0.99,6,-1351.91996267,66924,,,,
451978,14094,9.5,0.99,6,-1353.0195247100003,66946,,,,
451981,14095,9.48,0.99,6,-1343.7359804900004,66978,0.001,451880,12962227.9375,14327.9140625
451985,14096,9.46,0.99,6,-1343.1690960800001,66990,,,,
452030,14097,9.88,0.99,6,-1354.2797914700004,67013,0.001,451920,16028601.45,13750.00048828125
452035,14098,9.85,0.99,6,-1340.5412541900002,67016,,,,
452052,14099,9.67,0.99,6,-1338.1508071500002,67021,0.001,451940,13324820.5125,13999.07724609375
452062,14100,9.72,0.99,6,-1337.99536885,67072,0.001,451960,17548531.5,13982.29140625
452069,14101,9.74,0.99,6,-1337.09687896,67075,,,,
452080,14102,9.72,0.99,6,-1337.16612619,67079,,,,
452086,14103,9.06,0.99,6,-913.3952773399999,67086,0.001,451980,15173593.625,14082.4087890625
452090,14104,9.04,0.99,6,-911.6770058099999,67123,,,,
452093,14105,8.94,0.99,6,-868.27968549,67145,,,,
452104,14106,8.95,0.99,6,-874.3104092100001,67170,0.001,452000,17517966.9,13885.5001953125
452109,14107,8.97,0.99,6,-885.0461042900002,67198,,,,
452118,14108,8.97,0.99,6,-883.6894278800002,67216,,,,
452125,14109,9.01,0.99,6,-905.61291968,67225,0.001,452020,12754127.95,14041.02685546875
452128,14110,9.0,0.99,6,-915.2076410100001,67232,,,,
452132,14111,8.92,0.99,6,-913.20583188,67239,,,,
452136,14112,8.87,0.99,6,-900.88587107,67261,,,,
452145,14113,8.93,0.99,6,-883.6933742799998,67275,0.001,452040,15934471.2625,14303.2064453125
452149,14114,8.91,0.99,6,-883.2775169199998,67293,,,,
452199,14115,9.37,0.99,6,-1223.96809992,67306,0.001,452080,16965578.225,13945.4392578125
452204,14116,9.39,0.99,6,-1233.9738282199999,67334,0.001,452100,14686014.9375,13829.633984375
452209,14117,9.4,0.99,6,-1234.46403352,67351,,,,
452215,14118,9.39,0.99,6,-1237.0631752099998,67369,,,,
452217,14119,9.32,0.99,6,-1194.18261515,67377,,,,
452223,14120,9.32,0.99,6,-1214.20889745,67384,0.001,452120,12212257.1875,13621.36884765625
452225,14121,9.31,0.99,6,-1224.12057348,67401,,,,
