time/total timesteps,time/fps,train/critic_loss,rollout/ep_len_mean,train/actor_loss,time/episodes,rollout/ep_rew_mean,train/n_updates,train/learning_rate,time/time_elapsed,rollout/success rate
1950599,20,78.37926681518555,1655.66,429.5634844970703,520,-5151.412015880001,1950400,0.001,95208,0.98
1951082,20,217.6081865119934,1651.17,424.11650451660154,521,-5102.177858860001,1950900,0.001,95238,0.98
1951833,20,55.63709335327148,1648.77,422.3545831298828,522,-5082.392697390001,1951700,0.001,95271,0.98
1952047,20,89.28905385971069,1600.01,420.43876953125,523,-5011.3726324300005,1951900,0.001,95283,0.98
1953561,20,775.5884494018554,1604.24,421.2899249267578,524,-5038.565434620001,1953400,0.001,95364,0.98
1955144,20,116.07797101974488,1599.8,423.49009704589844,525,-5068.239104450001,1955000,0.001,95442,0.98
1956878,20,120.79778127670288,1602.8,411.73863525390624,526,-5011.099221100001,1956700,0.001,95528,0.98
1957863,20,153.21908334732055,1611.45,421.7461492919922,527,-5040.93542795,1957700,0.001,95578,0.98
1960167,20,106.44277349472046,1624.8,423.7700958251953,528,-5042.09310506,1960000,0.001,95696,0.98
1966067,20,139.12805541992188,1675.16,424.85504943847656,529,-5072.49968455,1965900,0.001,95997,0.98
1966551,20,156.7798479652405,1580.0,422.56443176269534,530,-4922.56545422,1966400,0.001,96021,0.99
1966967,20,97.67657663345337,1556.91,420.76777893066406,531,-4852.4275075900005,1966800,0.001,96046,0.99
1967890,20,164.60493799209596,1557.83,414.5592913818359,532,-4872.88092297,1967700,0.001,96092,0.99
1968908,20,167.50682062149048,1552.94,401.2601525878906,533,-4870.9318784199995,1968800,0.001,96141,0.99
1969577,20,125.92592103004455,1554.7,411.4298394775391,534,-4899.23468889,1969400,0.001,96178,0.99
1970142,20,99.6666594696045,1554.43,400.05708374023436,535,-4909.84063727,1970000,0.001,96207,0.99
1971247,20,145.93750644683837,1537.68,413.26186401367187,536,-4940.951455720001,1971100,0.001,96261,0.99
1972132,20,161.95374221801757,1532.02,418.9327703857422,537,-4950.354557860001,1972000,0.001,96309,0.99
1972632,20,75.64373443603516,1529.93,412.8407275390625,538,-4951.295516530001,1972500,0.001,96338,0.99
1973396,20,134.69884468078612,1535.01,429.8226623535156,539,-4998.67995916,1973200,0.001,96374,0.99
1973964,20,185.59536684036254,1479.3,420.6817041015625,540,-4851.58788402,1973800,0.001,96407,0.99
1975596,20,141.28249713897705,1491.67,419.4387487792969,541,-4895.95624664,1975400,0.001,96489,0.99
1976641,20,82.50695446014404,1495.01,414.43237670898435,542,-4942.98475577,1976500,0.001,96545,0.99
1977105,20,130.71225757598876,1496.08,416.98771118164063,543,-4951.92335595,1977000,0.001,96566,0.99
1978580,20,76.33244596481323,1472.5,411.0747705078125,544,-4868.55677448,1978400,0.001,96647,0.99
1978877,20,149.14461353302002,1472.16,402.04429016113284,545,-4865.32998311,1978700,0.001,96661,0.99
1983760,20,62.627514343261716,1504.2,411.81563049316406,546,-4914.093448770001,1983600,0.001,96912,0.99
1993760,20,66.99111602783204,1598.32,417.19548461914064,547,-5070.46750652,1993600,0.001,97442,0.98
1994730,20,74.9773401069641,1601.33,408.78319763183595,548,-5065.860925420001,1994600,0.001,97489,0.98
1995177,20,227.10622409820556,1600.62,414.7439794921875,549,-5067.042822730001,1995000,0.001,97519,0.98
1995900,20,284.03796388626097,1599.03,410.0879821777344,550,-5059.103029530001,1995700,0.001,97554,0.98
1996751,20,96.42757711410522,1594.79,405.56671752929685,551,-5050.414899990001,1996600,0.001,97601,0.98
1997308,20,70.91670804977417,1594.21,408.0725390625,552,-5058.22676857,1997200,0.001,97634,0.98
1998247,20,93.94569065093994,1567.96,409.99742309570314,553,-5022.6315143599995,1998100,0.001,97680,0.98
1999173,20,115.0480045890808,1563.73,406.2403924560547,554,-4983.19284102,1999000,0.001,97728,0.98
