train/actor_loss,train/n_updates,time/fps,rollout/success rate,rollout/ep_rew_mean,rollout/ep_len_mean,train/learning_rate,time/time_elapsed,time/total timesteps,time/episodes,train/std,train/ent_coef,train/ent_coef_loss,train/critic_loss
53.401405334472656,17961,16,0.04,-51.16879663000002,98.11,0.0003,21765,359334,3660,0.04955049604177475,0.038443975150585175,2.4561097621917725,1.3768510818481445
53.101932525634766,17981,16,0.04,-51.67975429999999,98.11,0.0003,21888,359734,3664,0.04955373331904411,0.038470737636089325,0.14935049414634705,2.058476448059082
52.532012939453125,18001,16,0.03,-52.25758230999999,99.05,0.0003,22005,360134,3668,0.04955748841166496,0.038510918617248535,0.09446705877780914,14.937097549438477
53.640113830566406,18021,16,0.03,-52.59949987,99.05,0.0003,22147,360534,3672,0.04955972358584404,0.03852742165327072,1.0414106845855713,13.836874008178711
52.99134063720703,18041,16,0.03,-52.88937372000001,99.05,0.0003,22293,360934,3676,0.049559276551008224,0.03852923959493637,0.9049087762832642,42.439720153808594
53.67738342285156,18056,16,0.04,-52.236021380000004,98.08,0.0003,22403,361237,3680,0.04956299066543579,0.03855368122458458,0.5190684795379639,36.03572463989258
52.17099380493164,18076,16,0.03,-52.37954698000001,98.51,0.0003,22548,361637,3684,0.049562811851501465,0.03852164372801781,-0.18389257788658142,17.32712173461914
53.38536834716797,18093,15,0.04,-51.291107419999996,97.92,0.0003,22679,361978,3688,0.04956260323524475,0.03852623701095581,-3.754549741744995,44.09330749511719
52.74480438232422,18113,15,0.04,-51.58497238999999,97.92,0.0003,22824,362378,3692,0.04956122487783432,0.038522228598594666,0.36102405190467834,53.061241149902344
52.87546157836914,18133,15,0.04,-51.17573630000001,97.92,0.0003,22943,362778,3696,0.049562886357307434,0.03853761777281761,-0.5558696389198303,11.763325691223145
53.16896057128906,18153,15,0.04,-51.87375595999999,97.92,0.0003,23074,363178,3700,0.04956679791212082,0.03858845308423042,-4.228487014770508,13.505102157592773
53.02268600463867,18173,15,0.04,-52.00494758999999,97.92,0.0003,23194,363578,3704,0.04956504702568054,0.03853922337293625,-0.21891537308692932,2.045647621154785
