rollout/ep_len_mean,time/fps,train/n_updates,time/total timesteps,train/learning_rate,rollout/ep_rew_mean,train/critic_loss,time/episodes,rollout/success rate,time/time_elapsed,train/actor_loss
53.86,22,234600,234703,0.001,-47.200854490000005,586.6024974822998,2994,0.59,10273,130.780997467041
52.95,22,,234712,,-44.19762272,,2995,0.6,10276,
52.15,22,234620,234732,0.001,-43.52370365000001,330.5148462295532,2996,0.61,10284,132.94916229248048
51.93,22,,234736,,-43.39054852,,2997,0.61,10286,
52.86,22,234720,234836,0.001,-43.97678394,531.3662170410156,2998,0.6,10307,131.75472564697264
53.15,22,234760,234874,0.001,-44.12675445,430.26068153381345,2999,0.6,10327,131.7494369506836
53.15,22,234860,234974,0.001,-44.19237587999999,501.7792678833008,3000,0.6,10350,132.57180252075196
52.67,22,234920,235026,0.001,-43.736090759999996,604.4836627960206,3001,0.61,10369,129.47575836181642
52.11,22,234960,235070,0.001,-41.21675365,464.78704299926756,3002,0.62,10394,129.90449295043945
51.37,22,234980,235096,0.001,-40.43643014,472.75816612243653,3003,0.63,10401,130.588875579834
50.69,22,235000,235101,0.001,-40.16910676999999,351.0895306587219,3004,0.63,10404,130.3004035949707
49.75,22,,235107,,-39.667383259999994,,3005,0.64,10406,
50.7,22,235100,235207,0.001,-40.465866199999994,541.8821989059448,3006,0.63,10428,130.53595809936525
51.47,22,235200,235307,0.001,-40.76332,422.42577629089357,3007,0.62,10450,132.4817352294922
51.4,22,235220,235321,0.001,-40.670836269999995,624.8357154846192,3008,0.62,10456,129.93443222045897
52.13,22,235300,235401,0.001,-41.043198970000006,621.7260194778443,3009,0.62,10492,130.27130126953125
52.32,22,235340,235442,0.001,-41.075530879999995,494.24292640686036,3010,0.62,10504,131.65901870727538
52.22,22,,235453,,-41.00506085,,3011,0.62,10508,
51.68,22,235380,235499,0.001,-39.781375829999995,708.1278121948242,3012,0.63,10524,128.8150535583496
50.77,22,235400,235508,0.001,-38.93180614,449.5655725479126,3013,0.64,10536,133.02413940429688
50.67,22,,235518,,-38.82886241,,3014,0.64,10540,
50.98,22,235500,235618,0.001,-39.08472057,443.7668419837952,3015,0.63,10561,131.3087600708008
51.84,22,235600,235718,0.001,-43.90394316,378.0560298919678,3016,0.62,10574,130.48369216918945
51.13,22,235640,235747,0.001,-42.1312965,432.88776378631593,3017,0.63,10587,131.00278701782227
50.94,22,,235757,,-42.10333185,,3018,0.63,10590,
50.52,22,235660,235770,0.001,-42.02204618,377.9671398162842,3019,0.63,10594,133.39235305786133
50.66,22,235680,235790,0.001,-42.04551786999998,485.80446395874026,3020,0.63,10601,130.74968948364258
50.9,22,235740,235856,0.001,-42.15758029999999,492.89075031280515,3021,0.63,10622,129.86004714965821
50.9,22,235840,235956,0.001,-42.39000614,490.13792457580564,3022,0.63,10644,131.86224365234375
51.43,22,235940,236056,0.001,-42.7340607,491.5317855834961,3023,0.62,10668,132.2077964782715
52.34,22,236040,236156,0.001,-43.50483405,492.6578510284424,3024,0.61,10694,131.21426315307616
52.32,22,236060,236163,0.001,-43.48717443,633.3947380065918,3025,0.61,10697,129.5859062194824
51.37,22,,236168,,-42.81033955,,3026,0.62,10699,
51.39,22,,236174,,-42.82586921,,3027,0.62,10702,
51.17,22,236080,236189,0.001,-42.8246412,458.86310901641843,3028,0.62,10712,129.90096130371094
50.2,22,,236192,,-42.14961397000001,,3029,0.63,10713,
50.49,22,236120,236227,0.001,-42.25792748,325.3609076499939,3030,0.63,10724,132.3232406616211
50.3,22,,236234,,-42.07120448,,3031,0.63,10727,
50.28,22,,236240,,-42.07370065,,3032,0.63,10730,
50.92,21,236220,236340,0.001,-42.23870913999999,553.588339805603,3033,0.62,10752,129.25217895507814
49.95,21,236240,236343,0.001,-41.41501157,529.3455810546875,3034,0.63,10755,130.88278045654297
49.06,21,,236354,,-40.72183763,,3035,0.64,10764,
48.24,21,236260,236362,0.001,-40.49796192,626.349367904663,3036,0.64,10767,130.64366073608397
47.36,21,,236374,,-39.868456,,3037,0.65,10772,
46.47,21,236280,236385,0.001,-39.181507120000006,363.2519275665283,3038,0.66,10775,132.1346237182617
46.63,21,236300,236407,0.001,-39.193412210000005,406.80131778717043,3039,0.66,10782,130.50495681762695
47.51,21,236400,236503,0.001,-40.16320592,517.7783937454224,3040,0.66,10805,130.74111938476562
47.48,21,,236511,,-40.09048015,,3041,0.66,10808,
46.89,21,236440,236552,0.001,-40.291770029999995,302.9898577690125,3042,0.67,10819,131.75781173706054
46.95,21,236460,236564,0.001,-40.352579999999996,490.37520961761476,3043,0.67,10824,131.57155380249023
47.88,21,236560,236664,0.001,-41.35916659999999,458.86886940002444,3044,0.66,10844,132.2151657104492
46.94,21,,236670,,-40.7308649,,3045,0.67,10861,
47.43,21,236660,236768,0.001,-42.48435074,469.93529472351076,3046,0.67,10899,130.63482513427735
46.49,21,,236774,,-41.85762454999999,,3047,0.68,10901,
45.72,21,236680,236797,0.001,-41.780734409999994,509.92596836090087,3048,0.69,10907,130.4991340637207
46.55,21,236780,236897,0.001,-42.42421425,573.4724592208862,3049,0.68,10931,129.9123908996582
46.7,21,236800,236919,0.001,-42.51920246999999,307.7226749420166,3050,0.68,10938,130.42990493774414
47.56,21,236900,237019,0.001,-43.11607342,550.2047456741333,3051,0.67,10961,130.07266159057616
47.42,21,236920,237021,0.001,-43.096745150000004,451.19479713439944,3052,0.67,10963,130.05249557495117
46.46,21,,237025,,-42.795860200000014,,3053,0.68,10965,
46.49,21,236940,237051,0.001,-42.61252625000001,480.7502450942993,3054,0.68,10978,131.06608657836915
46.5,21,,237058,,-42.62100732000001,,3055,0.68,10981,
46.48,21,236960,237072,0.001,-42.68485737000001,493.3746671676636,3056,0.68,10987,130.17957229614257
47.19,21,237060,237172,0.001,-43.4662979,497.6555862426758,3057,0.67,11010,129.44150314331054
46.8,21,237120,237233,0.001,-39.04738089000001,364.4787899017334,3058,0.68,11028,130.03204650878905
46.8,21,237220,237333,0.001,-39.48983083,528.1765758514405,3059,0.68,11056,128.52786712646486
46.8,21,237320,237433,0.001,-37.75808066,414.7994348526001,3060,0.68,11083,131.85489349365236
46.77,21,237340,237441,0.001,-37.62409223,412.2776908874512,3061,0.68,11086,132.39288101196288
46.89,21,,237457,,-37.64984255,,3062,0.68,11095,
45.97,21,237360,237465,0.001,-35.98160974000001,442.3081037521362,3063,0.69,11104,130.41142730712892
45.1,21,,237478,,-35.45125674,,3064,0.7,11119,
45.09,21,237380,237483,0.001,-35.43642838,564.9742228507996,3065,0.7,11126,130.7159568786621
44.96,21,,237492,,-35.44496079,,3066,0.7,11139,
44.05,21,237400,237501,0.001,-34.857035030000006,545.7908283233643,3067,0.71,11142,129.44770050048828
44.09,21,,237509,,-34.86680538,,3068,0.71,11145,
45.05,21,237500,237609,0.001,-35.949561100000004,435.17347679138186,3069,0.7,11171,130.8487449645996
45.14,21,237520,237631,0.001,-36.17617251,602.9393884658814,3070,0.7,11179,130.32968292236328
44.21,21,,237638,,-35.24512567,,3071,0.71,11182,
44.32,21,237580,237686,0.001,-35.19031088,229.20321044921874,3072,0.71,11199,131.93348770141603
44.39,21,,237699,,-35.17543705,,3073,0.71,11202,
43.96,21,237600,237703,0.001,-35.07958963,454.49946727752683,3074,0.71,11205,131.05389404296875
43.96,21,237700,237803,0.001,-35.42393698,425.8864181518555,3075,0.71,11236,130.53557052612305
44.67,21,237800,237903,0.001,-36.210047169999996,538.5905899047851,3076,0.7,11258,130.65249938964843
45.04,21,237860,237980,0.001,-36.26327071,448.07745456695557,3077,0.7,11286,131.59857788085938
44.84,21,237940,238060,0.001,-35.732455179999995,461.91763134002684,3078,0.71,11304,130.78832397460937
44.85,21,237960,238071,0.001,-35.75513486,515.8813219070435,3079,0.71,11315,129.0320732116699
44.85,20,238060,238171,0.001,-35.31035136,396.62458553314207,3080,0.71,11353,133.11036529541016
44.04,20,238080,238190,0.001,-34.965712980000006,505.1018127441406,3081,0.72,11358,129.5647933959961
44.03,20,,238199,,-34.95193715,,3082,0.72,11372,
43.23,20,238100,238219,0.001,-32.24193959,548.20748462677,3083,0.73,11378,129.66491088867187
42.59,20,238140,238241,0.001,-32.131213349999996,567.854567527771,3084,0.73,11394,130.44283752441407
41.84,20,238160,238266,0.001,-29.712699200000003,733.1199052810668,3085,0.74,11408,129.8995460510254
41.87,20,,238274,,-29.465211219999997,,3086,0.74,11427,
41.87,20,238260,238374,0.001,-32.77587613,478.26823406219484,3087,0.74,11453,130.79449844360352
42.27,20,238320,238423,0.001,-33.30627152,512.7303030014039,3088,0.74,11466,129.78850708007812
42.27,20,238420,238523,0.001,-30.487316709999995,372.20268802642823,3089,0.74,11486,131.52933349609376
41.38,20,,238534,,-30.067014029999996,,3090,0.75,11495,
40.62,20,238440,238558,0.001,-28.37508453,481.16667957305907,3091,0.76,11508,131.49900131225587
40.62,20,238540,238658,0.001,-27.921179499999997,442.00273456573484,3092,0.76,11533,131.38402557373047
41.55,20,238640,238758,0.001,-28.29477469,465.9282230377197,3093,0.75,11559,131.0609161376953
41.55,20,238740,238858,0.001,-28.46454609,454.9915584564209,3094,0.75,11583,130.47320022583008
42.46,20,238840,238958,0.001,-29.18286,640.5276808738708,3095,0.74,11599,129.93001403808594
42.35,20,238860,238967,0.001,-29.191959339999997,419.82916622161866,3096,0.74,11601,129.98263397216797
42.36,20,,238972,,-29.204993969999997,,3097,0.74,11604,
42.36,20,238960,239072,0.001,-29.358691699999994,376.55138607025145,3098,0.74,11621,130.61847381591798
42.84,20,239040,239158,0.001,-29.522742639999997,507.073543548584,3099,0.74,11650,131.21600799560548
42.84,20,239140,239258,0.001,-29.12127013,620.5623525619507,3100,0.74,11678,131.2286819458008
42.4,20,239160,239266,0.001,-28.992989770000005,375.93372611999513,3101,0.74,11682,131.86362915039064
42.07,20,,239277,,-28.572180520000007,,3102,0.74,11687,
41.86,20,239180,239282,0.001,-28.593034680000002,463.39733123779297,3103,0.74,11690,130.01263504028321
41.86,20,,239287,,-28.5985343,,3104,0.74,11692,
42.2,20,239220,239327,0.001,-28.730305980000004,445.5588506698608,3105,0.74,11712,129.75191955566407
41.5,20,239240,239357,0.001,-28.665734980000003,535.8716581344604,3106,0.75,11719,128.23559799194337
40.57,20,239260,239364,0.001,-28.063748910000008,478.86643810272216,3107,0.76,11721,128.6049659729004
40.8,20,239300,239401,0.001,-28.329080490000006,350.39642295837405,3108,0.76,11735,131.16845169067383
40.11,20,,239412,,-28.018163820000005,,3109,0.76,11738,
39.85,20,239320,239427,0.001,-27.993944000000003,414.1939392089844,3110,0.76,11744,131.42278518676758
40.74,20,239420,239527,0.001,-28.30043995,398.7126861572266,3111,0.75,11768,131.0641616821289
40.39,20,,239538,,-27.970680679999997,,3112,0.75,11773,
41.3,20,239520,239638,0.001,-28.741536349999997,411.3509653091431,3113,0.74,11792,131.1114517211914
41.42,20,239540,239660,0.001,-28.8082162,482.3788181304932,3114,0.74,11801,128.78847274780273
40.57,20,239560,239675,0.001,-27.918899490000005,324.1776832580566,3115,0.75,11821,131.1052131652832
39.82,20,239580,239700,0.001,-23.112974140000006,442.0030406951904,3116,0.76,11834,129.5707550048828
40.53,20,239680,239800,0.001,-24.900150810000003,668.9296977996826,3117,0.75,11854,129.87964248657227
41.08,20,239760,239865,0.001,-27.58151637,449.24752883911134,3118,0.75,11869,130.47455749511718
41.08,20,,239878,,-27.577136699999997,,3119,0.75,11873,
40.97,20,239780,239887,0.001,-27.50511342,530.9333192825318,3120,0.75,11877,131.62229080200194
40.94,20,239840,239950,0.001,-27.75719689,387.2818761825562,3121,0.75,11891,131.04676971435546
40.13,20,239860,239969,0.001,-26.930896000000008,526.7630365371704,3122,0.76,11898,129.3332191467285
40.13,20,239960,240069,0.001,-26.90952703,457.214591217041,3123,0.76,11924,129.9913116455078
39.21,20,,240077,,-26.039835200000006,,3124,0.77,11927,
39.23,20,239980,240086,0.001,-26.099861899999997,420.8623056411743,3125,0.77,11936,129.82440032958985
39.24,20,,240092,,-26.097548189999994,,3126,0.77,11939,
39.47,20,240020,240121,0.001,-26.153367319999997,362.04134979248045,3127,0.77,11948,130.99654235839844
40.32,20,240120,240221,0.001,-26.758841870000005,565.3222187042236,3128,0.76,11966,129.1987762451172
40.52,20,240140,240244,0.001,-26.94475338,349.7088680267334,3129,0.76,11972,129.2630599975586
41.17,20,240240,240344,0.001,-27.588075260000004,587.0357114791871,3130,0.75,12005,129.85901260375977
41.74,19,240300,240408,0.001,-28.337280430000007,548.3308401107788,3131,0.75,12033,130.2981918334961
41.93,19,240320,240433,0.001,-28.39365953,447.2254888534546,3132,0.75,12041,131.2940773010254
41.93,19,240420,240533,0.001,-28.744361480000002,411.599825668335,3133,0.75,12072,130.36720352172853
42.9,19,240520,240633,0.001,-29.2085907,569.0695547103882,3134,0.74,12100,130.6745292663574
43.0,19,240540,240654,0.001,-29.229062730000006,370.9133344650269,3135,0.74,12106,129.77942962646483
43.92,19,240640,240754,0.001,-29.84539209,513.6055549621582,3136,0.73,12130,131.18597793579102
43.94,19,240660,240768,0.001,-29.830919410000007,652.6979984283447,3137,0.73,12134,129.77314224243165
44.01,19,240680,240786,0.001,-29.846502960000006,555.4612894058228,3138,0.73,12146,130.35394058227538
44.79,19,240780,240886,0.001,-30.657207370000002,409.09168071746825,3139,0.72,12172,131.0328056335449
44.31,19,240820,240934,0.001,-29.796861970000005,530.6352947235107,3140,0.72,12191,129.91113357543946
44.38,19,240840,240949,0.001,-29.805479710000004,411.2895615577698,3141,0.72,12202,130.48092041015624
44.78,19,240920,241030,0.001,-29.567022710000007,385.46762027740476,3142,0.72,12219,129.99326553344727
45.66,19,241020,241130,0.001,-30.340802270000005,543.1644325256348,3143,0.71,12256,130.17531509399413
44.71,19,,241135,,-29.339758510000003,,3144,0.72,12268,
44.73,19,241040,241143,0.001,-29.35009046,499.6092134475708,3145,0.72,12277,128.00584564208984
44.75,19,241140,241243,0.001,-28.18889487,461.8150505065918,3146,0.71,12297,130.8386444091797
44.76,19,,241250,,-28.193581610000003,,3147,0.71,12299,
44.84,19,241180,241281,0.001,-27.970484340000006,315.36993465423586,3148,0.71,12314,130.76336517333985
44.15,19,241200,241312,0.001,-27.562812630000003,454.6931623458862,3149,0.72,12322,129.81334991455077
44.93,19,241300,241412,0.001,-28.169773590000005,528.0770837783814,3150,0.71,12341,128.72557220458984
44.93,19,241400,241512,0.001,-30.41531209,456.03567428588866,3151,0.71,12365,129.55515670776367
44.96,19,,241517,,-30.423652530000005,,3152,0.71,12368,
45.04,19,241420,241529,0.001,-30.466336200000004,489.2114366531372,3153,0.71,12372,129.0066780090332
45.05,19,241440,241556,0.001,-30.512506430000002,263.4376382827759,3154,0.71,12379,129.30829696655275
45.09,19,241460,241567,0.001,-30.513542540000003,524.6134546279907,3155,0.71,12388,128.38010940551757
45.03,19,,241575,,-30.553397080000003,,3156,0.71,12391,
44.21,19,241480,241593,0.001,-29.645052730000003,422.4674781799316,3157,0.72,12395,131.30823440551757
43.84,19,241500,241617,0.001,-29.577507110000006,465.3001718521118,3158,0.72,12404,129.95555114746094
43.84,19,241600,241717,0.001,-29.155675870000003,371.4431718826294,3159,0.72,12421,127.53673553466797
43.02,19,241620,241735,0.001,-27.860640570000005,451.29187164306643,3160,0.73,12427,130.77666168212892
43.94,19,241720,241835,0.001,-28.33237825,458.4837387084961,3161,0.72,12457,128.59041213989258
43.92,19,241740,241849,0.001,-28.33768719,507.4743669509888,3162,0.72,12462,130.49047241210937
43.89,19,,241854,,-28.3301883,,3163,0.72,12464,
44.0,19,241760,241878,0.001,-28.354579289999997,472.8711620330811,3164,0.72,12471,131.3127899169922
44.19,19,241800,241902,0.001,-28.552767790000004,455.35547218322756,3165,0.72,12480,130.87432632446288
45.1,19,241900,242002,0.001,-29.174847179999997,495.8614440917969,3166,0.71,12497,130.47465896606445
46.01,19,242000,242102,0.001,-30.24067955,439.65268020629884,3167,0.7,12531,129.74924011230468
46.93,19,242100,242202,0.001,-30.93747011,544.8251459121705,3168,0.69,12558,129.38488235473633
46.03,19,,242212,,-29.873198700000003,,3169,0.7,12561,
45.87,19,,242218,,-29.62531665,,3170,0.7,12564,
45.85,19,242120,242223,0.001,-29.623434500000002,465.328422164917,3171,0.7,12566,131.50127716064452
46.37,19,242220,242323,0.001,-30.58492628,408.5608316421509,3172,0.69,12603,129.3221923828125
46.42,19,242240,242341,0.001,-30.595736479999996,482.7479335784912,3173,0.69,12610,130.1188507080078
46.56,19,,242359,,-30.87738585,,3174,0.69,12616,
45.64,19,242260,242367,0.001,-30.161306540000005,474.4360563278198,3175,0.7,12619,128.3451400756836
45.64,19,242360,242467,0.001,-29.825613570000005,590.6633308410644,3176,0.7,12640,128.29763565063476
45.86,19,242460,242566,0.001,-32.288271120000005,405.15187644958496,3177,0.7,12665,131.22268371582032
45.14,19,,242574,,-32.13603807,,3178,0.7,12668,
45.31,19,242500,242602,0.001,-32.25949584,498.90198554992674,3179,0.7,12675,128.53115997314453
45.31,19,242600,242702,0.001,-32.9316503,492.1521318435669,3180,0.7,12700,129.62515869140626
45.22,19,,242712,,-32.514693,,3181,0.7,12703,
46.13,19,242700,242812,0.001,-33.51029519,455.44812335968015,3182,0.69,12737,128.74079208374025
46.22,19,242740,242841,0.001,-33.613399040000004,352.7874842643738,3183,0.69,12746,128.3409736633301
46.04,19,,242845,,-33.51654123,,3184,0.69,12759,
46.79,18,242840,242945,0.001,-36.961874259999995,535.6657978057862,3185,0.68,12787,129.8400764465332
46.77,18,,242951,,-37.008381629999995,,3186,0.68,12801,
46.77,18,242940,243051,0.001,-33.25593377999999,657.3856731414795,3187,0.68,12831,130.3219970703125
47.13,18,243020,243136,0.001,-33.18715456999999,580.4981632232666,3188,0.68,12851,129.26727294921875
46.23,18,243040,243146,0.001,-32.36539148,540.737455368042,3189,0.69,12855,127.86614685058593
46.26,18,,243160,,-32.36719676,,3190,0.69,12858,
47.02,18,243140,243260,0.001,-33.237611189999996,396.7408981323242,3191,0.68,12884,130.08562774658202
46.16,18,243160,243274,0.001,-32.818667289999986,508.44302616119387,3192,0.69,12887,130.34210586547852
45.25,18,243180,243283,0.001,-32.444989209999996,380.8328664779663,3193,0.7,12890,128.8199577331543
45.25,18,243280,243383,0.001,-32.54967945,429.1252996444702,3194,0.7,12910,129.5998161315918
45.25,18,243380,243483,0.001,-36.454605300000004,557.5116161346435,3195,0.7,12928,129.36162872314452
46.16,18,243480,243583,0.001,-36.99556642,400.1399724960327,3196,0.69,12957,128.24118194580078
47.11,18,243580,243683,0.001,-37.78114872,427.82409858703613,3197,0.68,12976,129.194327545166
46.17,18,,243689,,-37.06095175,,3198,0.69,12978,
45.42,18,,243700,,-36.882808419999996,,3199,0.69,12983,
45.42,18,243680,243800,0.001,-37.22776343,511.52499465942384,3200,0.69,13005,130.40382385253906
46.34,18,243780,243900,0.001,-38.08250846,562.0284206390381,3201,0.68,13034,131.8480224609375
47.23,18,243880,244000,0.001,-41.156626300000006,377.31514568328856,3202,0.67,13078,130.40984573364258
48.18,18,243980,244100,0.001,-41.80627798,442.76481132507325,3203,0.66,13103,130.7279083251953
48.49,18,244020,244136,0.001,-41.943017839999996,480.48063335418703,3204,0.66,13118,131.46040954589844
48.16,18,244040,244143,0.001,-41.81133147,547.8971309661865,3205,0.66,13120,129.70082321166993
48.86,18,244140,244243,0.001,-41.579983999999996,398.37361602783204,3206,0.65,13146,130.66048889160157
49.79,18,244240,244343,0.001,-45.18802262,380.1455532073975,3207,0.64,13180,129.42693405151368
49.49,18,,244350,,-44.916109399999996,,3208,0.64,13183,
49.52,18,244260,244364,0.001,-44.85951884,425.4125932693481,3209,0.64,13188,130.88266983032227
49.42,18,,244369,,-44.83001344000001,,3210,0.64,13190,
49.42,18,244360,244469,0.001,-45.688788980000005,542.9703538894653,3211,0.64,13216,129.6903434753418
50.31,18,244460,244569,0.001,-45.98240654,442.36016101837157,3212,0.63,13248,129.22440643310546
50.31,18,244560,244669,0.001,-50.01062890000001,447.7980710983276,3213,0.63,13270,129.15278854370118
50.24,18,244580,244684,0.001,-49.94227172000001,682.9245281219482,3214,0.63,13275,128.31867752075195
51.09,18,244680,244784,0.001,-50.751834550000005,456.92547397613527,3215,0.62,13296,128.48066329956055
51.84,18,244780,244884,0.001,-51.36317737999999,352.8852499008179,3216,0.61,13329,130.12212600708008
51.29,18,244820,244929,0.001,-49.55311422,520.1076366424561,3217,0.62,13348,129.53215408325195
51.64,18,244920,245029,0.001,-47.489172419999996,483.7145092010498,3218,0.61,13375,130.2793411254883
51.74,18,244940,245052,0.001,-47.53194025,389.94953365325927,3219,0.61,13380,129.41462936401368
52.65,18,245040,245152,0.001,-48.332332339999994,550.5536281585694,3220,0.6,13401,128.4806106567383
52.1,18,,245160,,-47.89419169,,3221,0.6,13403,
51.95,18,245060,245164,0.001,-47.866993730000004,409.04527244567873,3222,0.6,13406,129.86317291259766
51.13,18,245080,245182,0.001,-47.21533247,372.70432205200194,3223,0.61,13412,128.8344512939453
52.05,18,245180,245282,0.001,-47.8133601,450.9378231048584,3224,0.6,13435,128.88506469726562
52.96,18,245280,245382,0.001,-48.76993848,518.5499948501587,3225,0.59,13468,129.27444763183593
52.96,18,,245388,,-48.772958509999995,,3226,0.59,13471,
52.74,18,,245395,,-48.72069060999999,,3227,0.59,13473,
51.85,18,245300,245406,0.001,-48.098747710000005,522.1986438751221,3228,0.6,13478,128.93018493652343
51.84,18,245320,245428,0.001,-47.95536885000001,320.0887363433838,3229,0.6,13491,131.11832275390626
50.97,18,245340,245441,0.001,-47.224393930000005,384.8760040283203,3230,0.61,13494,130.4132568359375
50.51,18,,245459,,-46.494090330000006,,3231,0.61,13503,
50.3,18,245360,245463,0.001,-46.42670753,466.27441825866697,3232,0.61,13505,127.90642929077148
50.3,18,245460,245563,0.001,-45.647781730000005,418.3785099029541,3233,0.61,13530,128.85320053100585
49.39,18,,245572,,-45.26062639,,3234,0.62,13534,
50.18,18,245560,245672,0.001,-45.61084365999999,325.18531837463377,3235,0.61,13557,130.30568084716796
49.42,18,245580,245696,0.001,-45.041784420000006,321.9627239227295,3236,0.62,13565,130.98261108398438
50.28,18,245680,245796,0.001,-45.79469150999999,506.26624183654786,3237,0.61,13599,130.35414276123046
51.1,18,245780,245896,0.001,-46.03700133,511.5563708305359,3238,0.6,13626,130.1625602722168
50.15,18,245800,245901,0.001,-45.20477783000001,537.3083156585693,3239,0.61,13628,129.82089309692384
49.7,18,,245904,,-45.076280190000006,,3240,0.61,13635,
49.83,18,245820,245932,0.001,-45.18041979,549.810165977478,3241,0.61,13642,131.28437347412108
49.33,18,245860,245963,0.001,-44.986760939999996,337.48101100921633,3242,0.61,13650,130.29086990356444
49.33,17,245960,246063,0.001,-44.61462667,503.2800075531006,3243,0.61,13690,129.32248077392578
49.33,17,,246068,,-44.6063858,,3244,0.61,13692,
50.25,17,246060,246168,0.001,-47.566279300000005,518.8800868988037,3245,0.6,13743,128.52398147583008
50.25,17,246160,246268,0.001,-47.13311537,594.6323881149292,3246,0.6,13763,129.12009353637694
50.28,17,,246278,,-47.25501251,,3247,0.6,13767,
50.17,17,246180,246298,0.001,-47.40648275999999,387.8512672424316,3248,0.6,13776,129.3873748779297
50.05,17,246200,246317,0.001,-47.17994933,312.8650755882263,3249,0.6,13782,129.42067184448243
49.15,17,246220,246327,0.001,-46.503012580000004,569.0799831390381,3250,0.61,13787,128.91262512207032
48.3,17,246240,246342,0.001,-43.745295250000005,486.02472629547117,3251,0.62,13800,128.31234893798828
48.46,17,246260,246363,0.001,-43.77568698,635.204218673706,3252,0.62,13806,128.07307968139648
48.42,17,,246371,,-43.73254794,,3253,0.62,13809,
49.15,17,246360,246471,0.001,-44.543087889999995,410.2773021697998,3254,0.61,13835,129.7332977294922
49.09,17,,246476,,-44.534688560000006,,3255,0.61,13837,
50.01,17,246460,246576,0.001,-46.346725850000006,503.78850479125975,3256,0.6,13869,129.33322448730468
49.95,17,246480,246588,0.001,-46.33688529999999,403.5501377105713,3257,0.6,13880,131.643505859375
49.8,17,,246597,,-46.31751088,,3258,0.6,13888,
49.8,17,246580,246697,0.001,-46.958331199999996,540.2261417388916,3259,0.6,13908,127.95145721435547
50.62,17,246680,246797,0.001,-50.71944341999999,467.74102783203125,3260,0.59,13929,129.88579559326172
50.21,17,246740,246856,0.001,-50.358350359999996,602.7476192474365,3261,0.6,13949,128.31572341918945
51.07,17,246840,246956,0.001,-50.76727471999999,389.2610317230225,3262,0.59,13984,129.82044219970703
52.02,17,246940,247056,0.001,-51.79783353,525.9444673538208,3263,0.58,14028,129.99553375244142
52.78,17,247040,247156,0.001,-52.39127357,546.3063713073731,3264,0.57,14059,128.98124771118165
52.67,17,247060,247169,0.001,-52.260136,501.9307764053345,3265,0.57,14065,128.3644577026367
52.67,17,247160,247269,0.001,-52.310468670000006,436.951922416687,3266,0.57,14093,128.62065658569335
51.69,17,,247271,,-51.226415939999995,,3267,0.58,14096,
51.69,17,247260,247371,0.001,-51.051770700000006,457.28601932525635,3268,0.58,14126,130.8986572265625
51.65,17,,247377,,-51.04751805000001,,3269,0.58,14134,
51.64,17,247280,247382,0.001,-51.04361105000001,394.5319784164429,3270,0.58,14136,129.35383071899415
52.59,17,247380,247482,0.001,-51.661930170000005,513.1255653381347,3271,0.57,14167,128.57555618286133
52.53,17,247460,247576,0.001,-50.73383229,549.1377229690552,3272,0.58,14195,129.02418746948243
53.35,17,247560,247676,0.001,-52.98501224,484.1881799697876,3273,0.57,14236,127.59596481323243
53.45,17,247600,247704,0.001,-52.9565183,639.1938930511475,3274,0.57,14244,126.57244873046875
54.37,17,247700,247804,0.001,-53.890879160000004,536.1737951278686,3275,0.56,14290,127.96658020019531
54.37,17,247800,247904,0.001,-54.13000047000001,447.1524826049805,3276,0.56,14320,129.90320281982423
53.46,17,,247912,,-51.47148310000001,,3277,0.56,14323,
54.38,17,247900,248012,0.001,-54.97817479000001,493.3969944000244,3278,0.55,14346,128.80916748046874
54.45,17,247940,248047,0.001,-55.01709163,537.3682428359986,3279,0.55,14355,128.0489356994629
53.76,17,247960,248078,0.001,-54.11762176000001,533.3215396881103,3280,0.56,14363,129.565274810791
53.7,17,247980,248082,0.001,-54.05903361000001,343.4063304901123,3281,0.56,14365,128.63358383178712
53.7,17,248080,248182,0.001,-55.297130740000014,490.3251474380493,3282,0.56,14391,127.81962966918945
53.49,17,,248190,,-55.27404656000001,,3283,0.56,14395,
53.53,17,,248198,,-55.29155157000001,,3284,0.56,14399,
52.77,17,248120,248222,0.001,-51.84840521,551.7225818634033,3285,0.57,14413,129.42049560546874
53.4,17,248180,248291,0.001,-52.17196427000001,421.14613857269285,3286,0.57,14427,128.60406036376952
53.4,17,248280,248391,0.001,-51.98423136,449.8657108306885,3287,0.57,14455,128.33049774169922
52.66,17,248300,248402,0.001,-51.51578859,483.3695135116577,3288,0.57,14459,128.75413284301757
52.65,17,,248411,,-51.505686260000004,,3289,0.57,14461,
53.51,17,248400,248511,0.001,-56.01254709,543.276291847229,3290,0.56,14486,128.03325576782225
52.58,17,,248518,,-54.980382389999995,,3291,0.57,14490,
52.59,17,248420,248533,0.001,-54.97827169,359.0643703460693,3292,0.57,14495,128.98840408325196
52.68,17,248440,248551,0.001,-55.04719617000001,563.4664949417114,3293,0.57,14501,128.72069396972657
52.68,17,248540,248651,0.001,-54.61432624,337.04803428649905,3294,0.57,14524,129.2639274597168
52.3,17,248600,248713,0.001,-50.69004041000001,582.9461860656738,3295,0.58,14546,127.45932388305664
52.3,17,248700,248813,0.001,-50.69304806,464.83342990875246,3296,0.58,14573,128.93311157226563
51.4,17,248720,248823,0.001,-49.97578230999999,291.27049865722654,3297,0.59,14577,129.6713668823242
