time/total timesteps,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,rollout/success rate,time/episodes,train/n_updates,time/time_elapsed,train/critic_loss,train/actor_loss
604644,0.001,54.31,-58.63919173,418,0.54,10630,604540,1444,5359.80915222168,301.9001831054687
604664,0.001,54.36,-59.01189218,417,0.54,10631,604560,1449,5500.914498901368,306.18720092773435
604764,0.001,54.36,-59.00881581999999,405,0.54,10632,604660,1489,5095.5916198730465,312.03704528808595
604796,0.001,54.58,-60.39019749999999,404,0.54,10633,604680,1496,4532.393606567382,311.17890014648435
604896,0.001,54.58,-60.33209468,396,0.54,10634,604780,1525,4444.7926971435545,309.3998657226563
604996,0.001,55.02,-60.76212652,391,0.53,10635,604880,1547,5247.284399414062,313.2990997314453
605096,0.001,55.02,-60.72649951000001,384,0.53,10636,604980,1573,5236.676055908203,315.45830078125
605196,0.001,55.96,-61.63878693000001,379,0.52,10637,605080,1594,5235.000183105469,311.6516143798828
605213,0.001,55.13,-60.15489082,378,0.53,10638,605100,1599,4742.694772338868,309.4082305908203
605222,0.001,54.22,-59.22889018000001,376,0.54,10639,605120,1607,4949.829846191406,312.6964172363281
605230,,53.3,-58.29559988000001,375,0.55,10640,,1611,,
605239,,52.39,-57.99749356000001,374,0.56,10641,,1615,,
605256,0.001,51.56,-57.63137789,373,0.57,10642,605140,1621,6830.368078613281,310.0250579833984
605356,0.001,52.47,-58.08628606,366,0.56,10643,605240,1651,5899.821148681641,310.0744934082031
605456,0.001,52.47,-57.975605300000005,360,0.56,10644,605340,1678,4206.3875289917,304.7067932128906
605556,0.001,53.39,-59.035896779999995,353,0.55,10645,605440,1711,4913.849362182617,310.6501434326172
605656,0.001,54.04,-58.11824493,347,0.54,10646,605540,1744,4753.718019104004,311.019287109375
605756,0.001,54.04,-58.55527298,340,0.54,10647,605640,1778,2996.799935913086,315.032275390625
605856,0.001,54.04,-54.30615099999999,337,0.54,10648,605740,1797,5689.0556365966795,310.36435852050784
605865,0.001,54.0,-53.75315573999999,336,0.54,10649,605760,1801,3818.1303833007814,312.5968719482422
605877,,53.12,-53.674285760000004,333,0.55,10650,,1815,,
605883,0.001,53.12,-53.68661302,333,0.55,10651,605780,1818,7169.487176513672,319.6431823730469
605983,0.001,54.04,-56.89862040999999,326,0.54,10652,605880,1854,6242.9557083129885,308.81557312011716
605987,,53.08,-56.00101632,326,0.55,10653,,1856,,
605992,,53.07,-55.993968669999994,326,0.55,10654,,1858,,
606092,0.001,53.8,-56.64484301,321,0.54,10655,605980,1886,4455.794604492187,314.12046813964844
606192,0.001,54.76,-62.206729210000006,316,0.53,10656,606080,1914,3812.5748031616213,311.24338684082034
606229,0.001,54.13,-61.62765542,314,0.54,10657,606120,1927,4329.517236328125,312.3630737304687
606252,0.001,54.24,-61.37639336,313,0.54,10658,606140,1936,3962.3863891601563,311.2417358398437
606352,0.001,54.24,-61.43186634999999,307,0.54,10659,606240,1969,5979.889916992188,311.49512634277346
606452,0.001,54.24,-61.443615359999995,303,0.54,10660,606340,1998,6313.348449707031,304.4703430175781
606552,0.001,55.13,-62.582315539999996,298,0.53,10661,606440,2033,5169.473681640625,307.7242095947266
606563,0.001,55.19,-62.498447559999995,297,0.53,10662,606460,2037,5866.863534545899,312.7420593261719
606663,0.001,56.16,-63.268140030000005,293,0.52,10663,606560,2065,3907.966729736328,309.17978820800784
606667,,56.17,-63.27169858,293,0.52,10664,,2068,,
606767,0.001,56.17,-61.26929095,290,0.52,10665,606660,2091,3917.4213134765623,301.2634674072266
606867,0.001,56.17,-65.98324760999999,287,0.52,10666,606760,2111,3564.2850830078123,315.9411651611328
606890,0.001,55.65,-64.48469510999999,285,0.52,10667,606780,2128,4261.801910400391,317.10296936035155
606966,0.001,56.32,-65.48369086000001,282,0.52,10668,606860,2151,4100.264498901367,313.19910888671876
607066,0.001,57.0,-66.12875831000001,279,0.51,10669,606960,2173,5183.877136230469,311.30723571777344
607166,0.001,57.0,-66.26496475,276,0.51,10670,607060,2197,3922.487905883789,310.99668273925784
607172,,57.0,-66.27220126,275,0.51,10671,,2204,,
607179,,56.98,-66.12891327,273,0.51,10672,,2217,,
607187,0.001,56.99,-66.13599568999999,272,0.51,10673,607080,2231,5072.120111083985,309.10008239746094
607196,,57.03,-66.1591983,271,0.51,10674,,2235,,
607296,0.001,57.03,-69.43694723,269,0.51,10675,607180,2252,5355.689715576172,314.39112854003906
607396,0.001,57.98,-70.1163715,266,0.5,10676,607280,2275,4208.555563354492,313.3602661132812
607496,0.001,58.76,-70.785406,264,0.49,10677,607380,2294,5490.047479248047,304.24366455078126
607500,,58.77,-70.79576901,264,0.49,10678,,2296,,
607506,0.001,58.37,-70.11974355999999,264,0.49,10679,607400,2299,3813.689437866211,313.43276062011716
607606,0.001,59.24,-75.04702851,261,0.48,10680,607500,2325,5398.1526550292965,314.65000305175784
607613,,59.22,-74.98566512999999,260,0.48,10681,,2329,,
607713,0.001,59.22,-75.22175951,256,0.48,10682,607600,2366,4766.50715637207,308.42457275390626
607717,,58.92,-74.63963879999999,256,0.48,10683,,2368,,
607726,0.001,58.9,-74.41868728,255,0.48,10684,607620,2378,7399.577471923828,306.03479919433596
607780,0.001,59.29,-74.77831012,253,0.48,10685,607660,2395,5233.868746948242,303.0012451171875
607880,0.001,59.99,-74.15902337000001,250,0.47,10686,607760,2428,4305.508801269531,309.33009338378906
607980,0.001,59.99,-73.6195714,248,0.47,10687,607860,2451,5894.322364807129,307.87868041992186
607995,0.001,59.14,-73.07734137,247,0.48,10688,607880,2456,5029.687130737305,306.27788696289065
607999,,58.18,-72.5155441,247,0.49,10689,,2457,,
608033,0.001,57.52,-71.82181922,246,0.5,10690,607920,2467,6870.970681762696,305.81824951171876
608040,,56.59,-70.92800461,246,0.51,10691,,2470,,
608048,0.001,56.59,-71.10564767,245,0.51,10692,607940,2473,4542.395095825195,302.7977264404297
608148,0.001,56.59,-75.98829459,243,0.51,10693,608040,2493,3789.9488311767577,316.3929748535156
608248,0.001,57.55,-76.38446932,241,0.5,10694,608140,2517,5671.146899414062,311.3127105712891
608260,,56.67,-75.74955924,241,0.51,10695,,2522,,
608360,0.001,56.67,-77.26057617999999,238,0.51,10696,608240,2551,4961.800280761719,312.8117156982422
608381,0.001,55.88,-76.04065168999999,237,0.52,10697,608280,2557,5140.294903564453,303.8425598144531
608399,,55.06,-76.23881706999998,237,0.53,10698,,2562,,
608499,0.001,56.03,-77.14680891,235,0.52,10699,608380,2588,4750.894964599609,302.0470336914062
608599,0.001,56.03,-77.10772473,232,0.52,10700,608480,2619,4921.734948730469,307.63409423828125
608667,0.001,56.67,-77.35853091,230,0.52,10701,608560,2646,3627.9826843261717,315.32115783691404
608684,0.001,56.69,-76.75643246000001,229,0.52,10702,608580,2652,5678.267184448242,310.91453247070314
608707,0.001,55.92,-76.57030946,228,0.53,10703,608600,2658,4882.223031616211,311.6205688476563
608807,0.001,56.65,-81.76104225,226,0.52,10704,608700,2693,4218.431304931641,305.81211853027344
608907,0.001,57.57,-82.27643384999999,223,0.51,10705,608800,2722,4807.385070800781,310.4074310302734
608910,,57.36,-81.12946907,223,0.51,10706,,2723,,
609010,0.001,58.24,-81.5625541,221,0.5,10707,608900,2754,4495.743377685547,309.5814453125
609110,0.001,58.24,-86.25538967,218,0.5,10708,609000,2787,4443.923168945313,308.02061462402344
609118,,57.95,-85.84446337,218,0.5,10709,,2790,,
609218,0.001,58.61,-84.75080845999999,216,0.49,10710,609100,2813,5021.127270507813,311.39112854003906
609318,0.001,58.61,-85.14641737,214,0.49,10711,609200,2839,4671.531497192383,305.55234680175784
609418,0.001,58.61,-85.08763159,212,0.49,10712,609300,2869,3604.2079315185547,310.4193603515625
609434,0.001,58.7,-85.76233914999999,211,0.49,10713,609320,2874,4236.553977966309,311.4005981445313
609456,0.001,58.87,-86.06141407999998,211,0.49,10714,609340,2883,5983.711010742188,313.209228515625
609556,0.001,59.6,-86.80895079999999,209,0.48,10715,609440,2912,5118.261019897461,311.2595672607422
609562,0.001,58.66,-85.80623725999997,209,0.49,10716,609460,2915,4310.978143310547,310.99042358398435
609662,0.001,58.66,-83.14590356000001,206,0.49,10717,609560,2949,4595.0394836425785,305.1305786132813
609665,,57.69,-82.46675789999999,206,0.5,10718,,2951,,
609765,0.001,58.56,-83.36386124999997,203,0.49,10719,609660,2989,4095.360252380371,311.7147216796875
609865,0.001,59.51,-84.01358819,202,0.48,10720,609760,3008,4490.186325073242,304.65758361816404
609965,0.001,59.51,-83.01757233000001,201,0.48,10721,609860,3034,6321.056539916992,310.88600158691406
609987,0.001,59.67,-83.33265409000002,200,0.48,10722,609880,3042,5033.162890625,312.93189697265626
609990,,58.7,-82.66524684,200,0.49,10723,,3044,,
610042,0.001,59.0,-82.28722338000001,199,0.49,10724,609940,3064,3700.232878112793,314.51373596191405
610142,0.001,59.0,-79.04173188000001,196,0.49,10725,610040,3098,4613.568304443359,301.0321380615234
610149,,59.05,-79.1690026,196,0.49,10726,,3103,,
610200,0.001,58.56,-78.90621310000002,195,0.5,10727,610080,3121,3981.1932739257813,309.2925537109375
610206,0.001,57.62,-78.40649897000002,195,0.51,10728,610100,3123,4924.70573425293,309.5329986572266
610300,0.001,57.56,-81.48560156,193,0.52,10729,610180,3152,3970.6552032470704,308.33424377441406
610306,0.001,56.62,-80.81830803000001,193,0.53,10730,610200,3160,4828.7743469238285,307.7619171142578
610328,0.001,56.64,-80.09402447000001,192,0.53,10731,610220,3166,5825.575045776367,309.4703796386719
