time/total timesteps,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,rollout/success rate,time/episodes,train/n_updates,time/time_elapsed,train/critic_loss,train/actor_loss
657369,0.001,62.76,-99.63292222000001,37,0.44,11550,657260,17653,4676.212747192383,319.06080932617186
657391,0.001,61.98,-98.57081248,37,0.45,11551,657280,17659,3635.7799438476563,323.1520660400391
657421,0.001,61.37,-98.35537266000003,37,0.45,11552,657320,17667,5765.465985107422,318.11004638671875
657425,,60.41,-97.55765228,37,0.46,11553,,17674,,
657525,0.001,60.41,-102.52236214,37,0.46,11554,657420,17715,5006.443212890625,313.8628234863281
657542,0.001,60.47,-103.30283528,37,0.46,11555,657440,17720,6198.06533203125,316.2162170410156
657551,,60.41,-103.33088793,37,0.46,11556,,17723,,
657562,0.001,60.41,-103.76928673,37,0.46,11557,657460,17737,7313.778451538086,325.15679321289065
657662,0.001,61.17,-104.66565707,37,0.45,11558,657560,17757,5245.542233276367,313.49871826171875
657762,0.001,62.09,-105.68860532000001,37,0.44,11559,657660,17774,3864.658831787109,321.54066772460936
657862,0.001,62.09,-100.74651102,36,0.44,11560,657760,17805,9118.549072265625,317.1592041015625
657886,0.001,62.24,-100.75736520000001,36,0.44,11561,657780,17811,4832.727313232422,312.9352081298828
657955,0.001,62.87,-102.85376648000002,36,0.44,11562,657840,17837,8028.474604797363,324.7780792236328
658055,0.001,63.79,-104.38978379,36,0.43,11563,657940,17855,5528.626672363282,319.95208129882815
658071,0.001,62.95,-103.86008745999999,36,0.44,11564,657960,17860,5324.440451049804,308.31976928710935
658080,,62.04,-103.27309269999999,36,0.45,11565,,17864,,
658084,0.001,61.08,-102.53704786999998,36,0.46,11566,657980,17866,7230.2073974609375,305.1225616455078
658087,,60.11,-102.08042042999999,36,0.47,11567,,17872,,
658187,0.001,60.62,-105.71982415000001,36,0.46,11568,658080,17898,4939.619319152832,320.7245330810547
658189,,59.64,-103.92075828000002,36,0.47,11569,,17900,,
658289,0.001,59.64,-107.92219447000001,36,0.47,11570,658180,17937,5158.511694335937,316.0302307128906
658389,0.001,59.64,-107.29056375000002,36,0.47,11571,658280,17960,4135.998693847656,320.8804626464844
658489,0.001,60.62,-107.61472425000002,36,0.46,11572,658380,17979,5814.145497131348,323.4529205322266
658520,0.001,60.85,-108.67062972,36,0.46,11573,658400,17988,5379.368481445313,319.63124389648436
658526,0.001,59.91,-103.25206151,36,0.47,11574,658420,17990,5915.410083007812,312.10889892578126
658568,0.001,59.33,-101.44630286,36,0.48,11575,658460,18004,5337.443273925781,315.8752471923828
658575,,59.34,-101.69380147,36,0.48,11576,,18006,,
658582,0.001,58.41,-101.29439889999999,36,0.49,11577,658480,18009,5665.832205200195,327.1842437744141
658586,,57.45,-98.50441260999997,36,0.5,11578,,18015,,
658611,0.001,56.7,-97.80056310999998,36,0.51,11579,658500,18021,3908.0485900878907,325.9040557861328
658711,0.001,57.55,-98.30926283,36,0.5,11580,658600,18045,6162.994436645507,319.05369873046874
658811,0.001,58.51,-103.85326609999998,36,0.49,11581,658700,18064,5623.490567016602,318.2994903564453
658822,0.001,58.58,-103.91545757999998,36,0.49,11582,658720,18068,4558.0787109375,317.5442138671875
658922,0.001,59.52,-104.52447851,36,0.48,11583,658820,18093,7073.746520996094,312.03175048828126
659022,0.001,60.28,-105.19568164999998,36,0.47,11584,658920,18110,4245.757138061524,319.43438720703125
659026,,59.32,-102.52917082999998,36,0.48,11585,,18112,,
659031,,59.1,-101.95845045999998,36,0.48,11586,,18114,,
659131,0.001,59.1,-101.88932724,36,0.48,11587,659020,18133,5236.643249511719,318.25928955078126
659231,0.001,59.1,-97.36446644,36,0.48,11588,659120,18161,4586.038343811035,316.40134887695314
659331,0.001,59.1,-97.96508548000001,36,0.48,11589,659220,18179,5517.136004638672,320.7404815673828
659334,,58.13,-97.28544061000002,36,0.49,11590,,18181,,
659434,0.001,58.13,-97.13074615000004,36,0.49,11591,659320,18196,7067.663500976562,316.0262145996094
659439,,57.18,-96.45286363,36,0.5,11592,,18198,,
659443,0.001,57.02,-96.1657359,36,0.5,11593,659340,18201,5794.051963806152,316.94891967773435
659472,0.001,57.21,-96.09827060000002,36,0.5,11594,659360,18208,6622.430102539062,307.54143676757815
659572,0.001,57.21,-96.14619071999999,36,0.5,11595,659460,18225,5670.856549072266,317.371240234375
659586,0.001,56.35,-95.70403710000001,36,0.51,11596,659480,18230,6030.712261962891,313.9477294921875
659686,0.001,56.35,-95.65949592000003,36,0.51,11597,659580,18252,7008.921520996094,319.3622161865234
659786,0.001,56.35,-95.52767574,36,0.51,11598,659680,18268,6209.95707397461,311.18897705078126
659806,0.001,55.55,-96.16493573999998,36,0.52,11599,659700,18274,5389.592422485352,315.0282958984375
659906,0.001,55.55,-92.19004469,36,0.52,11600,659800,18289,5048.254655456543,317.13084411621094
659934,0.001,54.83,-89.55699958,36,0.53,11601,659820,18296,8061.006591796875,317.8209686279297
659939,,53.88,-89.09398701,36,0.54,11602,,18299,,
659951,0.001,53.0,-89.297449,36,0.55,11603,659840,18303,7251.8706726074215,309.8194122314453
660051,0.001,53.95,-89.98990982,36,0.54,11604,659940,18332,7586.613723754883,316.2082183837891
660061,0.001,53.3,-88.45434080999998,35,0.54,11605,659960,18340,6687.736108398438,316.8926727294922
660068,,53.32,-88.40934769999998,35,0.54,11606,,18343,,
660168,0.001,53.32,-89.48350418,35,0.54,11607,660060,18369,5165.093481445312,313.10157775878906
660268,0.001,53.32,-90.41692275999999,35,0.54,11608,660160,18394,6222.479592895508,319.66135864257814
660280,,52.44,-89.93428328,35,0.55,11609,,18397,,
660292,0.001,52.5,-90.32213493,35,0.55,11610,660180,18402,5457.237606811524,318.17784729003904
660392,0.001,52.5,-90.28225659,35,0.55,11611,660280,18426,4439.46533203125,323.0648986816406
660399,,51.57,-89.81806714,35,0.56,11612,,18428,,
660499,0.001,51.57,-89.78841432000002,35,0.56,11613,660380,18446,5758.381677246094,324.14674987792966
660509,0.001,50.67,-89.46737400000002,35,0.57,11614,660400,18450,4760.821136474609,318.59279174804686
660609,0.001,50.67,-89.65513700000001,35,0.57,11615,660500,18478,4411.589270019531,323.6299102783203
660709,0.001,50.67,-94.38195039000001,35,0.57,11616,660600,18507,6108.192126464844,317.1725189208984
660711,,50.67,-94.38293176,35,0.57,11617,,18508,,
660811,0.001,50.67,-94.52705717000002,35,0.57,11618,660700,18534,6882.399035644531,321.5064300537109
660814,,50.68,-94.57807194000002,35,0.57,11619,,18536,,
660858,0.001,50.12,-89.1729345,35,0.58,11620,660740,18548,3866.629507446289,321.66253967285155
660958,0.001,50.12,-85.50152421000001,35,0.58,11621,660840,18566,5596.412588500976,330.61512756347656
661058,0.001,50.12,-85.87447059,35,0.58,11622,660940,18599,4544.070745849609,322.7884826660156
661158,0.001,50.95,-86.91255798000002,35,0.57,11623,661040,18626,4400.315057373047,323.8903350830078
661162,0.001,50.94,-86.75977366000001,35,0.57,11624,661060,18629,6505.496423339844,326.66087036132814
661262,0.001,50.94,-86.78739567999999,35,0.57,11625,661160,18650,5266.594470214844,319.3981140136719
661279,,50.11,-86.81081135999999,35,0.58,11626,,18659,,
661289,0.001,49.21,-86.40476310999999,35,0.59,11627,661180,18663,6483.4811737060545,308.6731781005859
661389,0.001,50.1,-87.10516425999998,35,0.58,11628,661280,18692,6798.6131591796875,311.58233032226565
661489,0.001,50.97,-91.75486278999999,35,0.57,11629,661380,18709,6256.040734863282,316.8435333251953
661534,0.001,51.04,-93.13854113000001,35,0.57,11630,661420,18721,5063.48173828125,312.7694427490234
661542,0.001,50.12,-92.1379107,35,0.58,11631,661440,18724,6801.732540893555,313.55303955078125
661556,,50.24,-92.54404686000002,35,0.58,11632,,18729,,
661562,0.001,50.22,-92.60225494000002,35,0.58,11633,661460,18732,5562.754797363281,307.80409545898436
661662,0.001,51.1,-93.18527431000003,35,0.57,11634,661560,18753,6092.4042297363285,311.38743896484374
661762,0.001,51.1,-88.49989061000002,35,0.57,11635,661660,18778,4546.355493164063,317.28574523925784
661862,0.001,52.05,-89.62190735,35,0.56,11636,661760,18811,5747.136236572265,314.42579650878906
661962,0.001,52.05,-89.76795745,35,0.56,11637,661860,18829,4387.140336608887,325.1566558837891
661972,,51.15,-88.75683471,35,0.57,11638,,18832,,
662072,0.001,51.94,-91.98900717000001,35,0.56,11639,661960,18855,5607.315969848632,322.60267028808596
662172,0.001,52.77,-92.37133929999999,35,0.55,11640,662060,18877,6170.74475402832,323.3341552734375
662187,0.001,51.92,-92.62970927,35,0.56,11641,662080,18883,5317.583096313477,316.15809631347656
662287,0.001,52.82,-95.42340937,35,0.55,11642,662180,18907,5138.7086730957035,320.751611328125
662296,,52.86,-95.68919154000001,35,0.55,11643,,18914,,
662339,0.001,52.29,-95.6621941,34,0.56,11644,662220,18928,4665.095446777344,316.8720458984375
662439,0.001,52.29,-92.17514426,34,0.56,11645,662320,18949,5780.188363647461,321.85834045410155
662539,0.001,53.12,-92.76421623,34,0.55,11646,662420,18975,5127.574449157715,324.4338836669922
662545,0.001,53.09,-92.75745608999999,34,0.55,11647,662440,18978,6031.287559509277,318.38042907714845
662645,0.001,53.85,-92.72515913,34,0.54,11648,662540,19000,4760.316491699219,317.64458923339845
662745,0.001,54.76,-93.47649476999999,34,0.53,11649,662640,19035,6827.109722900391,310.77642822265625
662845,0.001,54.76,-93.06580135,34,0.53,11650,662740,19056,5915.438125610352,327.36216125488284
662945,0.001,55.54,-93.97184556,34,0.52,11651,662840,19082,6771.919116210937,317.8315399169922
663045,0.001,56.24,-94.06784360000002,34,0.51,11652,662940,19103,4024.682669067383,318.4534973144531
663050,,56.25,-94.21119732000001,34,0.51,11653,,19106,,
663064,0.001,55.39,-88.70587143000003,34,0.52,11654,662960,19112,5220.576248168945,314.58055114746094
663073,,55.31,-88.27361307000001,34,0.52,11655,,19115,,
663173,0.001,56.22,-89.11106950000001,34,0.51,11656,663060,19140,5527.419348144531,314.42844543457034
663273,0.001,57.11,-89.2012682,34,0.5,11657,663160,19173,5430.761941528321,325.4041290283203
663280,,56.18,-88.24969658,34,0.51,11658,,19176,,
663380,0.001,56.18,-88.66234950999998,34,0.51,11659,663260,19207,5440.979019165039,324.11200256347655
663480,0.001,56.18,-90.63960968999999,34,0.51,11660,663360,19253,5482.008099365235,322.7557708740234
663487,0.001,56.01,-90.6677368,34,0.51,11661,663380,19256,6609.993103027344,314.75005493164065
663587,0.001,56.32,-89.64447178,34,0.5,11662,663480,19279,4170.990087890625,329.4041809082031
663593,,55.38,-88.11032016000001,34,0.51,11663,,19282,,
663601,0.001,55.3,-87.47518168,34,0.51,11664,663500,19285,5343.236511230469,319.8398742675781
663627,0.001,55.47,-88.33432339000002,34,0.51,11665,663520,19292,7195.693844604492,316.22202453613284
663727,0.001,56.43,-93.05209017000001,34,0.5,11666,663620,19344,7708.19501953125,317.1719573974609
663735,,56.48,-93.26514005000001,34,0.5,11667,,19347,,
663744,0.001,55.57,-89.39452986,34,0.51,11668,663640,19350,5803.134161376953,315.92588500976564
663754,,55.65,-89.61989641000002,34,0.51,11669,,19353,,
663854,0.001,55.65,-85.26862010000002,34,0.51,11670,663740,19380,5406.268902587891,323.2062469482422
663858,,54.69,-84.26047147000003,34,0.52,11671,,19382,,
663958,0.001,54.69,-84.8204728,34,0.52,11672,663840,19403,3807.8216552734375,323.84617004394534
664058,0.001,55.38,-84.58813731999999,34,0.51,11673,663940,19432,4780.907897949219,329.58800354003904
664158,0.001,56.32,-85.39354070999998,34,0.5,11674,664040,19464,4999.318078613282,323.27381591796876
664166,0.001,55.98,-84.73785713,34,0.5,11675,664060,19473,5069.261335754394,312.71534118652346
664186,0.001,56.11,-84.58292162,34,0.5,11676,664080,19478,6772.381610107422,324.2035430908203
664286,0.001,57.04,-87.33119955000002,34,0.49,11677,664180,19500,7248.727407836914,324.0780517578125
664386,0.001,58.0,-88.39329931,34,0.48,11678,664280,19522,5594.327667236328,320.4068908691406
664398,,57.87,-88.61751483,34,0.48,11679,,19526,,
664404,0.001,56.93,-88.04295099,34,0.49,11680,664300,19530,6178.767205810547,327.9773834228516
664504,0.001,56.93,-83.3622631,33,0.49,11681,664400,19555,4028.023908996582,330.9979583740234
664515,,56.93,-83.33858098,33,0.49,11682,,19561,,
664615,0.001,56.93,-86.91015711000001,33,0.49,11683,664500,19592,4465.519253540039,312.9190673828125
664715,0.001,56.93,-86.66132146,33,0.49,11684,664600,19621,4769.967172241211,329.63343505859376
664815,0.001,57.89,-87.48921277000001,33,0.48,11685,664700,19644,6198.803872680664,323.642578125
664915,0.001,58.84,-88.12085508,33,0.47,11686,664800,19668,6040.073416137695,325.5740051269531
664923,0.001,57.92,-82.58712731999998,33,0.48,11687,664820,19671,4629.449426269532,316.10137634277345
664939,,57.08,-81.95806140999998,33,0.49,11688,,19677,,
664947,0.001,56.16,-80.50215168,33,0.5,11689,664840,19680,7135.26257019043,317.6254608154297
665047,0.001,57.13,-81.13663108,33,0.49,11690,664940,19701,5218.114666748047,325.2299072265625
665147,0.001,57.13,-81.30071999,33,0.49,11691,665040,19732,4675.112191772461,318.8236511230469
665152,,57.13,-81.45718662,33,0.49,11692,,19744,,
665205,0.001,57.62,-84.10301731,33,0.49,11693,665100,19759,7948.602990722657,314.76056518554685
665305,0.001,58.33,-84.54008682999998,33,0.48,11694,665200,19780,5366.317291259766,321.0839416503906
665405,0.001,58.33,-84.56718212999998,33,0.48,11695,665300,19808,5908.466374206543,324.6608093261719
665411,,58.25,-84.03396557,33,0.48,11696,,19810,,
665511,0.001,58.25,-88.95667963,33,0.48,11697,665400,19833,5451.989953613282,322.7226196289063
665611,0.001,58.25,-89.06678975000001,33,0.48,11698,665500,19853,7516.302770996093,326.6011627197266
665640,0.001,58.34,-88.44435642999998,33,0.48,11699,665520,19861,5125.771774291992,323.39052124023436
665740,0.001,58.34,-88.61831688999999,33,0.48,11700,665620,19884,5599.000033569336,323.9050231933594
665762,0.001,58.28,-89.29351120999998,33,0.48,11701,665660,19891,4368.282720947265,318.12621154785154
665862,0.001,59.23,-89.89755217999999,33,0.47,11702,665760,19918,7429.446646118164,304.9500427246094
665877,,59.26,-89.94801684999999,33,0.47,11703,,19927,,
665900,0.001,58.49,-89.34737942,33,0.48,11704,665780,19938,5224.313488769531,318.53163757324216
665905,0.001,58.44,-89.48407449,33,0.48,11705,665800,19941,6181.363555908203,316.8460296630859
665916,,58.48,-89.48126819000001,33,0.48,11706,,19951,,
665924,0.001,57.56,-87.46967646000003,33,0.49,11707,665820,19954,5830.350262451172,318.9070281982422
666024,0.001,57.56,-86.37462736000002,33,0.49,11708,665920,19982,4351.802398681641,324.4253204345703
666042,0.001,57.62,-86.0253276,33,0.49,11709,665940,19988,6490.471630859375,316.5656768798828
666142,0.001,58.5,-86.49039875000003,33,0.48,11710,666040,20010,6908.459851074219,319.41404113769534
666151,,57.59,-86.03243342000002,33,0.49,11711,,20014,,
666159,,57.6,-85.98702652000003,33,0.49,11712,,20021,,
666259,0.001,57.6,-90.06032915000002,33,0.49,11713,666140,20054,6127.089520263672,316.6369567871094
666359,0.001,58.5,-90.31236489000001,33,0.48,11714,666240,20077,5584.509918212891,320.64263610839845
666363,0.001,57.54,-89.425769,33,0.49,11715,666260,20080,4639.892858886718,319.20791015625
666370,,56.61,-83.83128733,33,0.5,11716,,20083,,
666384,0.001,56.73,-83.84962532,33,0.5,11717,666280,20087,6119.008145141602,324.6496612548828
666484,0.001,56.73,-83.97425711,33,0.5,11718,666380,20110,5656.946301269531,321.26482849121095
666584,0.001,57.7,-84.48525136,33,0.49,11719,666480,20141,4739.113385009766,326.12322387695315
666684,0.001,58.26,-85.06318861,33,0.48,11720,666580,20176,4410.728967285157,321.76898498535155
666700,,57.42,-83.42315018000001,33,0.49,11721,,20181,,
666800,0.001,57.42,-83.63528397,33,0.49,11722,666680,20202,5158.164733886719,321.0134552001953
666813,0.001,56.55,-82.78013743,32,0.5,11723,666700,20207,5210.8920623779295,328.06394653320314
666818,,56.56,-82.88573588,32,0.5,11724,,20209,,
666822,0.001,55.6,-76.86781264,32,0.51,11725,666720,20211,6846.309173583984,333.612890625
666826,,55.47,-76.15489275,32,0.51,11726,,20213,,
666830,,55.41,-75.67504293,32,0.51,11727,,20220,,
666930,0.001,55.41,-75.16883221,32,0.51,11728,666820,20247,6404.16304321289,322.12245178222656
667030,0.001,55.41,-70.96394722,32,0.51,11729,666920,20274,4679.314233398438,319.7282257080078
667130,0.001,55.96,-70.38385941,32,0.5,11730,667020,20320,5508.404309082031,323.7622863769531
667134,,55.92,-70.58424918,32,0.5,11731,,20323,,
667142,0.001,55.86,-70.40237545999999,32,0.5,11732,667040,20326,6942.680114746094,317.23411865234374
667145,,55.83,-70.29303025,32,0.5,11733,,20328,,
667245,0.001,55.83,-70.14384437,32,0.5,11734,667140,20354,5971.257904052734,314.7354400634766
667345,0.001,55.83,-71.31190131,32,0.5,11735,667240,20394,5461.971478271485,320.29131469726565
667352,,54.9,-70.04483198999999,32,0.51,11736,,20397,,
667452,0.001,54.9,-75.06821298999999,32,0.51,11737,667340,20428,5526.041967773437,313.6309295654297
667552,0.001,55.8,-75.33525224,32,0.5,11738,667440,20455,4508.648638916015,324.7027893066406
667652,0.001,55.8,-72.15239617000002,32,0.5,11739,667540,20475,6103.370001220703,329.96416931152345
667668,0.001,54.96,-72.16814267,32,0.51,11740,667560,20482,6537.622747802734,326.5442626953125
667768,0.001,55.81,-74.01084582,32,0.5,11741,667660,20519,5257.970361328125,327.45440368652345
667868,0.001,55.81,-73.03327642999999,32,0.5,11742,667760,20545,3778.6017822265626,326.4789703369141
667968,0.001,56.72,-73.32521332,32,0.49,11743,667860,20573,4857.916003417969,316.14171447753904
667983,0.001,56.44,-73.54066172,32,0.49,11744,667880,20580,6428.112341308593,322.5067169189453
668000,,55.61,-73.36851579,32,0.5,11745,,20586,,
668100,0.001,55.61,-76.8472825,32,0.5,11746,667980,20610,6343.426211547851,323.18165588378906
668106,0.001,55.61,-76.84392257,32,0.5,11747,668000,20612,7196.007470703125,322.3897399902344
668206,0.001,55.61,-81.88595045000001,32,0.5,11748,668100,20651,7201.629086303711,323.08465881347655
668306,0.001,55.61,-84.96434816000001,32,0.5,11749,668200,20674,5088.203636169434,326.2740142822266
668312,,54.67,-84.37721523000002,32,0.51,11750,,20676,,
668332,0.001,53.87,-83.82865761,32,0.52,11751,668220,20682,4544.1229797363285,327.2980224609375
668339,,52.94,-83.15663328999999,32,0.53,11752,,20685,,
668439,0.001,53.89,-88.91680178,32,0.52,11753,668320,20718,9070.451596069335,322.94384765625
668446,0.001,53.82,-88.54272316999999,32,0.52,11754,668340,20720,4313.95638885498,319.8098541259766
668546,0.001,54.73,-89.0970169,32,0.51,11755,668440,20742,6147.604412841797,309.9530883789063
668646,0.001,54.73,-91.9545934,32,0.51,11756,668540,20771,6668.264614868164,324.03772888183596
668650,,53.77,-91.39699193999999,32,0.52,11757,,20774,,
668659,,53.79,-91.56217052,32,0.52,11758,,20782,,
668671,0.001,52.91,-90.1433185,32,0.53,11759,668560,20787,4876.678039550781,325.7617156982422
668771,0.001,52.91,-90.206478,32,0.53,11760,668660,20821,4342.166906738281,324.84877624511716
668871,0.001,53.84,-90.23220213,32,0.52,11761,668760,20846,6401.911108398437,329.946044921875
668879,,52.92,-89.21829627999999,32,0.53,11762,,20849,,
668885,0.001,52.92,-89.12801502999999,32,0.53,11763,668780,20856,5123.446832275391,328.1479431152344
668985,0.001,53.84,-89.93793154999999,32,0.52,11764,668880,20881,5151.819277954101,328.0750457763672
669085,0.001,54.58,-94.86546274,32,0.51,11765,668980,20905,5612.611486816406,328.46571044921876
669166,0.001,54.39,-90.29765001999998,31,0.52,11766,669060,20930,6890.055798339844,320.93651123046874
669212,0.001,54.77,-90.89112902,31,0.52,11767,669100,20941,5555.907275390625,328.3366271972656
669235,0.001,54.91,-92.14840722000001,31,0.52,11768,669120,20952,6548.005877685547,323.58075561523435
669249,0.001,54.95,-92.49088822999998,31,0.52,11769,669140,20964,7043.299676513672,329.83697204589845
669349,0.001,54.95,-93.89967485,31,0.52,11770,669240,20993,5508.604150390625,313.8550231933594
669360,,55.02,-93.99285943999999,31,0.52,11771,,20997,,
669460,0.001,55.02,-93.75312298999998,31,0.52,11772,669340,21023,4533.308312988282,318.78192749023435
669560,0.001,55.02,-93.86842732999997,31,0.52,11773,669440,21045,5978.676443481445,319.5243377685547
669562,0.001,54.04,-93.10137923999999,31,0.53,11774,669460,21047,5179.148928833008,324.11475524902346
669565,,53.99,-92.77990901,31,0.53,11775,,21048,,
669665,0.001,54.79,-98.29150023999999,31,0.52,11776,669560,21068,5321.801235961914,328.69163513183594
669677,,53.91,-95.61481131999999,31,0.53,11777,,21072,,
669777,0.001,53.91,-95.00755726999996,31,0.53,11778,669660,21092,4362.562997436524,328.8384185791016
669779,,53.81,-94.64315450999999,31,0.53,11779,,21095,,
669879,0.001,54.75,-96.58520898999997,31,0.52,11780,669760,21117,5081.974237060547,310.3320343017578
669882,0.001,53.78,-95.52177998999997,31,0.53,11781,669780,21119,5027.686982727051,312.05357055664064
669982,0.001,54.67,-101.27353588999996,31,0.52,11782,669880,21139,6860.153215026856,327.21434326171874
670082,0.001,54.67,-97.75604660999996,31,0.52,11783,669980,21163,6781.405075073242,330.3037994384766
670108,0.001,53.93,-97.36171362999998,31,0.53,11784,670000,21169,6705.969091796875,319.8225616455078
670208,0.001,53.93,-98.74035637999998,31,0.53,11785,670100,21203,6742.323156738281,325.0045593261719
670308,0.001,53.93,-98.52116059,31,0.53,11786,670200,21230,4075.1524673461913,322.7479248046875
670335,0.001,54.12,-99.54951308,31,0.53,11787,670220,21248,7211.14482421875,325.2283935546875
670353,0.001,54.14,-99.86150983999998,31,0.53,11788,670240,21254,4634.302490234375,333.1455993652344
670359,,54.12,-100.16682901999998,31,0.53,11789,,21256,,
670459,0.001,54.12,-100.20261220999998,31,0.53,11790,670340,21279,5122.592141723633,319.20811462402344
670472,0.001,53.25,-99.88461361,31,0.54,11791,670360,21283,4330.534252929688,317.86627197265625
670510,0.001,53.58,-100.27315485999999,31,0.54,11792,670400,21294,5317.003039550781,323.7961059570313
670573,0.001,53.68,-97.78818267999999,31,0.54,11793,670460,21313,4251.809835815429,319.09319763183595
670673,0.001,53.68,-98.08722381,31,0.54,11794,670560,21328,4060.613934326172,319.6690307617188
670683,0.001,52.78,-97.28034901,31,0.55,11795,670580,21331,4694.364498901367,319.61253662109374
670691,,52.8,-97.29275682,31,0.55,11796,,21334,,
670791,0.001,52.8,-92.43339734000001,31,0.55,11797,670680,21359,5225.761303710938,313.0860565185547
670891,0.001,52.8,-92.43578957000001,31,0.55,11798,670780,21379,4653.424951171875,326.85788879394534
670895,,52.55,-92.31576223000002,31,0.55,11799,,21381,,
670900,,51.6,-91.68447211,31,0.56,11800,,21383,,
670911,0.001,51.49,-91.20314374000002,31,0.56,11801,670800,21386,7491.966796875,319.1115325927734
671011,0.001,51.49,-91.15478365000001,31,0.56,11802,670900,21408,6083.217175292969,313.58623657226565
671018,,51.41,-90.53325488,31,0.56,11803,,21415,,
671118,0.001,52.18,-91.59253558000002,31,0.55,11804,671000,21436,5640.032566833496,327.13860473632815
671218,0.001,53.13,-92.30693951,31,0.54,11805,671100,21462,5816.206030273437,318.4662353515625
671318,0.001,54.02,-95.95118921000001,31,0.53,11806,671200,21475,5127.256427001953,325.0248046875
671418,0.001,54.94,-97.11724310999998,31,0.52,11807,671300,21498,6861.539630126953,317.4398223876953
671518,0.001,54.94,-97.13079402,31,0.52,11808,671400,21522,4517.431173706054,321.3158203125
671618,0.001,55.76,-97.89675258,31,0.51,11809,671500,21550,6983.9448913574215,326.75535278320314
671628,0.001,54.86,-97.56429713,31,0.52,11810,671520,21553,7239.761291503906,321.80816955566405
671687,0.001,55.36,-97.65041198,31,0.52,11811,671580,21575,7504.439715576172,315.8714904785156
671787,0.001,56.28,-98.66484936000002,31,0.51,11812,671680,21612,7253.173553466797,315.53009643554685
671887,0.001,56.28,-97.48741849000002,31,0.51,11813,671780,21635,6887.202612304687,322.0218811035156
671891,,55.32,-96.87265622000002,31,0.52,11814,,21638,,
671991,0.001,56.28,-102.28658026000002,30,0.51,11815,671880,21678,3553.002374267578,319.94267578125
672091,0.001,57.21,-105.89182183000003,30,0.5,11816,671980,21726,6463.206066894531,314.1035430908203
672191,0.001,58.07,-106.44510023000001,30,0.49,11817,672080,21748,4949.038922119141,320.33933410644534
672291,0.001,58.07,-106.34910993,30,0.49,11818,672180,21771,5885.105328369141,322.0408538818359
672307,0.001,57.23,-106.49531357,30,0.5,11819,672200,21776,4718.542120361328,324.9155578613281
672407,0.001,57.23,-106.57227423999998,30,0.5,11820,672300,21802,4843.829614257813,320.37181701660154
672414,,57.14,-106.54366557999998,30,0.5,11821,,21805,,
672514,0.001,57.14,-106.88331056999998,30,0.5,11822,672400,21841,5703.360131835938,324.4551239013672
672518,,57.05,-106.57334943,30,0.5,11823,,21843,,
672618,0.001,58.0,-112.04708596,30,0.49,11824,672500,21867,3988.1370849609375,325.1268005371094
672625,0.001,58.03,-112.16661679999997,30,0.49,11825,672520,21876,5414.605548095703,326.14552612304686
672725,0.001,58.99,-112.75975476999999,30,0.48,11826,672620,21901,6441.8333984375,329.8441101074219
672825,0.001,59.95,-113.40141240999998,30,0.47,11827,672720,21929,6314.327014160156,315.1691955566406
672832,,59.02,-112.83106318999998,30,0.48,11828,,21932,,
672932,0.001,59.02,-117.88261136,30,0.48,11829,672820,21949,4218.767938232422,325.1328125
673032,0.001,59.02,-116.73432483,30,0.48,11830,672920,21979,4119.80968170166,320.5997375488281
673132,0.001,59.98,-117.26644235999999,30,0.47,11831,673020,22009,5740.7758117675785,326.03758850097654
673232,0.001,60.9,-118.47821747,30,0.46,11832,673120,22031,7237.868002319336,316.6972625732422
673239,,60.94,-118.59358777999998,30,0.46,11833,,22035,,
673339,0.001,60.94,-118.95037757999998,30,0.46,11834,673220,22056,6164.649084472656,312.09180908203126
673439,0.001,60.94,-117.68117193,30,0.46,11835,673320,22077,5460.145678710937,313.6164855957031
673539,0.001,61.87,-118.58826176999999,30,0.45,11836,673420,22110,5592.778240966797,318.4575714111328
673639,0.001,61.87,-113.70842953000002,30,0.45,11837,673520,22139,6352.052001953125,321.06267700195315
673649,0.001,60.97,-113.427242,30,0.46,11838,673540,22142,4942.398529052734,313.4849151611328
673744,0.001,60.92,-113.82412268000002,30,0.47,11839,673640,22164,5160.43876953125,324.21943359375
673763,0.001,60.95,-113.56797585,30,0.47,11840,673660,22170,8212.460717773438,327.40863647460935
673863,0.001,60.95,-111.86274080000003,30,0.47,11841,673760,22200,5441.520709228515,311.6024932861328
673963,0.001,60.95,-110.52487607000003,30,0.47,11842,673860,22230,7946.2615966796875,305.73191528320314
673990,0.001,60.22,-110.18331900000001,30,0.48,11843,673880,22241,7691.301385498047,313.8397979736328
673998,,60.15,-109.44083975,30,0.48,11844,,22249,,
674000,,60.0,-108.85058925,30,0.48,11845,,22257,,
674100,0.001,60.0,-105.50423681999997,30,0.48,11846,673980,22277,5992.290887451172,319.2447204589844
674111,0.001,60.05,-105.89444090999997,30,0.48,11847,674000,22280,5352.382546997071,313.1603088378906
674115,,59.09,-100.1629723,30,0.49,11848,,22282,,
674121,0.001,58.15,-96.52183014,30,0.5,11849,674020,22286,5458.088302612305,319.4980041503906
674221,0.001,59.09,-97.15925261999999,30,0.49,11850,674120,22315,6736.79566040039,322.2999664306641
674225,,58.93,-96.81565366999997,30,0.49,11851,,22318,,
674239,,59.0,-96.56584638999998,30,0.49,11852,,22323,,
674339,0.001,59.0,-93.70176744999998,30,0.49,11853,674220,22341,5083.302734375,314.9274658203125
