rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/approx_kl,train/loss,train/explained_variance,train/clip_range,train/entropy_loss,train/std,train/value_loss,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/clip_fraction
-561.3214540800001,99.14,430000,300,6591,65,0.06819501,3136.58837890625,0.17356204986572266,0.2,-7.512964534759521,0.8471702337265015,6336.574609375,0.0003,21490,-0.008038585155736655,0.2559999883174896
-561.79916508,99.14,430100,301,6620,64,0.0020142298,3831.128173828125,-0.15746474266052246,0.2,-7.512810230255127,0.8471602201461792,7659.92685546875,0.0003,21495,0.013103588845115154,0.019999999552965164
-561.9202610000001,99.14,430200,302,6642,64,0.072260536,3407.51416015625,0.13491076231002808,0.2,-7.512832164764404,0.8471857905387878,6850.82421875,0.0003,21500,-0.0088063424676875,0.26999999769032
-561.87560306,99.14,430300,303,6665,64,0.049087968,3743.715576171875,-0.03691530227661133,0.2,-7.513045120239258,0.847216010093689,7532.54990234375,0.0003,21505,-0.018476465284766163,0.2280000001192093
-561.9725757699999,99.14,430400,304,6682,64,0.03310194,3928.204833984375,-0.1727006435394287,0.2,-7.513200664520264,0.8472298383712769,7864.80439453125,0.0003,21510,-0.008691572607494891,0.27399999648332596
-561.9536796699999,99.14,430500,305,6701,64,0.023680534,3242.17919921875,0.16534197330474854,0.2,-7.513289451599121,0.8472374677658081,6532.6552734375,0.0003,21515,-0.004468244913732633,0.08999999798834324
-561.97057618,99.14,430600,306,6717,64,0.030987643,3949.6435546875,-0.04754173755645752,0.2,-7.513309288024902,0.8472226858139038,7922.02998046875,0.0003,21520,-0.0105817601457602,0.16599999666213988
-562.1213284,99.14,430700,307,6734,63,0.023739971,3798.470703125,-0.1945781707763672,0.2,-7.513123798370361,0.847183883190155,7652.91728515625,0.0003,21525,-0.004195669644832378,0.15199999399483205
-561.98944955,99.14,430800,308,6751,63,0.03873487,3339.556640625,-0.05871784687042236,0.2,-7.512822914123535,0.847129762172699,6712.56943359375,0.0003,21530,-0.004928699890297139,0.18199999183416365
-562.3034715900001,99.14,430900,309,6768,63,0.036592804,3258.451904296875,0.20974653959274292,0.2,-7.5125171661376955,0.8471145629882812,6541.57607421875,0.0003,21535,-0.006490553257754073,0.20999999716877937
-562.4635696600001,99.14,431000,310,6784,63,0.053736165,3884.839599609375,0.039439380168914795,0.2,-7.5125127792358395,0.8471212387084961,7796.85673828125,0.0003,21540,-0.011142876878147944,0.27199999839067457
-562.0116271999999,99.14,431100,311,6808,63,0.08932512,3981.839111328125,-0.11841082572937012,0.2,-7.512525367736816,0.8471121788024902,7990.08349609375,0.0003,21545,-0.009845877371844836,0.3059999980032444
-562.1475868100001,99.14,431200,312,6826,63,0.08646025,3644.916015625,0.053187429904937744,0.2,-7.51231632232666,0.847040057182312,7320.5474609375,0.0003,21550,0.0006082181818783284,0.3939999878406525
-561.76931526,99.14,431300,313,6847,62,0.082151756,3611.966552734375,-0.07853007316589355,0.2,-7.511847114562988,0.8470110893249512,7326.91796875,0.0003,21555,-0.012684125054602192,0.3319999918341637
-561.89450607,99.14,431400,314,6865,62,0.014625367,3672.39404296875,0.013426005840301514,0.2,-7.511725425720215,0.8469914197921753,7359.89560546875,0.0003,21560,-0.0013309244124684483,0.0780000001192093
-562.1558036700001,99.14,431500,315,6896,62,0.009689271,3724.867919921875,-0.11360907554626465,0.2,-7.511501216888428,0.8469514846801758,7466.88955078125,0.0003,21565,0.0021075433680380227,0.04999999888241291
-562.63345802,99.14,431600,316,6922,62,0.13055134,3394.452880859375,0.12287932634353638,0.2,-7.511276912689209,0.8469511270523071,6816.6783203125,0.0003,21570,0.002112622912682127,0.38199998885393144
-562.6638951,99.14,431700,317,6938,62,0.044966534,3793.446533203125,-0.23272836208343506,0.2,-7.511354923248291,0.8469732999801636,7607.85263671875,0.0003,21575,0.0008033690413867589,0.24999999776482582
-562.14435223,99.14,431800,318,6957,62,0.021628313,3233.576416015625,-0.026690244674682617,0.2,-7.511636543273926,0.8470601439476013,6481.3244140625,0.0003,21580,-0.0037603263248456643,0.11199999675154686
-562.02444159,99.14,431900,319,6976,61,0.07867191,3326.070556640625,-0.0018924474716186523,0.2,-7.51235990524292,0.8471499681472778,6728.91171875,0.0003,21585,0.00053377033182187,0.2400000024586916
-561.96849614,99.14,432000,320,6996,61,0.030121397,3236.7744140625,0.17465633153915405,0.2,-7.512889003753662,0.8472011089324951,6490.77216796875,0.0003,21590,0.013702634975197725,0.19199999161064624
-562.06259978,99.14,432100,321,7012,61,0.011361837,3993.5634765625,-0.1689673662185669,0.2,-7.513174152374267,0.8472244739532471,8006.1529296875,0.0003,21595,-0.0049563337335712275,0.06399999670684338
-561.66351759,99.14,432200,322,7029,61,0.02028301,3306.463134765625,0.11206239461898804,0.2,-7.513295269012451,0.8472357988357544,6646.90068359375,0.0003,21600,-0.008392793018720113,0.10999999791383744
-561.8837413199999,99.14,432300,323,7052,61,0.019668289,3840.87548828125,0.07801467180252075,0.2,-7.513418483734131,0.8472675681114197,7708.2603515625,0.0003,21605,-0.0019579000378143973,0.1340000007301569
-562.15259057,99.14,432400,324,7078,61,0.08964073,4170.39599609375,-0.22643673419952393,0.2,-7.513698291778565,0.8473068475723267,8420.317578125,0.0003,21610,-0.005932675357689732,0.21600000150501728
-562.50213196,99.14,432500,325,7095,60,0.25948223,3569.7021484375,-0.0780336856842041,0.2,-7.51410436630249,0.84739750623703,7154.7744140625,0.0003,21615,-0.010800230538734468,0.4759999871253967
-562.01083638,99.14,432600,326,7114,60,0.09529626,3246.873291015625,-0.10074067115783691,0.2,-7.514703273773193,0.847446858882904,6560.1939453125,0.0003,21620,-0.000661791685706703,0.3599999874830246
-562.4851550899999,99.14,432700,327,7131,60,0.017080996,3416.490234375,0.22057771682739258,0.2,-7.514939498901367,0.8474637269973755,6850.82509765625,0.0003,21625,0.006291354994755238,0.13399999476969243
-562.50277785,99.14,432800,328,7152,60,0.023155905,4006.322265625,-0.036942243576049805,0.2,-7.515075397491455,0.8474944829940796,8025.32841796875,0.0003,21630,-0.012799047722364777,0.1719999998807907
-562.38297501,99.14,432900,329,7177,60,0.0114794355,3914.9853515625,-0.23094189167022705,0.2,-7.5153303146362305,0.8475288152694702,7866.34228515625,0.0003,21635,0.0024243006424512713,0.06399999856948853
-562.3253270399999,99.14,433000,330,7207,60,0.07573598,3219.267578125,0.1967923641204834,0.2,-7.515615177154541,0.8475769758224487,6499.03515625,0.0003,21640,-0.01681303601944819,0.2519999980926514
-562.38632957,99.14,433100,331,7226,59,0.015478169,3995.77734375,-0.2549015283584595,0.2,-7.515965557098388,0.8476235270500183,8001.33603515625,0.0003,21645,0.0040868488322303165,0.06199999712407589
