rollout/success rate,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,time/episodes,train/learning_rate,train/critic_loss,time/fps,train/n_updates,time/total timesteps,rollout/ep_rew_mean
0.79,23238,32.24,358.6248718261719,6664,0.001,5069.228771972656,16,378020,378131,-47.54667678999999
0.8,23247,31.31,359.64067993164065,6668,0.001,4240.776089477539,16,378040,378158,-46.45612837999999
0.81,23273,30.68,356.4824676513672,6672,0.001,4099.650894165039,16,378100,378217,-46.3250153
0.81,23282,29.62,355.46730651855466,6676,0.001,4251.787487792969,16,378140,378246,-42.60354728
0.83,23301,27.86,358.2174011230469,6680,0.001,4707.171276855469,16,378180,378286,-37.69584835999999
0.82,23342,28.73,361.2799957275391,6684,0.001,4930.680871582032,16,378320,378423,-38.38533656
0.83,23353,27.76,361.851171875,6688,0.001,4417.853155517578,16,378340,378450,-34.66856066
0.81,23425,29.51,361.13303833007814,6692,0.001,3987.3033660888673,16,378640,378756,-43.27233337
0.83,23466,27.69,358.21759338378905,6696,0.001,4346.344783020019,16,378780,378885,-36.25625968
0.8,23547,30.42,356.5372680664062,6700,0.001,5117.635385131836,16,379100,379204,-44.98757858
0.8,23565,30.68,358.99770202636716,6704,0.001,6440.527233886719,16,379160,379265,-45.17681332999999
0.8,23610,30.84,361.07883605957034,6708,0.001,4741.64017791748,16,379320,379424,-45.62087549999999
0.8,23634,30.73,361.5935363769531,6712,0.001,4764.536114501953,16,379360,379478,-45.235090570000004
0.82,23653,28.63,358.7280609130859,6716,0.001,4487.170599365234,16,379420,379522,-43.27580639
0.85,23678,26.38,358.61371154785155,6720,0.001,5227.517333984375,16,379500,379607,-34.32113361
0.85,23700,26.54,357.4358245849609,6724,0.001,5247.074942016601,16,379560,379661,-34.73437731
0.87,23712,24.69,363.9029266357422,6728,0.001,5072.721493530274,16,379600,379701,-31.181699859999995
0.87,23746,24.36,358.5524536132813,6732,0.001,5056.976045227051,15,379640,379745,-30.6064668
0.87,23764,24.35,354.60609436035156,6736,0.001,5603.862573242188,15,379680,379791,-31.00322407
0.86,23810,25.44,360.8439910888672,6740,0.001,5557.523733520507,15,379840,379943,-32.07391755
0.85,23844,26.24,361.5544128417969,6744,0.001,3300.116569519043,15,379940,380057,-32.88292294
0.86,23889,24.74,357.8404266357422,6748,0.001,4475.7845703125,15,380100,380204,-32.34656986
0.86,23903,24.97,362.8020294189453,6752,0.001,4059.0271240234374,15,380140,380251,-32.292222779999996
0.86,23919,24.21,359.4507293701172,6756,0.001,5287.26948852539,15,380180,380285,-32.330185889999996
0.86,23966,24.83,364.1867950439453,6760,0.001,4208.042022705078,15,380380,380481,-34.02016327
0.87,24019,23.84,359.36976928710936,6764,0.001,4329.867810058594,15,380400,380515,-31.748801029999996
0.87,24035,23.85,364.1744049072266,6768,0.001,4673.242755126953,15,380440,380543,-31.938731719999996
0.87,24055,24.01,363.1027770996094,6772,0.001,3508.098907470703,15,380500,380618,-32.07116428
0.86,24109,25.65,357.5307098388672,6776,0.001,4998.031362915039,15,380700,380811,-36.63916714
0.86,24134,26.14,361.9443603515625,6780,0.001,4180.114114379883,15,380780,380900,-36.341567160000004
0.86,24170,26.39,360.7637542724609,6784,0.001,4570.136734008789,15,380960,381062,-40.27492071
0.84,24252,28.33,362.77452697753904,6788,0.001,4193.691516113281,15,381180,381283,-43.4619971
0.86,24296,26.69,360.389501953125,6792,0.001,3996.5151184082033,15,381320,381425,-38.149831060000004
0.85,24346,27.55,363.8415832519531,6796,0.001,4891.539703369141,15,381520,381640,-45.82059082
0.87,24398,26.12,359.2433380126953,6800,0.001,4772.493916320801,15,381700,381816,-40.54095723
0.87,24421,26.44,365.10792541503906,6804,0.001,5277.289520263672,15,381800,381909,-40.69995351
0.88,24428,25.07,362.29473876953125,6808,0.001,4694.67878112793,15,381820,381931,-39.62353693000001
0.86,24493,26.67,363.16111450195314,6812,0.001,4714.382159423828,15,382040,382145,-46.12097379000001
0.84,24547,28.49,361.8876190185547,6816,0.001,4377.278485107422,15,382260,382371,-48.95935623999999
0.84,24578,28.2,360.4380218505859,6820,0.001,5864.486663818359,15,382320,382427,-47.8849208
0.84,24614,28.55,365.5943572998047,6824,0.001,4294.541358947754,15,382400,382516,-47.85659307
0.84,24624,28.42,362.636181640625,6828,0.001,5036.485522460937,15,382440,382543,-47.448160660000006
0.84,24640,28.25,361.5863067626953,6832,0.001,5866.324273681641,15,382460,382570,-47.40267578
0.82,24691,29.95,364.4102294921875,6836,0.001,4031.2808471679687,15,382680,382786,-52.693560340000005
0.82,24733,30.08,361.49498596191404,6840,0.001,4909.294897460937,15,382840,382951,-53.012916270000005
0.83,24752,29.3,360.53635559082034,6844,0.001,5891.981448364258,15,382880,382987,-52.501993840000004
0.84,24772,28.28,362.90883178710936,6848,0.001,4518.595175170898,15,382920,383032,-47.83451865999999
0.83,24817,29.37,365.78684692382814,6852,0.001,4321.308476257324,15,383080,383188,-48.20267669000002
0.81,24868,31.19,364.0933868408203,6856,0.001,4044.2340301513673,15,383300,383404,-55.112762169999996
0.82,24897,29.65,365.0105773925781,6860,0.001,4456.998414611817,15,383340,383446,-52.749369140000006
0.81,24931,30.66,360.4539337158203,6864,0.001,5170.584362792969,15,383480,383581,-58.70135705
0.8,24989,32.07,358.9830322265625,6868,0.001,4728.326470947266,15,383640,383750,-61.77564508000001
0.78,25055,33.49,364.4018493652344,6872,0.001,4871.959039306641,15,383860,383967,-66.46406483000001
0.78,25089,33.01,364.572216796875,6876,0.001,4628.498443603516,15,384000,384112,-64.48249777
0.78,25121,32.75,360.37298889160155,6880,0.001,5233.772412109375,15,384060,384175,-64.43745263
0.78,25149,32.43,366.9446685791016,6884,0.001,6410.083544921875,15,384200,384305,-65.86771757
0.79,25195,31.74,366.0019470214844,6888,0.001,3653.414208984375,15,384340,384457,-64.36195633
0.8,25209,30.79,365.0805969238281,6892,0.001,4600.017803955078,15,384400,384504,-60.519498439999985
0.82,25226,29.29,364.1579986572266,6896,0.001,4965.911372375488,15,384460,384569,-54.459340049999994
0.83,25247,28.0,368.03944702148436,6900,0.001,6131.601049804687,15,384500,384616,-50.95504116
0.83,25294,27.96,362.8949035644531,6904,0.001,5258.527267456055,15,384600,384705,-53.311404790000005
0.81,25337,29.97,365.2922302246094,6908,0.001,3749.565496826172,15,384820,384928,-59.66869189
0.82,25385,29.15,363.9706970214844,6912,0.001,4800.532720947265,15,384940,385060,-57.76845211
0.84,25407,27.4,363.9777496337891,6916,0.001,4726.744918823242,15,385000,385111,-55.53138935000001
0.81,25476,30.0,361.50360717773435,6920,0.001,4135.800036621094,15,385320,385427,-64.77217325999999
0.81,25494,29.57,358.99805603027346,6924,0.001,5836.023880004883,15,385360,385473,-64.35309544
0.8,25535,30.61,364.3619873046875,6928,0.001,5009.982736206055,15,385500,385604,-66.63786465
0.78,25573,32.49,366.6137664794922,6932,0.001,5507.936788940429,15,385700,385819,-77.06766843999999
0.79,25618,31.82,365.8645843505859,6936,0.001,4530.821130371094,15,385860,385968,-71.74817771
0.8,25636,30.53,368.33368530273435,6940,0.001,4698.516616821289,15,385900,386004,-70.34731646
0.78,25686,32.37,362.4723754882813,6944,0.001,5383.490893554687,15,386120,386224,-72.56227496000001
0.77,25719,33.15,364.4963409423828,6948,0.001,5658.250108337403,15,386240,386347,-76.61479763000001
0.78,25741,32.57,363.4365509033203,6952,0.001,4785.161141967774,15,386340,386445,-76.21088873
0.8,25759,30.79,365.68589172363284,6956,0.001,4738.9415832519535,15,386380,386483,-69.08841324
0.8,25776,30.74,364.1822235107422,6960,0.001,4484.183724975586,14,386400,386520,-69.08118434
0.81,25786,29.77,364.103076171875,6964,0.001,5832.732034301758,14,386440,386558,-62.849117940000006
0.81,25834,29.59,362.1842376708984,6968,0.001,5410.355871582031,14,386600,386709,-62.74079423000001
0.83,25850,28.04,370.0099395751953,6972,0.001,4281.484915161132,14,386660,386771,-59.415798560000006
0.84,25860,26.89,365.4398498535156,6976,0.001,4895.856930541992,14,386700,386801,-56.86205029999999
0.84,25884,26.98,365.17572631835935,6980,0.001,4344.07561340332,14,386760,386873,-58.16699595999999
0.85,25902,26.34,366.39794006347654,6984,0.001,4591.382232666016,14,386820,386939,-52.31278755000001
0.85,25959,26.37,365.20396728515624,6988,0.001,4673.702276611328,14,386980,387094,-53.240015750000005
0.84,25995,27.32,370.6336944580078,6992,0.001,4601.045999145508,14,387120,387236,-58.37210509999999
0.82,26075,28.81,365.1085540771484,6996,0.001,4825.011343383789,14,387340,387450,-59.712464230000016
0.8,26152,30.66,366.647607421875,7000,0.001,5410.739556884766,14,387580,387682,-64.11898362
0.79,26190,31.27,367.734912109375,7004,0.001,5209.408883666993,14,387720,387832,-63.41256941999999
0.79,26260,31.13,363.5618499755859,7008,0.001,4551.1629089355465,14,387940,388041,-60.011233700000005
0.8,26287,30.33,365.6587219238281,7012,0.001,6534.889086914062,14,387980,388093,-56.432952320000005
0.78,26349,32.06,364.9969848632812,7016,0.001,5639.7106658935545,14,388200,388317,-57.36387450000001
0.81,26383,30.01,366.8478240966797,7020,0.001,6182.2543273925785,14,388320,388428,-51.97908841
0.8,26423,30.98,366.16883850097656,7024,0.001,5531.525051879883,14,388460,388571,-53.626825639999986
0.79,26500,31.81,364.97215881347654,7028,0.001,4881.959432983398,14,388680,388785,-55.69484164000001
0.81,26540,30.68,370.4604187011719,7032,0.001,4351.241546630859,14,388780,388887,-47.744251330000004
0.82,26555,29.45,368.5943664550781,7036,0.001,6067.232043457031,14,388800,388913,-47.136571010000004
0.82,26571,29.35,364.8142395019531,7040,0.001,6143.855572509766,14,388820,388939,-47.034418990000006
0.83,26624,28.8,367.36145935058596,7044,0.001,3781.729852294922,14,389000,389104,-48.115188720000006
0.83,26660,28.78,364.6306518554687,7048,0.001,5791.773727416992,14,389120,389225,-44.546223010000006
0.82,26704,29.1,368.86402893066406,7052,0.001,5473.8487548828125,14,389240,389355,-48.73585437
0.8,26766,31.22,365.12940979003906,7056,0.001,4653.832722473145,14,389500,389605,-60.09143378999999
0.79,26793,32.07,363.46275939941404,7060,0.001,4543.945755004883,14,389620,389727,-65.33827399
0.79,26811,32.03,369.1894470214844,7064,0.001,5231.949761962891,14,389660,389761,-65.28002371000001
0.79,26853,31.73,370.2624084472656,7068,0.001,5516.130947875977,14,389780,389882,-64.07608710000001
0.79,26877,31.51,370.2818237304688,7072,0.001,4967.238534545899,14,389820,389922,-62.66391010000001
0.78,26916,32.38,365.6744140625,7076,0.001,5711.308346557617,14,389920,390039,-62.68042189999999
0.77,26962,33.11,366.0298614501953,7080,0.001,6144.020541381836,14,390080,390184,-63.32571003
0.77,27001,33.42,366.9237548828125,7084,0.001,6302.207254028321,14,390180,390281,-63.9546841
0.78,27028,33.06,367.7659515380859,7088,0.001,5239.693881225586,14,390280,390400,-62.97697913
0.78,27081,33.46,366.2841857910156,7092,0.001,5406.257971191406,14,390480,390582,-62.78886628000001
0.8,27111,31.75,372.13153686523435,7096,0.001,4862.556970214844,14,390520,390625,-60.20077306
0.82,27133,30.05,372.23900451660154,7100,0.001,4719.34026184082,14,390580,390687,-56.56294602
0.83,27143,28.78,369.18187255859374,7104,0.001,4770.288139343262,14,390600,390710,-54.542166720000004
0.85,27154,27.09,370.440234375,7108,0.001,4923.2524139404295,14,390640,390750,-51.692478650000005
0.85,27172,27.07,368.60572509765626,7112,0.001,5537.063833618164,14,390680,390800,-51.36882728
0.86,27233,26.82,368.20452270507815,7116,0.001,5597.68900756836,14,390880,390999,-54.16055629
0.85,27265,27.21,368.4550048828125,7120,0.001,4932.544638061523,14,391040,391149,-56.557478210000006
0.86,27285,26.21,368.31688232421874,7124,0.001,5251.679309082031,14,391080,391192,-55.07464774
0.87,27337,25.98,363.105029296875,7128,0.001,5636.696368408203,14,391280,391383,-57.36814181
0.87,27357,25.71,372.5414154052734,7132,0.001,3894.0414428710938,14,391340,391458,-55.533432239999996
0.85,27406,27.57,369.5447174072266,7136,0.001,4981.585589599609,14,391560,391670,-60.0373204
0.83,27463,29.42,369.17359313964846,7140,0.001,4977.837683105468,14,391780,391881,-65.54315943
0.83,27499,29.07,370.3052093505859,7144,0.001,5150.487084960938,14,391900,392011,-62.951653570000005
0.84,27514,28.11,369.1212493896484,7148,0.001,6244.89546508789,14,391920,392036,-61.97498664
0.85,27529,27.37,370.6920959472656,7152,0.001,5195.252981567382,14,391980,392092,-57.89841367
0.87,27561,25.2,366.4797698974609,7156,0.001,6279.873979187012,14,392020,392125,-46.494502329999996
0.88,27592,24.25,368.86109313964846,7160,0.001,4966.401422119141,14,392040,392152,-41.18672238
0.87,27620,25.23,365.76170654296874,7164,0.001,4912.230923461914,14,392180,392284,-45.988006129999995
0.88,27645,24.25,368.1730041503906,7168,0.001,5661.510046386718,14,392200,392307,-44.406244179999995
0.88,27665,24.12,364.6995910644531,7172,0.001,4707.840502929687,14,392220,392334,-43.99530021999999
0.89,27684,23.57,369.5332305908203,7176,0.001,4921.95150604248,14,392280,392396,-44.520204750000005
0.9,27719,22.44,364.073291015625,7180,0.001,6105.89541015625,14,392320,392428,-42.284136579999995
0.87,27797,24.61,367.10125427246095,7184,0.001,6002.565814208984,14,392640,392742,-44.43196444
0.86,27845,24.79,370.37860412597655,7188,0.001,5565.566314697266,14,392760,392879,-44.87456309
0.87,27864,23.42,369.56004943847654,7192,0.001,4937.4965545654295,14,392820,392924,-40.37758101
0.86,27933,24.3,366.9283172607422,7196,0.001,6677.37060546875,14,392940,393055,-40.57941645
0.85,27988,25.5,367.6327697753906,7200,0.001,5004.774319458008,14,393120,393237,-41.322544130000004
0.84,28043,26.7,366.5761474609375,7204,0.001,4316.2736328125,14,393260,393380,-43.44446168999999
0.84,28053,26.56,367.7853057861328,7208,0.001,5907.161614990235,14,393300,393406,-43.23751704
0.83,28095,27.39,370.2102325439453,7212,0.001,5545.37642211914,14,393420,393539,-43.97785484
0.84,28124,25.75,366.55030212402346,7216,0.001,5280.688269042968,13,393460,393574,-38.779622110000005
0.85,28136,24.64,368.3935577392578,7220,0.001,4757.088821411133,13,393500,393613,-32.40083745
0.83,28192,26.53,363.6875457763672,7224,0.001,7299.803723144531,13,393740,393845,-34.68925474
0.84,28218,24.99,365.3247009277344,7228,0.001,4905.784292602539,13,393780,393882,-28.121044450000003
0.83,28279,25.66,362.8848052978516,7232,0.001,6290.427587890625,13,393920,394024,-30.526566700000004
0.85,28303,24.19,372.63713989257815,7236,0.001,5607.312936401368,13,393980,394089,-26.54728142
0.86,28334,23.34,366.88573303222654,7240,0.001,6432.034890747071,13,394100,394215,-23.56492664
0.84,28414,25.08,366.3258392333984,7244,0.001,4863.762243652343,13,394400,394519,-29.786022189999997
0.84,28449,25.6,365.36351013183594,7248,0.001,4203.09130859375,13,394480,394596,-30.98437653
0.83,28485,26.31,366.33246154785155,7252,0.001,5647.736889648438,13,394620,394723,-34.65949071
0.82,28520,27.17,367.1424163818359,7256,0.001,4959.9453125,13,394740,394842,-37.41120933
0.81,28557,28.02,368.6308258056641,7260,0.001,5333.352569580078,13,394840,394954,-37.91482679
0.8,28617,29.02,371.58587341308595,7264,0.001,4847.395037841797,13,395080,395186,-35.07143792
0.78,28670,30.98,367.2756072998047,7268,0.001,6028.727130126953,13,395300,395405,-40.021035219999995
0.78,28689,30.92,369.59588928222655,7272,0.001,5892.070495605469,13,395320,395426,-39.873855150000004
0.78,28712,30.48,367.68707885742185,7276,0.001,4860.309906005859,13,395340,395444,-39.025324669999996
0.78,28738,30.71,366.12657165527344,7280,0.001,5258.249322509766,13,395380,395499,-39.35955087000001
0.81,28755,27.98,368.7403533935547,7284,0.001,5459.910287475586,13,395420,395540,-36.57536272000001
0.82,28771,27.02,366.94383239746094,7288,0.001,5579.24641418457,13,395480,395581,-34.6715177
0.8,28839,28.72,366.71327819824216,7292,0.001,3976.563284301758,13,395680,395796,-40.40041916999999
0.81,28859,27.83,366.0420837402344,7296,0.001,5391.18828125,13,395720,395838,-40.1282017
0.82,28897,26.71,364.5542510986328,7300,0.001,7291.903057861328,13,395800,395908,-38.645680989999995
0.83,28915,25.94,370.54307861328124,7304,0.001,4394.713986206055,13,395860,395974,-37.25766376000001
0.83,28963,26.85,368.6042907714844,7308,0.001,4362.171221923828,13,395980,396091,-38.65393717
0.84,29025,27.04,372.1776489257812,7312,0.001,5056.320953369141,13,396140,396243,-37.394465239999995
0.82,29096,28.79,370.2239044189453,7316,0.001,4762.979608154297,13,396340,396453,-38.307482560000004
0.82,29141,29.71,367.89837036132815,7320,0.001,5032.7931457519535,13,396480,396584,-38.32788849000001
0.83,29200,29.22,370.75652770996095,7324,0.001,3970.0934448242188,13,396660,396767,-39.13722354000001
0.82,29251,31.14,371.6189300537109,7328,0.001,3224.3515045166014,13,396880,396996,-41.48488378
0.82,29303,31.55,368.6185760498047,7332,0.001,5941.961145019532,13,397060,397179,-39.105880830000004
0.8,29366,33.23,369.7594482421875,7336,0.001,4572.840487670898,13,397300,397412,-39.876966040000006
0.8,29431,34.01,367.02257080078124,7340,0.001,5425.194314575196,13,397500,397616,-38.13559269000001
0.82,29477,32.6,366.5384185791016,7344,0.001,4775.337805175781,13,397660,397779,-36.36015982000001
0.82,29504,32.39,365.50086669921876,7348,0.001,4669.942602539062,13,397720,397835,-35.50160228
0.82,29539,32.38,370.940869140625,7352,0.001,5685.913899230957,13,397860,397961,-33.76554532
0.83,29548,31.44,369.2260406494141,7356,0.001,5725.955450439453,13,397880,397986,-31.524540070000008
0.83,29592,32.33,369.9374267578125,7360,0.001,4491.5739074707035,13,398080,398187,-32.14373224
0.84,29628,31.18,367.960546875,7364,0.001,5696.108227539063,13,398200,398304,-31.915414429999995
0.86,29673,29.87,370.7376434326172,7368,0.001,4514.256173706055,13,398280,398392,-27.39263052
0.86,29685,29.96,367.5009338378906,7372,0.001,5302.334979248047,13,398320,398422,-27.702753640000005
0.85,29726,31.03,370.5872467041016,7376,0.001,5642.395825195313,13,398440,398547,-32.897653489999996
0.84,29789,31.88,363.8815399169922,7380,0.001,6004.025091552734,13,398580,398687,-33.51583895
0.82,29840,33.6,366.4396240234375,7384,0.001,5317.791833496094,13,398780,398900,-36.90987254
0.82,29865,33.59,368.5997711181641,7388,0.001,5332.955065917969,13,398820,398940,-36.28257209
0.83,29902,32.83,368.171630859375,7392,0.001,5268.728308105468,13,398960,399079,-30.35707478
0.83,29920,32.79,367.2384002685547,7396,0.001,5648.7790252685545,13,399000,399117,-30.1343222
0.83,29943,32.49,369.6960784912109,7400,0.001,3640.037072753906,13,399040,399157,-30.397652579999995
0.83,29956,32.12,370.22632751464846,7404,0.001,4415.015048217773,13,399080,399186,-29.721573270000004
0.82,30016,32.25,368.7637542724609,7408,0.001,4724.346017456055,13,399200,399316,-30.150235229999993
0.81,30063,32.63,368.2771697998047,7412,0.001,3914.092546081543,13,399400,399506,-30.777056299999998
0.83,30081,31.19,367.6166961669922,7416,0.001,4968.27730102539,13,399460,399572,-29.921683209999998
0.83,30112,31.06,365.92723083496094,7420,0.001,5335.220782470703,13,399580,399690,-31.204852790000004
0.83,30146,30.43,367.64209899902346,7424,0.001,5230.794909667969,13,399700,399810,-32.600795930000004
0.84,30157,28.35,367.58665466308594,7428,0.001,5083.8781066894535,13,399720,399831,-30.117778839999996
0.85,30174,26.91,368.6172302246094,7432,0.001,5005.40419921875,13,399760,399870,-30.77346606
0.87,30187,24.96,365.46112060546875,7436,0.001,6231.427847290039,13,399800,399908,-29.876658300000003
0.88,30212,23.46,365.2904907226563,7440,0.001,6339.180630493164,13,399860,399962,-29.606250050000003
