time/total timesteps,rollout/ep_rew_mean,time/episodes,time/time_elapsed,rollout/success rate,rollout/ep_len_mean,time/fps,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss
277655,-1283.21172618,5694,57197,0.86,23.39,4,,,,
277755,-1336.2659771499998,5695,57212,0.85,24.33,4,0.001,277640,10856.3140625,4235860.590625
277762,-1335.94551659,5696,57230,0.85,24.34,4,0.001,277660,10915.02998046875,4401134.1375
277862,-1343.71641508,5697,57255,0.85,24.34,4,0.001,277760,10716.651953125,5350355.6625
277962,-1369.06153505,5698,57290,0.84,25.27,4,0.001,277860,10845.0173828125,5310642.246875
278062,-1417.3021076800003,5699,57356,0.83,26.19,4,0.001,277960,10791.175390625,5084832.46875
278067,-1408.20962852,5700,57359,0.83,26.18,4,,,,
278079,-1423.17978203,5701,57363,0.83,26.24,4,,,,
278086,-1417.9372361300002,5702,57377,0.83,26.01,4,0.001,277980,10732.3990234375,6390489.175
278186,-1470.37480525,5703,57401,0.82,26.94,4,0.001,278080,10618.14697265625,4981608.4875
278188,-1424.86669735,5704,57413,0.83,25.96,4,,,,
278288,-1483.2089531899996,5705,57451,0.82,26.79,4,0.001,278180,10849.68251953125,4658033.790625
278388,-1547.2391776700001,5706,57500,0.81,27.73,4,0.001,278280,10760.2240234375,5716744.196875
278390,-1544.31185647,5707,57552,0.81,27.67,4,,,,
278430,-1554.32489027,5708,57575,0.81,28.03,4,0.001,278320,10663.6169921875,6375326.1625
278438,-1515.4571437900004,5709,57618,0.82,27.11,4,,,,
278447,-1511.0927155000004,5710,57632,0.82,26.94,4,0.001,278340,10705.12421875,5362092.878125
278465,-1517.8214764000004,5711,57647,0.82,27.03,4,0.001,278360,10621.92392578125,5965765.6375
278472,-1518.4731836,5712,57699,0.82,27.05,4,,,,
278477,-1539.1788334499997,5713,57727,0.82,27.05,4,,,,
278504,-1543.8630495799998,5714,57737,0.82,27.28,4,0.001,278400,10780.21181640625,5425013.384375
278604,-1977.96205723,5715,57774,0.81,28.19,4,0.001,278500,10812.09482421875,4627229.840625
278610,-1969.0013552900002,5716,57807,0.81,28.23,4,,,,
278683,-1984.9167929500002,5717,57829,0.81,28.89,4,0.001,278580,10858.3400390625,3105641.959375
278691,-1985.4943476400001,5718,57838,0.81,28.92,4,,,,
278698,-1965.52872488,5719,57851,0.81,28.45,4,,,,
278703,-1965.10742142,5720,57864,0.81,28.44,4,0.001,278600,10767.525,5639372.7
278710,-1958.58970802,5721,57872,0.81,28.24,4,,,,
278717,-1962.8610079300001,5722,57881,0.81,28.29,4,,,,
278719,-1962.39489431,5723,57887,0.81,28.27,4,,,,
278785,-2031.69846989,5724,57915,0.81,28.89,4,0.001,278680,10783.3900390625,6785412.625
278789,-1984.87623888,5725,57942,0.82,27.93,4,,,,
278889,-2075.74332263,5726,57985,0.81,28.87,4,0.001,278780,10723.11044921875,5895336.1625
278897,-2137.60863232,5727,58033,0.81,28.91,4,,,,
278901,-1998.4232025600002,5728,58036,0.82,27.95,4,0.001,278800,10864.142578125,6143679.8890625
278911,-1990.34715441,5729,58065,0.82,28.02,4,,,,
278916,-1987.9030181,5730,58133,0.82,27.97,4,,,,
278942,-2183.2920779,5731,58139,0.82,28.15,4,0.001,278840,10622.410546875,6265506.075
278965,-2186.90033864,5732,58150,0.82,28.34,4,0.001,278860,10772.51923828125,5610051.9875
279065,-2278.0635523799997,5733,58173,0.81,29.3,4,0.001,278960,10763.1775390625,5434117.421875
279069,-2223.2168430499996,5734,58185,0.81,28.65,4,,,,
279081,-2222.68889482,5735,58214,0.81,28.71,4,0.001,278980,10772.47353515625,4725087.4
279181,-2288.98047928,5736,58242,0.8,29.65,4,0.001,279080,10667.217578125,4957827.69375
279186,-2287.32961497,5737,58244,0.8,29.58,4,,,,
279207,-2289.44297165,5738,58275,0.8,29.7,4,0.001,279100,10613.219140625,5989542.3875
279219,-2288.43590357,5739,58309,0.8,29.76,4,,,,
279286,-2318.4919099299996,5740,58330,0.8,30.13,4,0.001,279180,10818.7310546875,5055163.73125
279386,-3319.9703213099997,5741,58358,0.79,31.1,4,0.001,279280,10738.93369140625,3985867.45625
279428,-3388.67840704,5742,58379,0.79,31.39,4,0.001,279320,10806.88662109375,5813775.60625
279433,-3397.9355400100003,5743,58382,0.79,31.38,4,,,,
279440,-3399.2196203999997,5744,58415,0.79,31.42,4,,,,
279446,-3400.82429281,5745,58418,0.79,31.44,4,0.001,279340,10703.11083984375,5213143.44375
279459,-3395.8585507,5746,58443,0.79,31.33,4,,,,
279535,-3450.85559268,5747,58465,0.79,31.29,4,0.001,279420,10877.0169921875,4958282.19375
279635,-3537.607468999999,5748,58505,0.79,31.29,4,0.001,279520,10875.59140625,4485338.725
279639,-3476.0812699900002,5749,58508,0.79,31.14,4,,,,
279644,-3485.7148215099996,5750,58541,0.79,31.13,4,0.001,279540,10672.0740234375,5285620.1875
279653,-3485.56365605,5751,58569,0.79,31.16,4,,,,
279659,-3436.7591338499997,5752,58571,0.8,30.22,4,,,,
279664,-3466.3525815999997,5753,58580,0.8,30.23,4,0.001,279560,10736.0458984375,5477167.61875
279700,-3506.5495026099998,5754,58604,0.8,30.54,4,0.001,279580,10782.47666015625,5108304.86875
279704,-3521.7407464599987,5755,58621,0.8,30.48,4,0.001,279600,10723.03427734375,5565893.096875
279707,-3477.001507289999,5756,58623,0.81,29.51,4,,,,
279710,-3448.0059896399994,5757,58630,0.82,28.54,4,,,,
279810,-3476.649593909999,5758,58661,0.81,29.5,4,0.001,279700,10663.9310546875,4665346.54375
279817,-3487.10416124,5759,58689,0.81,29.52,4,,,,
279823,-3480.2444099399995,5760,58713,0.81,29.28,4,0.001,279720,10723.71953125,5786042.18125
279830,-3480.73981353,5761,58741,0.81,29.32,4,,,,
279837,-3468.731116419999,5762,58755,0.81,28.89,4,,,,
279850,-3470.6129420999996,5763,58759,0.81,28.97,4,0.001,279740,10714.425,5566028.1625
279856,-3450.0748581599996,5764,58787,0.81,28.96,4,,,,
279956,-3502.0491349100002,5765,58812,0.8,29.94,4,0.001,279840,10755.17421875,4576875.328125
279960,-3512.2841986099997,5766,58844,0.8,29.94,4,,,,
279980,-3517.23210957,5767,58885,0.8,30.09,4,0.001,279860,10819.79306640625,4937213.134375
280000,-3517.606343539999,5768,58892,0.81,29.29,4,0.001,279880,10561.94462890625,6400106.16875
280016,-3457.700176109999,5769,58897,0.82,28.45,4,0.001,279900,10810.176953125,5524907.6875
280020,-3456.20005366,5770,58900,0.82,28.4,4,,,,
280120,-3506.79478573,5771,58932,0.82,28.4,4,0.001,280000,10819.7228515625,5034428.91875
280220,-3748.758026640001,5772,59004,0.81,29.39,4,0.001,280100,10854.494921875,4828360.48125
280224,-3746.9480703200006,5773,59017,0.81,29.36,4,0.001,280120,10604.09345703125,5575927.9
280229,-3745.2220715000003,5774,59034,0.81,29.36,4,,,,
280235,-3744.6872797000005,5775,59052,0.81,29.34,4,,,,
280239,-3784.5080379100004,5776,59059,0.81,29.32,4,,,,
280242,-3784.1459194700005,5777,59072,0.81,29.31,4,0.001,280140,10970.58154296875,5663474.10625
280342,-4704.07159426,5778,59112,0.8,30.28,4,0.001,280240,11039.57939453125,5466336.225
280346,-4733.74179824,5779,59115,0.8,30.27,4,,,,
280349,-4742.46550337,5780,59156,0.8,30.24,4,,,,
280449,-4852.732575160001,5781,59179,0.79,31.19,4,0.001,280340,10933.47119140625,4932876.240625
280452,-4850.73337694,5782,59221,0.79,31.14,4,,,,
280552,-4872.71363867,5783,59265,0.78,32.09,4,0.001,280440,10675.00400390625,3940249.584375
280558,-4874.60565183,5784,59272,0.78,32.09,4,,,,
280568,-4787.77674262,5785,59276,0.79,31.19,4,0.001,280460,10717.751953125,6571144.875
280581,-4789.34496841,5786,59280,0.79,31.24,4,0.001,280480,10766.19873046875,5157233.96875
280584,-4796.318634040001,5787,59312,0.79,31.15,4,,,,
280591,-4796.5867286699995,5788,59340,0.79,31.14,4,,,,
280597,-4763.46392949,5789,59373,0.79,30.72,4,,,,
280605,-4773.86113909,5790,59381,0.79,30.75,4,0.001,280500,10751.1734375,5575016.19375
280609,-4726.69583953,5791,59389,0.8,29.79,4,,,,
280615,-4728.54976836,5792,59416,0.8,29.81,4,,,,
280627,-4731.34254015,5793,59446,0.8,29.82,4,0.001,280520,10801.41083984375,4559311.05
280643,-4782.573203,5794,59461,0.8,29.88,4,0.001,280540,10799.25244140625,5045218.446875
280646,-4728.88780256,5795,59462,0.81,28.91,4,,,,
280661,-4780.5553922,5796,59493,0.81,28.99,4,0.001,280560,10815.1955078125,5089927.9375
280665,-4738.39600827,5797,59495,0.82,28.03,4,,,,
280669,-4702.30037144,5798,59507,0.83,27.07,4,,,,
280675,-4654.53303647,5799,59525,0.84,26.13,4,,,,
280679,-4663.523525069999,5800,59552,0.84,26.12,4,,,,
280691,-4652.50402126,5801,59556,0.84,26.12,4,0.001,280580,10744.40751953125,5763238.8875
280696,-4652.498531249999,5802,59590,0.84,26.1,4,,,,
280747,-4619.20477776,5803,59607,0.85,25.61,4,0.001,280640,10849.37822265625,5844455.19375
280752,-4620.27861228,5804,59609,0.85,25.64,4,,,,
280757,-4539.80023454,5805,59637,0.86,24.69,4,,,,
280857,-4559.764654359999,5806,59683,0.86,24.69,4,0.001,280740,10747.7962890625,4251048.2265625
280862,-4541.08402859,5807,59686,0.86,24.72,4,0.001,280760,10567.81845703125,4975204.8375
280867,-4532.47241669,5808,59688,0.86,24.37,4,,,,
280872,-4528.943906739999,5809,59691,0.86,24.34,4,,,,
280885,-4528.98807165,5810,59725,0.86,24.38,4,0.001,280780,10718.05546875,5684765.24375
280890,-4532.45498418,5811,59783,0.86,24.25,4,,,,
280915,-4566.24723442,5812,59816,0.86,24.43,4,0.001,280800,10883.4359375,4513582.58125
280945,-4552.097494669999,5813,59834,0.86,24.68,4,0.001,280840,10775.55751953125,3875105.446875
280949,-4547.787242750001,5814,59892,0.86,24.45,4,,,,
280954,-4133.309318739999,5815,59910,0.87,23.5,4,,,,
280974,-4137.73759056,5816,59916,0.87,23.64,4,0.001,280860,10902.855859375,5843352.90625
280983,-4124.16140777,5817,59925,0.87,23.0,4,0.001,280880,10752.28671875,5206381.9
280988,-4123.539043289999,5818,59927,0.87,22.97,4,,,,
280992,-4121.55625761,5819,59930,0.87,22.94,4,,,,
280997,-4121.56544497,5820,59932,0.87,22.94,4,,,,
281097,-4261.69413267,5821,59983,0.86,23.87,4,0.001,280980,10786.52470703125,5939209.28125
281102,-4259.13191155,5822,60006,0.86,23.85,4,0.001,281000,10726.64794921875,5932130.75625
281202,-5221.41012262,5823,60052,0.85,24.83,4,0.001,281100,10633.03046875,5652375.7375
281206,-5152.14174027,5824,60060,0.85,24.21,4,,,,
281306,-5573.84033004,5825,60088,0.84,25.17,4,0.001,281200,10813.089453125,5168169.49375
281311,-5482.136024750001,5826,60136,0.85,24.22,4,,,,
281319,-5421.558509780001,5827,60149,0.85,24.22,4,,,,
281326,-5431.19711034,5828,60162,0.85,24.25,4,0.001,281220,10623.35966796875,5589114.38125
281426,-5541.60254421,5829,60184,0.84,25.15,4,0.001,281320,10798.7115234375,6417601.0875
281428,-5540.4614006500005,5830,60196,0.84,25.12,4,,,,
281440,-5337.03926077,5831,60236,0.84,24.98,4,,,,
281445,-5344.26768561,5832,60248,0.84,24.8,4,0.001,281340,10710.94296875,4238994.79375
281545,-5283.666801049999,5833,60269,0.84,24.8,4,0.001,281440,10958.21923828125,5904910.828125
281645,-5335.45905958,5834,60293,0.83,25.76,4,0.001,281540,10820.859765625,5060517.0
281664,-5338.185758909999,5835,60305,0.83,25.83,4,0.001,281560,10847.94990234375,5833153.775
281671,-5233.133680660001,5836,60308,0.84,24.9,4,,,,
281679,-5236.731233369999,5837,60311,0.84,24.93,4,,,,
281684,-5232.96188777,5838,60334,0.84,24.77,4,0.001,281580,10749.89833984375,4860410.575
281695,-5232.60041002,5839,60343,0.84,24.76,4,,,,
281709,-5204.52671918,5840,60352,0.84,24.23,4,0.001,281600,10848.00380859375,5664306.0125
281716,-4204.13174414,5841,60361,0.85,23.3,4,,,,
281816,-4226.07034139,5842,60391,0.84,23.88,4,0.001,281700,10736.7900390625,6205507.65625
281839,-4222.1627066,5843,60397,0.84,24.06,4,0.001,281720,10810.29267578125,4848052.06875
281844,-4232.00065308,5844,60420,0.84,24.04,4,0.001,281740,10661.1755859375,5213394.75
281849,-4230.758331409999,5845,60448,0.84,24.03,4,,,,
281949,-4299.40955151,5846,60476,0.83,24.9,4,0.001,281840,10819.316015625,5817509.6125
282049,-4260.25566362,5847,60500,0.82,25.14,4,0.001,281940,10938.0091796875,4688718.31875
282061,-4135.05998293,5848,60525,0.83,24.26,4,0.001,281960,10731.82255859375,4136487.4625
282064,-4164.788115289999,5849,60552,0.83,24.25,4,,,,
282071,-4145.28844372,5850,60614,0.83,24.27,4,,,,
282077,-4152.85505148,5851,60617,0.83,24.24,4,,,,
282083,-4153.7695001,5852,60690,0.83,24.24,4,0.001,281980,10741.79521484375,6573405.04375
282130,-4151.016964099999,5853,60709,0.83,24.66,4,0.001,282020,10891.59931640625,5259397.875
282135,-4112.61987556,5854,60711,0.83,24.35,4,,,,
282235,-4138.85734291,5855,60753,0.82,25.31,4,0.001,282120,10840.55966796875,5228505.04375
282239,-4138.68025075,5856,60760,0.82,25.32,4,,,,
282244,-4138.663716849999,5857,60777,0.82,25.34,4,0.001,282140,10863.22373046875,5996123.8
282344,-4160.06212053,5858,60803,0.82,25.34,4,0.001,282240,10711.47060546875,5656958.4875
282444,-4246.568857599999,5859,60820,0.81,26.27,4,0.001,282340,10783.99521484375,4920918.746875
282455,-4247.67728755,5860,60828,0.81,26.32,4,,,,
282555,-4274.95500706,5861,60857,0.8,27.25,4,0.001,282440,10792.6201171875,5217666.38125
282655,-4312.96850769,5862,60899,0.79,28.18,4,0.001,282540,10849.13310546875,5361292.346875
282755,-4347.233461579999,5863,60921,0.78,29.05,4,0.001,282640,10785.8072265625,5752157.9375
282758,-4346.86714554,5864,60923,0.78,29.02,4,,,,
282765,-4298.51261039,5865,60946,0.79,28.09,4,0.001,282660,10646.1392578125,4930182.4734375
282772,-4299.88781472,5866,60954,0.79,28.12,4,,,,
282775,-4293.370679019999,5867,60972,0.79,27.95,4,,,,
282788,-4258.39880567,5868,61011,0.79,27.88,4,0.001,282680,10857.41357421875,4950627.00625
282790,-4254.93812231,5869,61018,0.79,27.74,4,,,,
282794,-4255.02913067,5870,61035,0.79,27.74,4,,,,
282798,-4178.84474374,5871,61042,0.8,26.78,4,,,,
282804,-3937.90274582,5872,61045,0.81,25.84,4,0.001,282700,10620.31630859375,6277778.86875
282805,-3937.2723528100005,5873,61077,0.81,25.81,4,,,,
282812,-3939.1523083600005,5874,61095,0.81,25.83,4,,,,
282816,-3948.61393378,5875,61123,0.81,25.81,4,,,,
282916,-3931.216072829999,5876,61151,0.8,26.77,4,0.001,282800,10754.61748046875,4583361.93125
282918,-3931.00304733,5877,61157,0.8,26.76,4,,,,
282925,-3032.2768904799996,5878,61161,0.81,25.83,4,0.001,282820,10999.119140625,4788919.20625
282934,-3003.7792009199998,5879,61194,0.81,25.88,4,,,,
283034,-3116.98586034,5880,61230,0.8,26.85,4,0.001,282920,10888.375390625,4912243.590625
283038,-3024.5434319199994,5881,61238,0.81,25.89,4,,,,
283138,-3093.4649354599997,5882,61276,0.8,26.86,4,0.001,283020,10760.69091796875,6010123.69375
283238,-3101.94451993,5883,61317,0.8,26.86,4,0.001,283120,10779.8984375,4539823.596875
283242,-3099.9532007099997,5884,61325,0.8,26.84,4,0.001,283140,10762.3,4742385.209375
283342,-3141.7484090499997,5885,61371,0.79,27.74,4,0.001,283240,10840.60830078125,6476334.35625
283357,-3141.4758166100005,5886,61376,0.79,27.76,4,,,,
283364,-3132.50160769,5887,61394,0.79,27.8,4,0.001,283260,10703.54013671875,6085084.30625
283464,-3236.85312167,5888,61446,0.78,28.73,4,0.001,283360,10724.48212890625,5531322.565625
283476,-3247.6241269599996,5889,61456,0.78,28.79,4,,,,
283482,-3236.8773887099997,5890,61464,0.78,28.77,4,0.001,283380,10742.7822265625,4651740.11875
283488,-3257.6709841299994,5891,61481,0.78,28.79,4,,,,
283498,-3258.0849266,5892,61511,0.78,28.83,4,,,,
283504,-3254.60224351,5893,61530,0.78,28.77,4,0.001,283400,10687.02783203125,5127714.209375
283524,-3195.8583966500005,5894,61581,0.78,28.81,4,0.001,283420,10753.96884765625,5507467.9875
283624,-3236.6929557400013,5895,61599,0.77,29.78,4,0.001,283520,10995.31865234375,4573642.11875
283686,-3204.6040731400008,5896,61615,0.77,30.25,4,0.001,283580,10783.8982421875,5849797.5
283694,-3237.5894227400004,5897,61628,0.77,30.29,4,,,,
283701,-3240.5703112800006,5898,61636,0.77,30.32,4,0.001,283600,10810.30966796875,3881101.8625
283801,-3289.8973563900004,5899,61660,0.76,31.26,4,0.001,283700,10871.18515625,5526601.084375
283814,-3294.15105119,5900,61664,0.76,31.35,4,,,,
283817,-3290.0008752400004,5901,61701,0.76,31.26,4,,,,
283825,-3290.1003299300005,5902,61725,0.76,31.29,4,0.001,283720,10827.730078125,5027610.9125
283829,-3289.895394520001,5903,61737,0.76,30.82,4,,,,
283830,-3288.5155116100004,5904,61759,0.76,30.78,4,,,,
283930,-3326.4601954199998,5905,61802,0.75,31.73,4,0.001,283820,10820.933984375,5829585.89375
283934,-3241.72689787,5906,61864,0.76,30.77,4,,,,
283941,-3241.48986232,5907,61877,0.76,30.79,4,0.001,283840,10752.948828125,5939886.1375
283952,-3244.1061708799994,5908,61886,0.76,30.85,4,,,,
283956,-3243.5979184699995,5909,61888,0.76,30.84,4,,,,
283964,-3242.6078645999996,5910,61967,0.76,30.79,4,0.001,283860,10789.11748046875,5025398.5
283991,-3238.7122430599998,5911,61974,0.76,31.01,4,0.001,283880,10790.59501953125,6054862.41875
283999,-3205.50428402,5912,61977,0.76,30.84,4,,,,
284003,-3199.50881777,5913,61980,0.76,30.58,4,0.001,283900,10804.43544921875,5092800.640625
284009,-3199.3980035999994,5914,62008,0.76,30.6,4,,,,
284016,-3179.4275914,5915,62011,0.76,30.62,4,,,,
284029,-3201.3877581700003,5916,62030,0.76,30.55,4,0.001,283920,10800.39462890625,5958818.825
284033,-3209.01646065,5917,62032,0.76,30.5,4,,,,
284034,-3217.9300288800005,5918,62054,0.76,30.46,4,,,,
284134,-3243.6397098200005,5919,62080,0.75,31.42,4,0.001,284020,10881.92451171875,5756829.0125
284141,-3255.5242061599997,5920,62088,0.75,31.44,4,0.001,284040,10629.52734375,5046895.14375
284163,-3150.1214191300005,5921,62096,0.76,30.66,4,0.001,284060,10865.95322265625,5311133.7875
284173,-3150.08379592,5922,62134,0.76,30.71,4,,,,
284273,-2288.6525199200005,5923,62209,0.76,30.71,4,0.001,284160,10866.4552734375,5097521.971875
284276,-2288.0626885200004,5924,62210,0.76,30.7,4,,,,
284279,-1865.62671292,5925,62212,0.77,29.73,4,,,,
284293,-1877.4826289200003,5926,62262,0.77,29.82,4,0.001,284180,10845.11591796875,5524253.7625
284297,-1876.8615626600003,5927,62275,0.77,29.78,4,,,,
284311,-1870.56269215,5928,62279,0.77,29.85,4,0.001,284200,10926.821484375,5305090.78125
284316,-1759.8643247000002,5929,62297,0.78,28.9,4,,,,
284416,-1844.5835057399997,5930,62334,0.77,29.88,4,0.001,284300,10843.10361328125,5146276.825
284424,-1844.10614696,5931,62387,0.77,29.84,4,0.001,284320,10892.79248046875,5613885.93125
284439,-1838.7404420000003,5932,62391,0.77,29.94,4,,,,
284449,-1821.2090561400005,5933,62400,0.78,29.04,4,0.001,284340,10865.9078125,5341649.8375
284549,-1827.1275955500005,5934,62420,0.78,29.04,4,0.001,284440,10842.89990234375,5397524.36875
284649,-1851.5462038800003,5935,62440,0.77,29.85,4,0.001,284540,10956.24091796875,4958176.865625
284657,-1850.2479355300002,5936,62444,0.77,29.86,4,,,,
284664,-1846.8398243700003,5937,62448,0.77,29.85,4,0.001,284560,10992.379296875,5019356.265625
284670,-1847.2665737100003,5938,62471,0.77,29.86,4,,,,
284745,-1876.8172667200001,5939,62498,0.77,30.5,4,0.001,284640,10973.38203125,5850453.8625
284753,-1874.02425694,5940,62516,0.77,30.44,4,,,,
284760,-1875.49524194,5941,62539,0.77,30.44,4,,,,
284765,-1783.80674898,5942,62587,0.78,29.49,4,0.001,284660,11011.72119140625,5754985.05
284770,-1797.50701656,5943,62595,0.78,29.31,4,,,,
284846,-1906.9148900600003,5944,62633,0.78,30.02,4,0.001,284740,10800.0759765625,5901687.69375
284863,-1910.12255169,5945,62638,0.78,30.14,4,0.001,284760,10960.32080078125,4801639.6875
284919,-1819.4275566899998,5946,62652,0.79,29.7,4,0.001,284800,10948.04169921875,6305823.91875
284925,-1787.0240054899998,5947,62660,0.8,28.76,4,0.001,284820,10795.2779296875,6110366.078125
284928,-1774.37342181,5948,62662,0.8,28.67,4,,,,
284933,-1745.40410055,5949,62670,0.8,28.69,4,,,,
284941,-1776.00873625,5950,62674,0.8,28.7,4,0.001,284840,10857.02197265625,5545390.55625
284944,-1756.0708235000002,5951,62676,0.8,28.67,4,,,,
284951,-1756.22847393,5952,62694,0.8,28.68,4,,,,
285051,-1807.34643142,5953,62719,0.79,29.21,4,0.001,284940,10915.7517578125,4492902.959375
285151,-1872.68210662,5954,62743,0.78,30.16,4,0.001,285040,10817.11123046875,5540209.025
285155,-1827.68026665,5955,62745,0.79,29.2,4,,,,
285161,-1828.5039738500002,5956,62748,0.79,29.22,4,0.001,285060,10912.02802734375,4758396.20625
285163,-1828.02122072,5957,62759,0.79,29.19,4,,,,
285171,-1801.0984262800002,5958,62793,0.8,28.27,4,,,,
285271,-1826.8833525,5959,62823,0.8,28.27,4,0.001,285160,11096.81552734375,4770833.5421875
285276,-1825.75283218,5960,62825,0.8,28.21,4,,,,
285281,-1798.4298416600002,5961,62858,0.81,27.26,4,0.001,285180,10943.56015625,4298828.8625
285289,-1763.34324891,5962,62876,0.82,26.34,4,,,,
285294,-1727.4958730600001,5963,62894,0.83,25.39,4,,,,
285297,-1727.03816423,5964,62895,0.83,25.39,4,,,,
285299,-1713.30723147,5965,62897,0.83,25.34,4,,,,
285304,-1703.23310784,5966,62900,0.83,25.32,4,0.001,285200,10939.55322265625,4484764.1125
285404,-1725.1351755199998,5967,62934,0.82,26.29,4,0.001,285300,11036.99384765625,5069494.103125
285407,-1741.3248182099999,5968,62936,0.82,26.19,4,,,,
285410,-1742.02968509,5969,62948,0.82,26.2,4,,,,
285413,-1741.47925484,5970,62960,0.82,26.19,4,,,,
285513,-1778.28459111,5971,62985,0.81,27.15,4,0.001,285400,10980.78017578125,4792967.51875
285520,-1799.51520817,5972,62989,0.81,27.16,4,,,,
285532,-1803.44960449,5973,63008,0.81,27.27,4,0.001,285420,10883.46318359375,4335340.00625
285536,-1801.9023586599997,5974,63015,0.81,27.24,4,,,,
285541,-1792.1780960100002,5975,63028,0.81,27.25,4,0.001,285440,10893.330078125,5637154.39375
285562,-1773.37900038,5976,63074,0.82,26.46,4,0.001,285460,10849.85751953125,5375396.109375
285569,-1786.0695908900004,5977,63077,0.82,26.51,4,,,,
285579,-1767.8675716100001,5978,63086,0.82,26.54,4,,,,
285582,-1766.2948693900003,5979,63094,0.82,26.48,4,0.001,285480,10994.56103515625,5040064.79375
285592,-1645.6742905600006,5980,63114,0.83,25.58,4,,,,
285692,-1660.5008148200002,5981,63136,0.82,26.54,4,0.001,285580,10900.67666015625,5443773.596875
285699,-1592.19426417,5982,63148,0.83,25.61,4,,,,
285701,-1559.6950749800003,5983,63166,0.84,24.63,4,0.001,285600,10988.99462890625,6129021.26875
285704,-1559.2039730099998,5984,63188,0.84,24.62,4,,,,
285804,-1595.9246779100001,5985,63214,0.84,24.62,4,0.001,285700,10904.27734375,5824571.66875
285904,-1656.40193326,5986,63257,0.83,25.47,4,0.001,285800,10978.3076171875,5373430.40625
286004,-1683.5292723299997,5987,63282,0.82,26.4,4,0.001,285900,10899.1439453125,4812023.59375
286104,-1671.7977485800002,5988,63317,0.82,26.4,4,0.001,286000,11031.979296875,5816608.10625
286110,-1661.3333129899995,5989,63345,0.82,26.34,4,,,,
286114,-1661.3385812999995,5990,63346,0.82,26.32,4,,,,
286117,-1649.53057599,5991,63354,0.82,26.29,4,,,,
286126,-1648.3797442399998,5992,63379,0.82,26.28,4,0.001,286020,11024.59462890625,4882410.303125
286226,-1720.55623666,5993,63426,0.81,27.22,4,0.001,286120,10977.84375,5217102.775
286230,-1717.92617155,5994,63429,0.81,27.06,4,,,,
286234,-1677.8742170000003,5995,63431,0.82,26.1,4,,,,
286238,-1667.53755128,5996,63438,0.82,25.52,4,,,,
286243,-1634.53892129,5997,63456,0.82,25.49,4,0.001,286140,10800.2341796875,5904437.61875
286249,-1652.8335145499996,5998,63459,0.82,25.48,4,,,,
286254,-1602.4429873099998,5999,63461,0.83,24.53,4,,,,
286258,-1597.97865402,6000,63463,0.83,24.44,4,,,,
286261,-1607.48305503,6001,63501,0.83,24.44,4,0.001,286160,11037.68837890625,5714562.2875
286361,-1664.6887721,6002,63519,0.82,25.36,4,0.001,286260,10804.30888671875,4179148.0625
286366,-1664.9449999200003,6003,63536,0.82,25.37,4,,,,
286466,-1690.5678667500003,6004,63567,0.81,26.36,4,0.001,286360,10854.79912109375,6346152.946875
286526,-1677.2996580300003,6005,63582,0.82,25.96,4,0.001,286420,11094.1533203125,5976313.0125
286626,-1708.5907177500005,6006,63647,0.81,26.92,4,0.001,286520,10863.6515625,6528253.325
286635,-1709.0105764400002,6007,63671,0.81,26.94,4,,,,
286641,-1707.4867282,6008,63678,0.81,26.89,4,0.001,286540,10859.58603515625,5639965.025
286645,-1727.2625360299999,6009,63680,0.81,26.89,4,,,,
286653,-1727.6413424999998,6010,63734,0.81,26.89,4,,,,
286662,-1730.4662615599996,6011,63738,0.81,26.71,4,0.001,286560,10965.41357421875,4868793.4
286668,-1728.9617802899995,6012,63847,0.81,26.69,4,,,,
286673,-1728.3892516099995,6013,63864,0.81,26.7,4,,,,
286677,-1727.9703003499997,6014,63871,0.81,26.68,4,,,,
286686,-1731.6364041499996,6015,63884,0.81,26.7,4,0.001,286580,11043.58583984375,5441234.6
286692,-1706.31580956,6016,63892,0.81,26.63,4,,,,
286694,-1705.28050988,6017,63904,0.81,26.61,4,,,,
286699,-1696.6656299100002,6018,63931,0.81,26.65,4,,,,
286708,-1692.2441196600005,6019,63936,0.82,25.74,4,0.001,286600,10926.30751953125,6013046.725
286808,-1747.8840381000002,6020,63961,0.81,26.67,4,0.001,286700,11106.2056640625,4370316.64375
286814,-1713.27981526,6021,63968,0.81,26.51,4,,,,
286818,-1712.53707824,6022,63970,0.81,26.45,4,,,,
286918,-1676.03893462,6023,64005,0.81,26.45,4,0.001,286800,11008.94736328125,6850042.828125
286924,-1679.3758782000002,6024,64057,0.81,26.48,4,0.001,286820,11000.80009765625,4996466.9875
286929,-1680.5783539699999,6025,64084,0.81,26.5,4,,,,
286938,-1682.08416225,6026,64088,0.81,26.45,4,,,,
287038,-1731.4018332899996,6027,64119,0.8,27.41,4,0.001,286920,10885.86728515625,6507300.725
287043,-1728.1537962099997,6028,64177,0.8,27.32,4,0.001,286940,11115.14375,4428192.40625
287109,-1877.6950441,6029,64200,0.8,27.93,4,0.001,287000,11231.58388671875,4988569.565625
287129,-1797.3910059700002,6030,64221,0.81,27.13,4,0.001,287020,11018.68564453125,5481078.690625
287135,-1806.50964616,6031,64249,0.81,27.11,4,,,,
287183,-1811.5304525,6032,64306,0.81,27.44,4,0.001,287080,10885.6349609375,5537789.31875
